ID,Tiếng Việt,Tiếng BaNa
0011,"Dưới 20 héc ta đất rừng phòng hộ, đất rừng đặc dụng và Danh mục công trình, dự án Nhà nước thu hồi đất để phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng năm 2019 trên địa bàn tỉnh; ","Ôla ‘baêl jiêt hecta teh bri phong hoâ, teh bri ñaêk juêng oeêng yanh muêk koâng trinh, yöê an kôpal thu hoâi teh söê pôjing kinh teâÊ xa hoâi yua lôi iêch kôpal teh ñak, koâng koâng sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh lôêm tôring tinh"
0012,Báo cáo thẩm tra số 46/BCTT-KTNS ngày 27 tháng 11 năm 2018 của Ban Kinh tế - Ngân sách Hội đồng nhân dân tỉnh; ý kiến thảo luận của đại biểu Hội đồng nhân dân tại kỳ họp.,Pôtho khan thaâm tra ksoâÊ puoân jiêt drôêu/BCTT-KTNS ‘naêr ‘baêl jiêt tôpôêh kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam ñôêng ‘Ban kinh teâÊ – Ngaân sach HÑND tinh; yê kieâÊn pôñam ‘bôl ñôêng ñai bieâu HÑND lôêm maêng hoêp
0013,"Điều 1. Nhất trí thông qua Danh mục công trình, dự án sử dụng dưới 10 héc ta đất trồng lúa; dưới 20 héc ta đất rừng phòng hộ, đất rừng đặc dụng và Danh mục công trình, dự án Nhà nước thu hồi đất để phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng năm 2019 trên địa bàn tỉnh. Trong đó:","Ñieâu minh. Nhaât triê thoâng kua yanh muêk koâng trinh, yöê an chaê yuoâ ôla minh jiêt hecta teh pôtaêm ‘ba; ôla ‘baêl jiêt hecta teh bri phong hoâ, teh bri ñaêk juêng oeêng yanh muêk koâng trinh, yöê an kôpal thu hoâi teh söê pôjing kinh teâÊ xa hoâi yua lôi iêch kôpal teh ñak, koâng koâng sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh lôêm tôring tinh. Lôêm ‘noh:"
0014,"Các công trình, dự án chuyển mục đích sử dụng đất dưới 10 héc ta đất trồng lúa: Tổng số có 614 dự án, diện tích 591,71 héc ta;","Rim koâng trinh, yöê an chueân tôdrong chaê yuoâ teh ôla minh jiêt heta teh pôtaêm ‘ba: Pôting ksoâÊ ôêi drôêu hrieâng minh jiêt puoân yöê an, chñeh teh pôñaêm hrieâng tôxiênh jiêt minh pheêi tôpôêh jiêt minh heta"
0015,"Các công trình, dự án chuyển mục đích sử dụng đất dưới 20 héc ta đất rừng phòng hộ: Tổng số có 31 dự án, diện tích 215,73 héc ta;","Rim koâng trinh, yöê an chueân tôdrong chaê yuoâ teh ôla ‘baêl jiêt hecta bri phong hoâ: Pôting ksoâÊ ôêi peâng jiêt minh yöê an, chñeh teh ‘baêl hrieâng minh jiêt pôñaêm pheêi tôpôêh jiêt peâng hecta"
0016,"Các công trình, dự án chuyển mục đích sử dụng đất dưới 20 héc ta đất rừng đặc dụng: Tổng số toàn tỉnh có 06 dự án, diện tích 56,35 héc ta;","Rim koâng trinh, yöê an chueân tôdrong chaê yuoâ teh ôla ‘baêl jiêt hecta bri ñaêk juêng: Pôting ksoâÊ lôêm tinh ôêi drôêu yöê an, chñeh teh pôñaêm jiêt drôêu pheêi peâng jiêt pôñaêm hecta"
0017,"Các công trình, dự án Nhà thu hồi đất để phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng: tổng số có 1.524 dự án thuộc diện Nhà nước thu hồi đất để phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng, với tổng diện tích là 8.561,87 héc ta.","Rim koâng trinh, yöê an hnam thu hoâi teh söê pôjing kinh teâÊ xa hoâi yua lôi iêch kôpal teh ñak, koâng koâng: pôting ksoâÊ ôêi minh ôbôêu pôñaêm hrieâng ‘baêl jiêt puoân yöê an oei lôêm kôbraê tôdrong kôpal thu hoâi teh söê pôjing kinh teâÊ xa hoâi yua lôi iêch kôpal teh ñak, koâng koâng adriêng pôting chñeh teh la tôhngam ôbôêu pôñaêm hrieâng drôêu jiêt minh pheêi tôhngam jiêt tôpôêh hecta"
0018,"Các công trình dự án sử dụng dưới 10 héc ta đất trồng lúa; dưới 20 héc ta đất rừng phòng hộ, đất rừng đặc dụng đã được Hội đồng nhân dân cấp tỉnh","Rim koâng trinh yöê an chaê yuoâ ôla minh jiêt hecta teh pôtaêm ‘ba; ôla ‘baêl jiêt hecta teh bri phong hoâ, teh bri ñaêk juêng jôh ñei HÑND kôêp tinh"
0019,"Thông qua tại Danh mục kèm theo này mà không có quyết định thu hồi đất, giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất ","Thoâng kua yanh muêk pôteêp adriêng anu maê biê ôêi kueâÊt ñinh thu hoâi teh, pôjao teh, aên thueâ teh, aên pheêp chueân tôdrong chaê yuoâ the"
0020,Để thực hiện dự án trong năm 2019 thì được chuyển sang thực hiện trong các năm tiếp theo nhưng không được quá thời hạn 03 năm theo quy định tại Nghị định 01/2017/NĐ-CP ngày 06 tháng 01 năm 2017 của Chính phủ.,Söê pôm yöê an lôêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh thoi ñei tôkan pôm lôêm rim sônaêm ñôêng roêng pieâu maêleêi biê ñei loi jônang peâng sônaêm ‘boi tôdrong lôêm Nghiê ñinh ksoâÊ khoâng minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh/NÑ-CP ‘naêr drôêu kheêi minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh ñôêng kôpal teh ñak
0021,Điều 2. Ủy ban nhân dân tỉnh có trách nhiệm tổ chức triển khai thực hiện Nghị quyết.,Ñieâu ‘baêl. UBND tinh ôêi tôdrong pôloêk pônhroh pôm Nghiê kueâÊt
0022,"Điều 3. Thường trực Hội đồng nhân dân tỉnh, các Ban của Hội đồng nhân dân tỉnh, Tổ đại biểu Hội đồng nhân dân tỉnh và đại biểu Hội đồng nhân dân tỉnh kiểm tra, giám sát việc thực hiện Nghị quyết.","Ñieâu peâng. Thöông trök HÑND tinh, rim ‘Ban ñôêng HÑND tinh, Toâ ñai ‘bieâu HÑND tinh oeêng ñai ‘bieâu HÑND tinh ngoê hnheêi tôdrong pôm Nghiê kueâÊt"
0023,Nghị quyết này đã được Hội đồng nhân dân tỉnh Bình Định Khóa XII Kỳ họp thứ 8 thông qua ngày 07 tháng 12 năm 2018 và có hiệu lực từ ngày 01 tháng 01 năm 2019./.,Nghiê kueâÊt anu jôh ñei HÑND tinh ‘Binh Ñinh khoêa minh jiêt ‘baêl maêng hoêp maêng maê tôhngam thoâng kua ‘naêr tôpôêh kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam oeêng ôêi hieâu löêk ñôêng ‘naêr minh kheêi minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh./.
