ID,Tiếng Việt,Tiếng BaNa
13,"Điều 3. Chánh Văn phòng UBND tỉnh, Giám đốc Sở Nông nghiệp và Phát triển nông thôn, Sở Tài chính, Giám đốc Kho bạc Nhà nước tỉnh, Chỉ huy Trưởng Bộ Chỉ huy Quân sự tỉnh, Chỉ huy Trưởng Bộ Chỉ huy Bộ đội Biên phòng tỉnh,","Ñieâu peâng. Chaênh Vaên phong UBND tinh, Giam ñoâk Sô Noâng nghieâp oeêng pôjing cham pôlei, Sô Tai chiênh, Giam ñoâk kho ‘bak kôpal tinh, Chi huy tröông ‘Boâ chi huy Kuaân sö tinh, Chi huy tröông ‘Boâ chi huy ‘Boâ ñoâi ‘Bieân phong tinh"
14,"Chủ tịch UBND các huyện, thành phố ven biển, Chi cục Trưởng Chi cục Khai thác và Bảo vệ nguồn lợi thủy sản, Thủ trưởng các cơ quan liên quan chịu trách nhiệm thi hành Quyết định này kể từ ngày ký./","Chu tich UBND rim hueân, thanh phoâÊ jeâÊ ñak tôsiê, Chi kuêk tröông chi kuêk khai thak oeêng jö vei nguoân lôi thuy san, Pôgôl rim kô kuan lieân kuan ôêi tôdrong pôm KueâÊt ñinh anu khan ñôêng ‘naêr kyê./."
15,"Hướng dẫn thực hiện một số chính sách khuyến khích, hỗ trợ khai thác, nuôi trồng hải sản và dịch vụ khai thác hải sản trên các vùng biển xa theo Quyết định số 48/2010/QĐ-TTg của Thủ tướng Chính phủ trên địa bàn tỉnh Bình Định","Pôtho khan pôm minh ksoâÊ tôdrong khueâÊn khiêch, tôguêm khai thak, rong pôtaêm hai san oeêng jiêt vuê khai thak hai san lôêm rim apung ñak tôsiê hloê ‘boi KueâÊt ñinh ksoâÊ puoân jiêt tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/QÑ-TTg ñôêng Thu töôêng kôpal teh ñak lôêm tôring tinh ‘Binh Ñinh"
16,(Ban hành kèm theo Quyết định số 2240/QĐ-CTUBNDngày 05/10/2011 của Chủ tịch UBND tỉnh),(AÊn leêch pôteêp adriêng KueâÊt ñinh ksoâÊ ‘baêl ‘baêl puoân khoâng/QÑ-CTUBND ‘naêr pôñaêm kheêi minh jiêt sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt minh ñôêng CTUBND tinh)
17,Thực hiện Quyết định số 48/2010/QĐ-TTg ngày 13/7/2010 của Thủ tướng Chính phủ ,Pôm KueâÊt ñinh ksoâÊ puoân jiêt tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/QÑ-TTg ‘naêr minh jiêt peâng kheêi tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt ñôêng Thu töôêng kôpal teh ñak
18,"Về một số chính sách khuyến khích, hỗ trợ khai thác, nuôi trồng hải sản và dịch vụ khai thác hải sản trên các vùng biển xa","Lôêm minh ksoâÊ tôdrong khueâÊn khiêch, tôguêm khai thak, rong pôtaêm hai san oeng jiêt vuê khai thak hai san lôêm rim apung ñak tôsiê hloê"
19,"Và Thông tư số 11/2011/TTLT-BNN-BQP-BTC ngày 14/3/2011 của Bộ Nông nghiệp và PTNT, Bộ Quốc phòng, Bộ Tài chính hướng dẫn thực hiện Quyết định 48/2010/QĐ-TTg.","Oeêng Thoâng tö ksoâÊ minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt minh/TTLT-BNN-BQP-BTC ‘naêr minh jiêt puoân kheêi peâng sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt minh ñôêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei, ‘Boâ Kuoâc phong, ‘Boâ tai chiênh pôtho khan pôm KueâÊt ñinh ksoâÊ puoân jiêt tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/QÑ-TTg"
20,"Để thực hiện các chính sách khuyến khích, hỗ trợ ngư dân theo Quyết định số 48/2010/QĐ-TTg thống nhất trong toàn tỉnh và phù hợp với tình hình thực tế nghề cá của địa phương","Söê pôm rim tôdrong khueâÊn khiêch, tôguêm ngö yaân ‘boi KueâÊt ñinh ksoâÊ puoân jiêt tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/QÑ-TTg thoâÊng nhaâÊt lôêm tinh oeêng trô troê adriêng tôdrong thöêk teâÊ ngheâ ka ñôêng cham pôlei"
21,"Ủy ban nhân dân tỉnh ban hành hướng dẫn thực hiện một số chính sách khuyến khích, hỗ trợ khai thác, nuôi trồng hải sản và dịch vụ khai thác hải sản trên các vùng biển xa","UBND tinh aên leêch pôtho khan pôm minh ksoâÊ tôdrong khueâÊn khiêch, tôguêm khai thak, rong pôtaêm hai san oeêng jiêt vuê khai thak hai san lôêm rim apung ñak tôsiê hloê"
22,Theo Quyết định số 48/2010/QĐ-TTg của Thủ tướng Chính phủ trên địa bàn tỉnh Bình Định như sau:,‘Boi KueâÊt ñinh ksoâÊ puoân jiêt tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/QÑ-TTg ñôêng Thu töôêng kôpal teh ñak lôêm tôring tinh ‘Binh Ñinh in ñôêng roêng ôêu:
23,"Về đối tượng, phạm vi điều chỉnh, mức hỗ trợ","Lôêm ñoâÊi töông tôdrong tôplih, möêk tôguêm"
24,Thực hiện theo Quyết định số 48/2010/QĐ-TTg ngày 13/7/2010 của Thủ tướng Chính phủ,Pôm ‘boi KueâÊt ñinh ksoâÊ puoân jiêt tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/QÑ-TTg ‘naêr minh jiêt peâng kheêi tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt ñôêng Thu töôêng kôpal teh ñak
25,"Về một số chính sách khuyến khích, hỗ trợ khai thác, nuôi trồng hải sản và dịch vụ khai thác trên các vùng biển xa","Lôêm minh ksoâÊ tôdrong khueâÊn khiêch, tôguêm khai thak, rong pôtaêm hai san oeêng jiêt vuê khai thak lôêm rim apung ñak tôsiê hloê"
26,"Và Thông tư liên tịch số 11/2011/TTLT-BNN-BQP-BTC ngày 14/3/2011 của Liên Bộ Nông nghiệp và PTNT, Bộ Quốc phòng và Bộ Tài chính","Oeêng Thoâng tö lieân tich ksoâÊ minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt minh/TTLT-BNN-CQP-BTC ‘naêr minh jiêt puoân kheêi peâng sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt minh ñôêng Lieân ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei, ‘Boâ Kuoâc phong oeêng ‘Boâ Tai chiênh"
27,Hướng dẫn thực hiện Quyết định số 48/2010/QĐ-TTg ngày 13/7/2010 của Thủ tướng Chính phủ.,Pôtho khan pôm KueâÊt ñinh ksoâÊ puoân jiêt tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/QÑ-TTg ‘naêr minh jiêt peâng kheêi tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt ñôêng Thu töôêng kôpal teh ñak
28,Về trình tự hỗ trợ,Lôêm tôdrong tôguêm
29,"Tổ chức, cá nhân và hộ gia đình (sau đây gọi là chủ tàu cá) có tàu khai thác hoặc dịch vụ khai thác hải sản ở vùng biển xa","Toâ chöêk, kôdih ôkôêu oeêng uênh hnam (ñôêng roêng ôêu krao la chu tau ka) ôêi tau khai thak oeêng jiêt vuê khai thak hai san oei apung ñak tôsiê hloê"
30,Làm đơn đăng ký tàu cá thường xuyên khai thác dịch vụ khai thác dịch vụ hải sản trên các vùng biển xa gửi Chi cục Khai thác và Bảo vệ nguồn lợi Thủy sản (qua các Trạm BVNL thủy sản huyện; ,Pôm hla ñaêng kyê tau ka deêch khai thak jiêt vuê hai san lôêm rim apung ñak tôsiê hloê göi Chi kuêk khai thak oeêng jö vei nguoân lôi thuy san (kua rim Tram jö vei nguoân lôi thuy san hueân;
31,"Riêng các chủ tàu cá có hộ khẩu thường trú tại thành phố Quy Nhơn, nộp trực tiếp tại Chi cục Khai thác và Bảo vệ nguồn lợi Thủy sản).","Kôdih rim chu tau ka ôêi hoâ khôu thöông truê dônoê thanh phoâÊ Quy Nhôn, noâp tröêk tieâp aên Chi kuêk khai thak oeêng jö vei nguoân lôi thuy san)"
32,Chi cục Khai thác và Bảo vệ nguồn lợi Thủy sản xem xét và tổng hợp danh sách báo cáo Sở Nông nghiệp và PTNT trình UBND tỉnh,Chi kuêk khai thak oeêng jö vei nguoân lôi thuy san ngoê hnheêi oeêng toâng hôêp yanh sach pôtho khan Sô Noâng nghieâp oeêng pôjing cham pôlei trinh UBND tinh
33,Phê duyệt danh sách các tàu cá đủ điều kiện tham gia khai thác hoặc dịch vụ khai thác hải sản trên các vùng biển xa.,Pheâ jueâÊt yanh sach rim tau ka duh tôdrong adiêng pôm khai thak thoi jiêt vuê khai thak hai san lôêm rim apung ñak tôsiê hloê
34,"Chủ tàu cá sau khi kết thúc chuyến biển, hoàn thành việc mua bảo hiểm thân tàu, mua bảo hiểm thuyền viên, mua máy thông tin liên lạc tầm xa sóng HF tầm xa, có tích hợp thiết bị định vị vệ tinh (GPS);","Chu tau ka ñôêng roêng atuêch maêng naêm ñak tôsiê, keh kong tôdrong ruoât ‘bao hieâm ôkôêu tau, ruoât ‘bao hieâm thueân vieân, ruoât maêy thoâng tin lieân lak taâm soêng HF tôdrong hloê, ôêi tiêch hôêp thieât ‘bi ñinh vi veâ tinh (GPS);"
35,"Bị bắt giữ, giam giữ, tịch thu tàu; bị đâm hư hỏng, chìm mất tàu hoặc sau khi tổ chức xong phương án nuôi trồng hải sản tại các vùng biển xa, lập hồ sơ đề nghị hỗ trợ theo quy định.","‘Bi roâp, jam jö, tich thu tau, ‘bi ñaâm hö hong, chim hioêng tau thoi ñôêng roêng pôloêk keh tôdrong rong pôtaêm hai san lôêm rim apung ñak tôsiê hloê, pôm hoâ sô pôtho khan tôguêm ‘boi kuy ñinh"
36,"Sau khi lập hồ sơ đề nghị hỗ trợ, chủ tàu cá nộp hồ sơ tại Trạm BVNL thủy sản huyện trực thuộc Chi cục Khai thác và Bảo vệ nguồn lợi Thủy sản","Ñôêng roêng pôm hoâ sô pôtho khan tôguêm, chu tau ka noâp hoâ sô dônoê Tram jö vei nguoân lôi thuy san hueân tröêk thuoâÊk Chi kuêk khai thak oeêng jö vei nguoân lôi thuy san"
37,"(Đối với chủ tàu cá có hộ khẩu thường trú tại thành phố Quy Nhơn, nộp trực tiếp tại Chi cục Khai thác và Bảo vệ nguồn lợi Thủy sản).","(Adriêng chu tau ka ôêi hoâ khôu thöông truê dônoê thanh phoâÊ Quy Nhôn, noâp tröêk tieâp aên Chi kuêk khai thak oeêng jö vei nguoân lôi thuy san)"
38,"Trạm BVNLTS huyện, Chi cục Khai thác và Bảo vệ nguồn lợi Thủy sản gửi danh sách tàu cá đề nghị hỗ trợ của ngư dân về UBND xã (phường) ven biển, Đồn Biên phòng địa bàn. ","Tram jö vei nguoân lôi thuy san hueân, Chi kuêk khai thak oeêng jö vei nguoân lôi thuy san göi yanh sach tau ka pôtho khan tôguêm ñôêng naê ma aên UBND xa (phöông) jeâÊ ñak tôsiê, Ñoân ‘bieân phong tôring."
39,"UBND xã (phường) thông báo công khai danh sách tàu cá đề nghị hỗ trợ tại trụ sở UBND xã, trụ sở thôn.","UBND xa (phöông) pôtho khan koâng khai yanh sach tau ka pôtho khan tôguêm dônoê tru sô UBND xa, tru sô thoân"
40,"Không quá 10 ngày (kể từ ngày các Trạm BVNLTS huyện, Chi cục Khai thác và Bảo vệ nguồn lợi Thủy sản gửi danh sách)","Biê loi minh jiêt ‘naêr (khan ñôêng ‘naêr rim Tram jö vei nguoân lôi thuy san hueân, Chi kuêk khai thak oeêng jö vei nguoân lôi thuy san göi yanh sach)"
41,"UBND xã (phường) rà soát, phản hồi thông tin danh sách tàu cá đề nghị hỗ trợ bằng văn bản về UBND các huyện, UBND thành phố Quy Nhơn và Chi cục Khai thác và Bảo vệ nguồn lợi Thủy sản.","UBND xa (phöông) ra soat, pôtho khan thoâng tin yanh sach tau ka pôtho khan tôguêm ñôêng vaên ‘ban aên UBND rim hueân, UBND thanh phoâÊ Quy Nhôn oeêng Chi kuêk khai thak oeêng jö vei nguoân lôi thuy san"
42,"Sau thời gian trên, Tổ thẩm định tiến hành thẩm định hồ sơ tàu cá đề nghị hỗ trợ, báo cáo kết quả thẩm định về Sở Nông nghiệp và PTNT và Sở Tài chính.","Ñôêng roêng jônang ‘noh, Toâ thaâm ñinh pôm thaâm ñinh hoâ sô tau ka pôtho khan tôguêm, pôtho khan thu ‘yoêk thaâm ñinh aên Sô Noâng nghieâp oeêng pôjing cham pôlei oeêng Sô Tai chiênh"
43,"Sở Nông nghiệp và PTNT căn cứ kết quả thẩm định lập báo cáo trình UBND tỉnh xem xét, quyết định danh sách hỗ trợ cho ngư dân.","Sô Noâng nghieâp oeêng pôjing cham pôlei kaên köê thu ‘yoêk thaâm ñinh pôm ‘baêo kaêo trinh UBND tinh ngoê hnheêi, kueâÊt ñinh yanh sach tôguêm aên naê ma"
44,"Lập dự toán, phương thức cấp phát và thanh, quyết toán kinh phí thực hiện chính sách hỗ trợ cho ngư dân theo Quyết định số 48/2010/QĐ-TTg ngày 13/7/2010 của Thủ tướng Chính phủ","Pôm yöê toan, tôdrong kôêp phat oeêng thanh, kueâÊt toan jeân pôm tôdrong tôguêm aên naê ma ‘boi KueâÊt ñinh ksoâÊ puoân jiêt tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/QÑ-TTg ‘naêr minh jiêt peâng kheêi tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt ñôêng Thu töôêng kôpal teh ñak"
45,"Hàng năm khi lập dự toán ngân sách, căn cứ vào số lượng tàu cá đăng ký tham gia khai thác, dịch vụ khai thác hải sản trên các vùng biển xa","Rim sônaêm jônang pôm yöê toan ngaân sach, kaên köê tômöt ksoâÊ löông tau ka ñaêng kyê adriêng pôm khai thak, jiêt vuê khai thak hai san lôêm rim apung ñak tôsiê hloê"
46,Sở Nông nghiệp và PTNT xây dựng dự toán kinh phí thực hiện hỗ trợ chi tiết theo từng chính sách quy định tại Quyết định 48/2010/QĐ-TTg gửi Sở Tài chính.,Sô Noâng nghieâp oeêng pôjing cham pôlei pôm yöê toan kinh phiê pôm tôguêm chi tieÊât ‘boi rim tôdrong kuy ñinh lôêm KueâÊt ñinh ksoâÊ puoân jiêt tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/QÑ-TTg göi Sô Tai chiênh
47,Trên cơ sở xác định phần ngân sách địa phương,Lôêm kô sô pôtho khan phaân jeân cham pôlei
48,(phần kinh phí đảm bảo cho hoạt động của Ban Chỉ đạo và Tổ công tác thực hiện nhiệm vụ thẩm định hồ sơ đề nghị hỗ trợ của ngư dân) và phần ngân sách trung ương hỗ trợ,(Tôdrong jeân tômaên tôl aên tôdrong pôm ñôêng Khul pôgôl oeêng Toâ koâng tak pôm tôdrong thaâm ñinh hoâ sô pôtho khan tôguêm ñôêng naê ma) oeêng phaân jeân trung öông tôguêm
49,Sở Tài chính tổng hợp vào dự toán chi ngân sách địa phương báo cáo UBND tỉnh gửi Bộ Tài chính theo quy định của Luật Ngân sách Nhà nước.,Sô Tai chiênh toâng hôêp tômöt yöê toan chi ngaân sach cham pôlei pôtho khan UBND tinh göi ‘Boâ tai chiênh ‘boi tôdrong ñôêng Luaât ngaân sach kôpal
50,"Căn cứ dự toán ngân sách đã được Thủ tướng Chính phủ giao và phần ngân sách địa phương tự đảm bảo, Sở Tài chính chủ trì phối hợp với Sở Nông nghiệp và PTNT lập dự toán chi thực hiện chính sách theo Quyết định 48/2010/QĐ-TTg,","Kaên köê yöê toan ngaân sach jôh ñei Thu töôêng kôpal teh ñak pôjao oeêng phaân jeân cham pôlei kôdih tômaên tôl, Sô Tai chiênh pôgôl adriêng Sô Noâng nghieâp oeêng pôjing cham pôlei pôm yöê toan chi pôm chiênh sach ‘boi KueâÊt ñinh ksoâÊ puoân jiêt tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/QÑ-TTg"
51,"Trong đó xác định rõ phần ngân sách địa phương phải bố trí, phần ngân sách trung ương hỗ trợ, báo cáo UBND tỉnh trình Hội đồng nhân dân tỉnh theo quy định.","Lôêm ‘noh pôtho khan maê ro phaân jeân cham pôlei phai ‘boâÊ triê, phaân jeân trung öông tôguêm, pôtho khan UBND tinh trinh HÑND tinh ‘boi kuy ñinh"
52,"Phương thức cấp phát, hạch toán và quyết toán kinh phí hỗ trợ cho ngư dân thực hiện theo Hướng dẫn Liên ngành Sở Tài chính - Kho bạc Nhà nước tỉnh tại văn bản số 1374/HDLN-STC-KBNN ngày 12/7/2011.","Tôdrong kôêp phat, hoaêch toan oeêng kueâÊt toan jeân tôguêm aên naê ma pôm ‘boi HöôÊng yaân lieân nganh Sô Tai chiênh – Kho ‘bak kôpal tinh lôêm vaên ‘ban ksoâÊ minh peâng tôpôêh puoân/HDLN-STC-KBNN ‘naêr minh jiêt ‘baêl kheêi tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt minh"
53,Tổ chức thực hiện,Pôloêk pôm
54,"Sở Nông nghiệp và Phát triển nông thôn là cơ quan chủ trì, phối hợp với các sở, ngành liên quan tham mưu UBND tỉnh","Sô Noâng nghieâp oeêng pôjing cham pôlei la kô kuan pôgôl, adriêng rim sô, nganh lieân kuan pôñam ‘bôl ñon UBND tinh"
55,"Chỉ đạo hướng dẫn, tổ chức thực hiện và kiểm tra giám sát toàn bộ việc thực hiện chính sách hỗ trợ cho ngư dân theo đúng quy định tại Quyết định số 48/2010/QĐ-TTg của Thủ tướng Chính phủ.","Pôgôl pôtho khan, pôloêk pôm oeêng ngoê hnheêi ñiê ñaêng tôdrong pôm tôdrong tôguêm aên naê ma ‘boi trô troê tôdrong lôêm KueâÊt ñinh ksoâÊ puoân jiêt tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/QÑ-TTg ñôêng Thu töôêng kôpal teh ñak"
56,"Phối hợp UBND các huyện, thành phố ven biển, Bộ chỉ huy Bộ đội Biên phòng tỉnh hướng dẫn cụ thể cho ngư dân về nội dung chính sách và các thủ tục hỗ trợ","Adriêng UBND rim hueân, thanh phoÊâ jeâÊ ñak tôsiê, ‘Boâ chi huy ‘Boâ ñoâi ‘bieân phong tinh pôtho khan kuê theâ aên naê ma lôêm noâi jung chinh sach oeêng rim tôdrong tôguêm"
57,"Theo Quyết định số 48/2010/QĐ-TTg cuarThủ tướng Chính phủ và Thông tư liên tịch số 11/2011/TTLT-BNN-BQP-BTC của Bộ Nông nghiệp và PTNT, Bộ Quốc phòng, Bộ Tài chính hướng dẫn thực hiện Quyết định 48/2010/QĐ-TTg.","‘Boi KueâÊt ñinh ksoâÊ puoân jiêt tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/QÑ-TTg ñôêng Thu töôêng kôpal teh ñak oeêng Thoâng tö lieân tich ksoâÊ minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt minh/TTLT-BNN-BQP-BTC ñôêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei, ‘Boâ Kuoâc phong, ‘Boâ Tai chiênh pôtho khan pôm KueâÊt ñinh ksoâÊ puoân jiêt tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/QÑ-TTg"
58,"Chỉ đạo Chi cục Khai thác và Bảo vệ nguồn lợi Thủy sản tổng hợp danh sách tàu cá đăng ký tham gia thường xuyên khai thác, dịch vụ khai thác hải sản trên các vùng biển xa","Pôgôl Chi kuêk khai thak oeêng jö vei nguoân lôi thuy san toâng hôêp yanh sach tau ka ñaêng kyê adriêng pôm deêch khai thak, jiêt vuê khai thak hai san lôêm rim apung ñak tôsiê hloê"
59,Có đủ điều kiện để báo cáo Sở Nông nghiệp và PTNT trình UBND tỉnh phê duyệt.,ÔÊi duh tôdrong söê pôtho khan Sô Noâng nghieâp oeêng pôjing cham pôlei trinh UBND tinh pheâ jueâÊt
60,"Phối hợp với các cơ quan, đơn vị chuyên ngành kỹ thuật tham gia hướng dẫn cho ngư dân","Adriêng rim kô kuan, ñôn viê chueân nganh ky thuaât adriêng pôm pôtho khan aên naê ma"
61,"Về các yêu cầu kỹ thuật của máy thông tin liên lạc sóng HF tầm xa có tích hợp thiết bị định vị vệ tinh (GPS) để ngư dân mua sắm, lắp đặt và sử dụng.","Lôêm rim tôdrong ky thuaât ñôêng maêy thoâng tin lieân lac soêng HF tôdrong hloê ôêi tiêch hôêp thieât ‘bi ñinh vi veâ tinh (GPS) söê naê ma ruoât, laêp ñaêt oeêng chaê yuoâ"
62,"Chỉ đạo việc tiếp nhận hồ sơ, tổ chức thẩm định và báo cáo trình UBND tỉnh phê duyệt theo quy định.","Pôgôl tôdrong tieâÊp ‘yoêk hoâ sô, pôloêk thaâm ñinh oeêng pôtho khan trinh UBND tinh pheâ jueâÊt ‘boi kuy ñinh"
63,"Chủ trì, phối hợp với Sở Tài chính xây dựng dự toán kinh phí thực hiện chính sách hỗ theo quy định tại Quyết định 48/2010/QĐ-TTg và thực hiện chế độ báo cáo theo quy định.","Pôgôl, adriêng Sô Tai chiênh pôm yöê toan jeân pôm tôdrong tôguêm ‘boi tôdrong lôêm KueâÊt ñinh ksoâÊ puoân jiêt tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/QÑ-TTg oeêng pôm tôdrong pôtho khan ‘boi kuy ñinh"
64,Sở Tài chính phối hợp với Sở Nông nghiệp và PTNT xây dựng dự toán kinh phí thực hiện chính sách hỗ trợ theo quy định tại Quyết định 48/2010/QĐ-TTg,Sô Tai chiênh adriêng Sô Noâng nghieâp oeêng pôjing cham pôlei pôm yöê toan jeân pôm tôdrong tôguêm ‘boi tôdrong lôêm KueâÊt ñinh ksoâÊ puoân jiêt tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/QÑ-TTg
65,"Gửi UBND tỉnh báo cáo Bộ Tài chính, Bộ Nông nghiệp và PTNT tổng hợp trình Thủ tướng Chính phủ xem xét, quyết định.","Göi UBND tinh pôtho khan ‘Boâ Tai chiênh, ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei toâng hôêp trinh Thu töôêng kôpal teh ñak ngoê hnheêi, kueâÊt ñinh"
66,Phối hợp với Sở Nông nghiệp và PTNT tổ chức thẩm định và báo cáo kết quả thẩm định để trình UBND tỉnh ra quyết định hỗ trợ ngư dân.,Adriêng Sô Noâng nghieâp oeêng pôjing cham pôlei pôloêk thaâm ñinh oeêng pôtho khan thu ‘yoêk thaâm ñinh söê trinh UBND tinh leêch kueâÊt ñinh tôguêm naê ma
