ID,Tiếng Việt,Tiếng BaNa
0036,"Phần II Hiện trạng sản xuất, phát triển cây trồng, vật nuôi và những sản phẩm có lợi thế phát triển vùng đồng bào dân tộc thiểu số giai đoạn 2011 - 2016","Phaân ‘baêl: Tôdrong choh jang, pôjing ‘long pôtaêm, xem rong oeêng rim san phaâm ôêi tôdrong pôjing apung naê ma kon koâng jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt minh – ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu"
0037,Điều kiện tự nhiên kinh tế - xã hội,Tôdrong kôdrieâng kinh teâÊ xa hoâi
0038,Điều kiện tự nhiên,Tôdrong kôdrieâng
0039,Vị trí địa lý.,Viê triê ñia lyê.
0040,Các đặc điểm về điều kiện tự nhiên: Khí hậu; địa hình; thổ nhưỡng; thủy văn và tài nguyên nước.,"Rim tôdrong lôêm tôdrong kôdrieâng: khiê hôêu, ñia hinh, jing teh, thuy vaên oeêng tai ngueân ñak"
0041,Thực trạng kinh tế - xã hôi vùng đồng bào dân tộc thiểu số,Tôdrong kinh teâÊ xa hoâi apung naê ma kon koâng
0042,Dân số; đời sống; trình độ dân trí của nhân dân khu vực lập Đề án;,Yaân soâÊ; tôdrong yaêl arih; trinh ñoâ yaân triê ñôêng kon tôring apung pôm Ñeâ an
0043,"Lao động, việc làm;","Lao ñoâng, tôdrong pôm"
0044,"Tập quán sản xuất nông nghiệp (trồng trọt, chăn nuôi);","Tôdrong choh jang noâng nghieâp (pôtaêm ‘long, kiêa rong)"
0045,Cơ sở hạ tầng phục vụ cho sản xuất nông nghiệp;,Kô sô ha taâng tôguêm aên choh jang noâng nghieâp
0046,Công tác quy hoạch nuôi trồng các sản phẩm chủ yếu của các huyện miền núi trong lĩnh vực trồng trọt và chăn nuôi;,Tôdrong kuy hoach rong pôtaêm rim san phaâm pôgloh ñôêng hueân apung koâng lôêm tôdrong pôtaêm ‘long oeêng kiêa rong
0047,"Tình hình tiêu thụ sản phẩm nông lâm sản (cây trồng, vật nuôi).","Tôdrong tieâu thu san phaâm noâng laâm san (‘long pôtaêm, xem rong)"
0048,Hiện trạng sử dụng đất khu vực đong bào dân tộc thiểu số,Tôdrong chaê yuoâ teh apung naê ma kon koâng
0049,Đất nông nghiệp :,The noâng nghieâp:
0050,Đất trồng trọt;,Teh pôtaêm ‘long
0051,Đất chăn nuôi;,Teh kiêa rong
0052,Đất thủy sản;,Teh thuy san
0053,Đất lâm nghiệp.,Teh laâm nghieâp
0054,Đất phi nông nghiệp.,Teh phi noâng nghieâp
0055,Đất chưa sử dụng.,Teh ñim chaê yuoâ
0056,"Hiện trạng sản xuất, phát triển cây trồng, vật nuôi và những sản phẩm đặc sản","Tôdrong choh jang, pôjing ‘long pôtaêm, xem rong oeêng rim san phaâm ñaêk san"
0057,Trồng trọt,Pôtaêm ‘long
0058,Chăn nuôi,Kiêa rong
0059,Lâm nghiệp,Laâm nghieâp
0060,Sản phẩm đặc sản,San phaâm ñaêk san
0061,"Chế biến, tiêu thụ sản phẩm nông lâm sản","CheâÊ ‘bieâÊn, tieâu thu san phaâm noâng laâm san"
0062,Đánh giá chung,Pôtho khan adriêng
0063,"Đánh giá hiện trạng phát triển cây trồng, vật nuôi và các sản phẩm đặc sản","Pôtho khan tôdrong pôjing ‘long pôtaêm, xem rong oeêng rim san phaâm ñaêk san"
0064,"Về phát triển, cây trồng nông lâm nghiệp","Lôêm pôjing, ‘long pôtaêm noâng laâm nghieâp"
0065,Ưu điểm;,Öu ñieâm
0066,Hạn chế và nguyên nhân.,Han cheâÊ oeêng ngueân nhaân
0067,Về phát triển vật nuôi,Lôêm pôjing kiêa rong
0068,Ưu điểm;,Öu ñieâm
0069,Hạn chế và nguyên nhân.,Han cheâÊ oeêng ngueân nhaân
0070,Về những sản phẩm đặc sản,Lôêm rim san phaâm ñaêk san
0071,Ưu điểm;,Öu ñieâm
0072,Hạn chế và nguyên nhân,Han cheâÊ oeêng ngueân nhaân
0073,"Đánh giá lợi thế, dự báo tiềm năng phát triển cây trồng, vật nuôi và các sản phăm đặc sản","Pôtho khan lôi theâÊ, pôtho khan tieâm naêng pôjing ‘long pôtaêm, xem rong oeêng rim san phaâm ñaêk san"
0074,Lâm sản: Tiêu thụ lâm sản và lâm sản ngoài gỗ; Chế biến lâm sản và lâm sản ngoài gỗ.,Laâm san: Tieâu thuê laâm san oeêng laâm san minh kôpah ‘long; cheÊâ ‘bieâÊn laâm san oeêng laâm san minh kôpah ‘long
0075,Nông sản: Chế biến nông sản; Tiêu thụ nông sản.,"Noâng san: CheâÊ ‘bieâÊn noâng san, tieâu thuê noâng san"
0076,Vật nuôi: Chế biến sản phẩm vật nuôi; Tiêu thụ sản phẩm vật nuôi.,Xem rong: CheâÊ ‘bieâÊn san phaâm xem rong; tieâu thuê san phaâm xem rong
0077,Đặc sản: Chế biến sản phẩm đặc sản; Tiêu thụ sản phẩm đặc sản.,Ñaêk san: CheâÊ ‘bieâÊn san phaâm ñaêk san; tieâu thuê san phaâm ñaêk san
0078,"Phần III Quan điểm, mục tiêu, nhiệm vụ và giải pháp phát triển cây trồng, vật nuôi và sản phẩm đặc sản giai đoạn 2017 - 2020 và đến 2025","Phaân peâng: kuan ñieâm, muêk tieâu, nhieâm vuê oeêng tôdrong pôjing ‘long pôtaêm, xem rong oeêng san phaâm ñaêk san jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt oeêng truh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt pôñaêm"
0079,Quan điểm,Kuan ñieâm
0080,Mục tiêu,Muêk tieâu
0081,Mục tiêu tổng quát,Muêk tieâu toâng quat
0082,Mục tiêu cụ thể,Muêk tieâu kuê theâ
0083,Về phát triển cây trồng, Lôêm pôjing ‘long pôtaêm
0084,Về phát triển vật nuôi;,Lôêm pôjing xem rong
0085,Về sản phẩm đặc sản.,Lôêm san phaâm ñaêk san
0086,"Nhiệm vụ phát triển cây trồng, vật nuôi và các sản phẩm đặc sản giai đoạn 2017 - 2020 và đến năm 2025","Tôdrong pôjing ‘long pôtaêm, xem rong oeêng rim san phaâm ñaêk san jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt oeêng truh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt pôñaêm"
0087,"Định hướng bảo tồn, phát triển về cây trồng","Tôdrong jö vei, pôjing lôêm ‘long pôtaêm"
0088,Phương hướng và mục tiêu phát triển;,Phöông höôêng oeêng tôdrong pôjing
0089,"Xác định các loại cây trồng phù hợp với điều kiện đất đai, khí hậu của từng khu vực và mang lại hiệu quả kinh tế cao;","Xac ñinh rim loai ‘long pôtaêm trô troê adriêng tôdrong teh, pleênh ñôêng rim apung oeêng cheêp aên thu ‘yoêk kinh teâÊ deâh"
0090,"Qui mô, diện tích quy hoạch phát triển cây trồng.","Kuy moâ, chñeh teh kuy hoach pôjing ‘long pôtaêm"
0091,Định hướng phát triển về vật nuôi,Tôdrong pôjing lôêm xem rong
0092,Phương hướng và mục tiêu phát triển;,Phöông höôêng oeêng tôdrong pôjing
0093,Xác định các loại vật nuôi phù hợp với điều kiện của từng khu vực và mang lại hiệu quả kinh tế cao;,Xac ñinh rim loai xem rong trô troê adriêng tôdrong ñôêng rim apung oeêng cheêp aên thu ‘yoêk kinh teâÊ deâh
0094,"Qui mô, diện tích quy hoạch phát triển chăn nuôi.","Kuy moâ, chñeh teh kuy hoach pôjing kiêa rong"
0095,Định hướng phát triển về những sản phẩm đặc sản,Tôdrong pôjing lôêm rim san phaâm ñaêk san
0096,Phương hướng và mục tiêu phát triển;,Phöông höôêng oeêng tôdrong pôjing
0097,Xác định những sản phẩm đặc sản của từng khu vực mang lại hiệu quả kinh tế cao.,Xac ñinh rim san phaâm ñaêk san ñôêng rim apung cheêp aên thu ‘yoêk kinh teâÊ deâh
0098,"Các chương trình, dự án ưu tiên thực hiện","Rim chöông trinh, yöê an öu tieân pôm"
0099,Các nhóm giải pháp chủ yếu,Rim nhoêm tôdrong pôgloh
0100,Nhóm giải pháp kinh tế - kỹ thuật;,Nhoêm tôdrong kinh teÊâ – ky thuaât
0101,"Nhóm giải pháp tổ chức sản xuất, quản lý sản xuất và đào tạo;","Nhoêm tôdrong pôloêk choh jang, ngoê hnheêi choh jang oeêng ñao tao"
0102,Nhóm giải pháp về phòng chống dịch bệnh;,Nhoêm tôdrong lôêm phong dôêt jiêt jiê
0103,"Nhóm giải pháp về truyền thông, thương mại và chế biến sản phẩm;","Nhoêm tôdrong lôêm trueân thoâng, thöông mai oeêng cheâÊ ‘bieâÊn san phaâm"
0104,"Nhóm giải pháp về cơ chế, chính sách đầu tư, hỗ trợ;","Nhoêm tôdrong lôêm kô cheâÊ, tôdrong tôguêm"
0105,Giải pháp về vốn và huy động vốn.,Tôdrong lôêm jeân oeêng krao akoêm jeân
0106,Khái toán kinh phí thực hiện đề án,Khaêi toaên jeân pôm ñeâ an
0107,Tổng nhu cầu vốn,Pôting tôdrong waê jeân
0108,Trong đó:,Lôêm ‘noh:
0109,"Vốn thực hiện bảo tồn, phát triển cây lâm sản ngoài gỗ (đặc sản);","Jeân pôm jö vei, pôjing ‘long laâm san minh kôpah ‘long (ñaêk san)"
0110,Vốn thực hiện phát triển cây trồng;,Jeân pôm pôjing ‘long pôtaêm
0111,Vốn để thực hiện phát triển vật nuôi;,Jeân söê pôm pôjing xem rong
0112,Vốn để thực hiện phát triển những sản phẩm đặc sản.,Jeân söê pôm pôjing rim san phaâm ñaêk san
0113,Nguồn vốn thực hiện Đề án,Nguoân jeân pôm ñeâ an
0114,Dự kiến nguồn kinh phí thực hiện theo các năm,Pôtho khan nguoân jeân pôm ‘boi rim sônaêm
0115,Hiệu quả của đề án và khả năng xảy ra rủi ro trong quá trình thực hiện đề án,Thu ‘yoêk ñôêng ñeâ an oeêng tôdrong ôêi leêch rui ro lôêm jônang pôm ñeâ an
0116,Hiệu quả Của Đề án,Thu ‘yoêk ñôêng ñeâ an
0117, Hiệu quả về kinh tế;,Thu ‘yoêk lôêm kinh teâÊ
0118,Hiệu quả về xã hội;,Thu ‘yoêk lôêm xa hoâi
0119,Hiệu quả về môi trường.,Thu ‘yoêk lôêm moâi tröông
0120,Khả năng xảy ra rủi ro trong quá trình thực hiện Đề án,Tôdrong ôêi leêch rui ro lôêm jônang pôm ñeâ an
0121,Phần IV Tổ chức thực hiện,Phaân puoân: Pôloêk pôm
0122,Thành lập Ban Chỉ đạo;,Pôjing anao khul pôgôl
0123,Phân công nhiệm vụ.,Phaân koâng tôdrong pôm
