ID,Tiếng Việt,Tiếng BaNa
0017,"Kiểm tra điều kiện ATTP trong thịt tại các cơ sở giết mổ, sơ chế, bảo quản, tình trạng bơm nước vào heo, bò tại các lò mổ; ","Ngoê hnheêi tôdrong an toan ñoâ sa lôêm aseêch lôêm rim dônoê ‘bet pah, sô cheâÊ, jö vei, tôdrong ‘boâm ñak tômöt ‘nhuêng, lômo lôêm rim dônoê ‘bet pah"
0018,Giám sát dư lượng kháng sinh cấm và các chất độc hại tại vùng nuôi tôm đã thực hiện năm 2019;,Ngoê hnheêi jö löông khang sinh kôêm oeêng rim chaâÊt ñoÊâk hai lôêm apung rong yaê kôsoêng jôh pôm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh
0019,"Điều kiện an toàn thực phẩm tại hai cảng cá Quy Nhơn và Đề Gi bao gồm an toàn thực phẩm tàu cá, sản phẩm thủy sản sau khai thác, nước đá sử dụng bảo quản trên tàu, cơ sở vật tư tại cảng;","Tôdrong an toan ñoâ sa dônoê ‘baêl kang ka Quy Nhôn oeêng Ñeâ Gi thoi leê an toan ñoâ sa tau ka, san phaâm thuy san khai thak, ñak ñaê chaê yuoâ jö vei lôêm tau, kô sô vaât tö lôêm kang"
0020,"Việc sử dụng hóa chất, phụ gia trong sản phẩm đặc trưng của tỉnh, có mức độ rủi ro cao về ATTP.","Tôdrong chaê yuoâ hoêa chaât, phuê gia lôêm san phaâm ñaêk tröng ñôêng tinh, ôêi tôdrong rui ro deâh lôêm an toan ñoâ sa"
0021,"Ưu tiên nguồn lực để kiểm soát an toàn thực phẩm theo chuỗi đối với sản phẩm nông lâm thủy sản chủ lực, có mức độ rủi ro cao, đang có nhiều bức xúc về an toàn thực phẩm đạt 50%. Đồng thời hoàn thiện hệ thống truy xuất nguồn gốc, tem nhãn nhận diện.","Öu tieân nguoân löêk söê ngoê hnheêi an toan ñoâ sa ‘boi chuoâi adriêng san phaâm noâng laâm thuy san pôgloh, ôêi tôdrong rui ro deâh, atung ôêi lö tôdrong böêk xuêk lôêm an toan ñoâ sa ñat pôñaêm jiêt phaân traêm. Thoi ‘noh keh kong tôdrong truy xuaât nguoân tôm, tem nhan nhaân yieân"
0022,"Nâng cao năng lực về công tác quản lý chất lượng, ATTP nông lâm thủy sản và nghiệp vụ lấy mẫu cho cán bộ địa phương.","Poâk xuoân naêng löêk lôêm tôdrong ngoê hnheêi tôdrong thu ‘yoêk ñei, an toan ñoâ sa noâng laâm thuy san oeêng tôdrong ‘yoêk môu aên kang ‘boâ cham pôlei"
0023,"Tăng cường thanh tra, hậu kiểm, kiểm tra đột xuất, xử lý kịp thời, nghiêm túc các vi phạm về ATTP. thủy loại A, B tăng 1%, loại C được nâng hạng A/B tăng 5%; tỷ lệ các cơ sở nhỏ lẻ ký cam kết sản xuất thực phẩm an toàn tăng 10% so với năm 2019.","Kjung ngoê hnheêi, hôêu kieâm, ngoê hnheêi ñoât xuaât, xö lyê tôtam, tôpaê rim pôm glaêi lôêm an toan ñoâ sa, loai A, B kjung minh phaân traêm, loai C ñei poâk hang A/B kjung pôñaêm phaân traêm; ty leâ rim kô sô ken kyê cam keât choh jang ñoâ sa an toan kjung minh jiêt phaân traêm pôting adriêng sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh"
0024,Nội dung thực hiện,Tôdrong pôm
0025,Lĩnh vực Trồng trọt và Bảo vệ thực vật,Tôdrong pôtaêm ‘long oeêng jö vei ‘long pôtaêm
0026,"Giám sát xác suất dư lượng thuốc BVTV trong các sản phẩm (dưa leo, khổ qua, rau muống, ớt) trên địa bàn toàn tỉnh.","Ngoê hnheêi xac xuaât jö löông bôgang jö vei ‘long pôtaêm lôêm rim san phaâm (môkai ñak, khoâ kua, hla muoâÊng, amneê) lôêm tôring tinh"
0027,Kiểm soát ATTP trong vùng phụ cận của Dự án Rau an toàn.,Ngoê hnheêi an toan ñoâ sa lôêm apung phuê kaân ñôêng yöê an hla nheêm an toan
0028,Một số nhiệm vụ khác có liên quan.,Minh ksoâÊ tôdrong nai ôêi lieân kuan
0029,Thời gian triển khai: Từ tháng 4-12/2020.,Jônang pônhroh: Ñôêng kheêi puoân truh kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt
0030,Lĩnh vực Chăn nuôi và thú y,Tôdrong kiêa rong oeêng thuê y
0031,"Kiểm tra điều kiện ATTP trong thịt tại các cơ sở giết mổ, sơ chế, bảo quản.","Ngoê hnheêi tôdrong an toan ñoâ sa lôêm aseêch lôêm rim dônoê ‘bet pah, sô cheâÊ, jö vei"
0032,"Kiểm tra tình trạng bơm nước vào heo, bò tại các lò mổ.","Ngoê hnheêi tôdrong ‘boâm ñak tômöt ‘nhuêng, lômo lôêm rim dônoê ‘bet pah"
0033,Một số nhiệm vụ khác có liên quan.,Minh ksoâÊ tôdrong nai ôêi lieân kuan
0034,Thời gian triển khai: Từ tháng 5-12/2020.,Jônang pônhroh: Ñôêng kheêi pôñaêm truh kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt
0035,Lĩnh vực Thủy sản,Tôdrong thuy san
0036,Giám sát dư lượng kháng sinh cấm và các chất độc hại tại vùng nuôi đã thực hiện năm 2019.,Ngoê hnheêi jö löông khang sinh kôêm oeêng rim chaât ñoâÊk hai lôêm apung rong jôh pôm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh
0037,"Kiểm tra hóa chất, phụ gia bảo quản thủy sản sau khai thác.","Ngoê hnheêi hoêa chaât, phuê gia jö vei thuy san ñôêng roêng khai thak"
0038,"Công tác thanh tra, kiểm tra, hậu kiểm trên tàu cá, cảng cá.","Tôdrong ngoê hnheêi, haâu kieâm lôêm tau ka, kang ka"
0039,Một số nhiệm vụ khác có liên quan.,Minh ksoâÊ tôdrong nai ôêi lieân kuan
0040,Thời gian triển khai: Từ tháng 4-11/2020.,Jônang pônhroh: Ñôêng kheêi puoân truh kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt
0041,"Lĩnh vực sơ chế, chế biến, kinh doanh sản phẩm nông lâm thủy sản","Tôdrong sô cheâÊ, cheâÊ ‘bieâÊn, teêch bôdro san phaâm noâng laâm thuy san"
0042,Lựa chọn các sản phẩm để xác nhận an toàn theo chuỗi và giám sát định kỳ sản phẩm theo đúng quy định.,Chaê ‘yoêk rim san phaâm söê xac nhaân an toan ‘boi chuoâi oeêng ngoê hnheêi ñinh ky san phaâm ‘boi trô troê tôdrong
0043,"Nâng cao năng lực về công tác quản lý chất lượng, ATTP nông lâm thủy sản và nghiệp vụ lấy mẫu cho cán bộ địa phương.",Poâk xuoân naêng löêk lôêm tôdrong ngoê hnheêi tôdrong thu ‘yoêk ñei an toan ñoâ sa noâng laâm thuy san oeêng tôdrong ‘yoêk môêu aên kang ‘boâ cham pôlei
0044,"Hoàn thiện hệ thống truy xuất nguồn gốc, tem nhãn nhận diện cho một số sản phẩm chủ lực được xác nhận an toàn theo chuỗi.","Keh kong heâ thoâÊng truy xuaât nguoân tôm, tem nhan nhaân yieân aên minh ksoâÊ san phaâm pôgloh ñei pôtho khan an toan ‘boi chuoâi"
0045,"Thanh tra, kiểm tra, hậu kiểm; kiểm tra việc thực hiện nội dung cam kết ATTP của các cơ sở sản xuất kinh doanh nông lâm thủy sản;","Ngoê hnheêi, hôêu kieâm tôdrong pôm noâi jung cam keât an toan ñoâ sa ñôêng rim dônoê choh jang teêch bôdro noâng laâm thuy san"
0046,"Lấy mẫu giám sát, cảnh báo dư lượng kháng sinh cấm và các chất độc hại trong sản phẩm nông lâm thủy sản trên địa bàn tỉnh…","‘Yoêk môêu ngoê hnheêi, pôtho khan jö löông khang sinh kôêm oeêng rim chaât ñoâÊk hai lôêm san phaâm noâng laâm thuy san lôêm tôring tinh…"
0047,Một số nhiệm vụ khác có liên quan theo kế hoạch năm 2020 của Bộ Nông nghiệp và PTNT; nhiệm vụ thường xuyên theo chức năng nhiệm vụ được Tỉnh và Ngành giao.,Minh ksoâÊ tôdrong nai ôêi lieân kuan ‘boi glong pônhroh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt ñôêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei; tôdrong pôm deêch ‘boi tôdrong pôm ñei tinh oeêng nganh pôjao
0048,Thời gian triển khai: Trong năm 2020,Jônang pônhroh: Lôêm sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt
0049,"Công tác kiểm tra, chỉ đạo việc triển khai thực hiện Kế hoạch hành động bảo đảm an toàn thực phẩm trong lĩnh vực nông nghiệp; Tổng kết công tác quản lý chất lượng ATTP năm 2020 và triển khai nhiệm vụ năm 2021.","Tôdrong ngoê hnheêi, pôgôl tôdrong pônhroh glong pônhroh tôdrong tômaên tôl an toan ñoâ sa lôêm tôdrong noâng nghieâp; Toâng keât tôdrong ngoê hnheêi tôdrong thu ‘yoêk ñei an toan ñoâ sa sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt oeêng pônhroh tôdrong pôm sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt minh"
0050,Thời gian triển khai: Trong năm 2020.,Jônang pônhroh: Lôêm sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt
0051,"Nguồn kinh phí: Tổng kinh phí thực hiện năm 2020: 1.521.000.000 đồng (Một tỷ năm trăm hai mươi mốt triệu đồng), từ các nguồn kinh phí cụ thể như sau:","Nguoân jeân: Pôting jeân pôm sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt: Minh ty pôñaêm hrieâng ‘baêl jiêt minh trieâu ñoâng, ñôêng rim nguoân jeân kuê theâ in ñôêng roêng ôêu:"
0052,Nguồn ngân sách: 1.371.000.000 đồng (nguồn kinh phí thuộc Chương trình Mục tiêu Y tế - Dân số do Ngân sách TW bổ sung cho tỉnh năm 2020:,Nguoân ngaân sach: Minh ty peâng hrieâng tôpôêh jiêt minh trieâu ñoâng (nguoân jeân oei lôêm kôbraê Chöông trinh muêk tieâu Y teâÊ – Yaân soâ yua ngaân sach TW tôguêm aên tinh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt:
0053,"500.000.000 đồng; kinh phí “Đề án tăng cường năng lực QLCL an toàn thực phẩm nông lâm sản và thủy sản tỉnh Bình Định giai đoạn 2017 - 2020, định hướng đến năm 2030” của Ngân sách tỉnh năm 2020: 871.000.000 đồng).","Pôñaêm hrieâng trieâu ñoâng; jeân “Ñeâ an kjung tôdrong ngoê hnheêi tôdrong thu ‘yoêk ñei an toan ñoâ sa noâng laâm thuy san tinh ‘Binh Ñinh jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt, pôtho khan truh sônaêm ‘baêl ôbôêu khoâng hrieâng peâng jiêt” ñôêng ngaân sach tinh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt: Tôhngam hrieâng tôpôêh jiêt minh trieâu ñoâng)"
0054,Nguồn kinh phí lồng ghép từ dự án: 150.000.000 đồng (thuộc Dự án rau an toàn).,Nguoân jeân pôteêp ñôêng yöê an: Minh hrieâng pôñaêm jiêt trieâu ñoâng (Oei lôêm kôbraê yöê an hla nheêm an toan)
0055,Tổ chức thực hiện,Pôloêk pôm
0056,Sở Nông nghiệp và PTNT,Sô Noâng nghieâp oeêng pôjing cham pôlei
0057,"Chỉ đạo các đơn vị xây dựng kế hoạch triển khai theo đúng tiến độ, yêu cầu đề ra;",Pôgôl rim ñôn viê tôjung pôm glong pônhroh pônhroh ‘boi trô troê tôdrong aên leêch
0058,"Tăng cường phối hợp với các cơ quan, đơn vị có liên quan, UBND các huyện, thị xã, thành phố, Hội, đoàn thể, Báo Bình Định, Đài Phát thanh - Truyền hình tỉnh, các cơ quan thông tấn, báo chí…","Kjung adriêng rim kô kuan, ñôn viê ôêi lieân kuan, UBND rim hueân, thi xa, thanh phoâÊ, Hoâi, ñoan theâ, ‘Baêo ‘Binh Ñinh, Ñai phat thanh – Trueân hinh tinh, rim kô kuan thoâng taâÊn, ‘baêo chiê…"
0059,Triển khai có hiệu quả những nội dung Kế hoạch hành động bảo đảm an toàn thực phẩm trong lĩnh vực nông nghiệp năm 2020 trên địa bàn tỉnh Bình Định.,Pônhroh ôêi thu ‘yoêk rim noâi jung glong pônhroh tôdrong pôm tômaên tôl an toan ñoâ sa lôêm tôdrong noâng nghieâp sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt lôêm tôring tinh Binh Ñinh
0060,"Tổ chức công tác kiểm tra, chỉ đạo việc triển khai thực hiện Kế hoạch hành động bảo đảm an toàn thực phẩm trong lĩnh vực nông nghiệp;","Pôloêk tôdrong ngoê hnheêi, pôgôl tôdrong pônhroh pôm glong pônhroh tôdrong tômaên tôl an toan ñoâ sa lôêm tôdrong noâng nghieâp"
0061,Tổng kết công tác quản lý chất lượng ATTP năm 2020 và triển khai nhiệm vụ năm 2021.,Toâng keât tôdrong ngoê hnheêi tôdrong thu ‘yoêk ñei an toan ñoâ sa sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt oeêng pônhroh tôdrong pôm sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt minh
0062,"Các sở, ban, ngành, Hội, đoàn thể","Rim sô, ‘ban, nganh, hoâi ñoan theâ"
0063,"Trên cơ sở nhiệm vụ được phân công, chỉ đạo các đơn vị chuyên môn trực thuộc, phối hợp với Sở Nông nghiệp và PTNT","Lôêm tôdrong pôm ñei pôjao, pôgôl rim ñôn viê chueân moân tröêk thuoâk, adriêng Sô Noâng nghieâp oeêng pôjing cham pôlei"
0064,Triển khai Kế hoạch hành động bảo đảm an toàn thực phẩm trong lĩnh vực nông nghiệp năm 2020 trên địa bàn tỉnh đảm bảo đúng tiến độ và hiệu quả.,Pônhroh glong pônhroh tôdrong tômaên tôl an toan ñoâ sa lôêm tôdrong noâng nghieâp sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt lôêm tôring tinh tômaên tôl trô troê tôdrong oeêng thu ‘yoêk
0065,"UBND các huyện, thị xã, thành phố","UBND rim hueân, thi xa, thanh phoâÊ"
0066,Chủ động xây dựng và triển khai có hiệu quả Kế hoạch hành động bảo đảm an toàn thực phẩm trong lĩnh vực nông nghiệp và Quyết định số 45/2019/QĐ-UBND ngày 23/8/2019 của UBND tỉnh Bình Định ,Chu ñoâng tôjung pôm oeêng pônhroh ôêi thu ‘yoêk glong pônhroh tôdrong tômaên tôl an toan ñoâ sa lôêm tôdrong noâng nghieâp oeêng KueâÊt ñinh ksoâÊ puoân jiêt pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh/QÑ-UBND ‘naêr ‘baêl jiêt peâng kheêi tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh ñôêng UBND tinh ‘Binh Ñinh
0067,"Nhằm tạo những chuyển biến rõ nét về công tác quản lý chất lượng, ATTP nông lâm thủy sản tại địa phương.",Söê pôm rim tôdrong tôplih maê ro lôêm tôdrong ngoê hnheêi tôdrong thu ‘yoêk ñei an toan ñoâ sa noâng laâm thuy san lôêm cham pôlei
0068,"Chỉ đạo các phòng chuyên môn tại địa phương (phòng Nông nghiệp/Kinh tế…) chủ động tham mưu, phối hợp với các cơ quan chuyên môn cấp tỉnh","Pôgôl rim phong chueân moân lôêm rim cham pôlei (Phong noâng nghieâp/Kinh teâÊ…) chu ñoâng pôñam ‘bôl ñon, adriêng rim kô kuan chueân moân kôêp tinh"
0069,"Tăng cường hiệu quả công tác quản lý chất lượng, ATTP nông lâm thủy sản (đặc biệt là việc ký cam kết đảm bảo ATTP theo Thông tư số 17/2018/TT-BNNPTNT;",Kjung thu ‘yoêk tôdrong ngoê hnheêi tôdrong thu ‘yoêk ñei an toan ñoâ sa noâng laâm thuy san (pôgloh la tôdrong kyê cam keât tômaên tôl an toan ñoâ sa ‘boi Thoâng tö ksoâÊ minh jiêt tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam/TT-BNNPTNT
0070,Tuyên truyền vận động các cơ sở chấp hành đúng quy định của pháp luật về ATTP…).,Pôtho khan krao akoêm rim kô sô pôm trô troê tôdrong ñôêng phap luaât lôêm an toan ñoâ sa
0071,Chế độ thông tin báo cáo,Tôdrong thoâng tin pôtho khan
0072,"Các địa phương, đơn vị liên quan có trách nhiệm báo cáo định kỳ hàng tháng (trước ngày 15 hàng tháng) và báo cáo đột xuất khi có yêu cầu về UBND tỉnh thông qua Sở Nông nghiệp và PTNT để tổng hợp, báo cáo cấp trên theo quy định.","Rim cham pôlei, ñôn viê lieân kuan ôêi tôdrong pôtho khan ñinh ky rim khei (adrol ‘naêr minh jiêt pôñaêm rim kheêi) oeêng pôtho khan ñoât xuaât jônang ôêi tôdrong waê aên UBND tinh thoâng kua Sô Noâng nghieâp oeêng pôjing cham pôlei söê toâng hôp, pôtho khan kôêp kôpöng ‘boi tôdrong"
0073,"Trong quá trình triển khai thực hiện nếu có khó khăn, vướng mắc báo cáo về UBND tỉnh qua Sở Nông nghiệp và PTNT để tổng hợp, trình UBND tỉnh xem xét, quyết định./.","Lôêm jônang pônhroh pôm tôêng ôêi hrat tônap, tôdrong ammaêk pôtho khan aên UBND tinh thoâng kua Sô Noâng nghieâp oeêng pôjing cham pôlei söê toâng hôp, trinh UBND tinh ngoê hnheêi, kueâÊt ñinh./."
