Viet,Bahnar
"Để chủ động phòng tránh và đối phó với thiên tai trong năm 2020, giảm thiệt hại do thiên tai gây ra góp phần thực hiện thắng lợi nhiệm vụ phát triển kinh tế - xã hội của tỉnh, Chủ tịch UBND tỉnh yêu cầu Thủ trưởng các sở, ban, ngành, Chủ tịch UBND các huyện, thị xã, thành thị thực hiện các nhiệm vụ như sau","Sư chu đông phong dơ̆t weng ưng phŏ adrĭng thiên tai lơ̆m sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, tơjul hiong hiơ̆t yua thiên tai pơm lêch pơgŏp tơdrong pơm pơtih nưih tơdrong pơjing kinh tê̆ – sa hôi đơ̆ng tinh, Chu tich UBND tinh pơtho khan pơgơl rim sơ, 'ban, nganh, Chu tich UBND rim hŭn, thi Sa, thanh phô̆ pơm rim tơdrong in đưng rŏng ơ̆u"
"Để chủ động phòng tránh và đối phó với thiên tai trong năm 2020, giảm thiệt hại do thiên tai gây ra góp phần thực hiện thắng lợi nhiệm vụ phát triển kinh tế - xã hội của tỉnh, Chủ tịch UBND tỉnh yêu cầu Thủ trưởng các sở, ban, ngành, Chủ tịch UBND các huyện, thị xã, thành phố thực hiện các nhiệm vụ như sau","Sư chu đông phong dơ̆t weng ưng phŏ adrĭng thiên tai lơ̆m sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, tơjul hiong hiơ̆t yua thiên tai pơm lêch pơgŏp tơdrong pơm pơtih nưih tơdrong pơjing kinh tê̆ – sa hôi đơ̆ng tinh, Chu tich UBND tinh pơtho khan pơgơl rim sơ, 'ban, nganh, Chu tich UBND rim hŭn, thi Sa, thanh phô̆ pơm rim tơdrong in đưng rŏng ơ̆u"
"Tổ chức tổng kết, đánh giá, rút kinh nghiệm về công tác chỉ đạo phòng, chống thiên tai và tìm kiếm cứu nạn (PCTT và TKCN) năm 2019, trên cơ sở đó xây dựng nhiệm vụ năm 2020 sát với tình hình thực tế, đặc điểm của từng đơn vị, địa phương. Kiện toàn Ban Chỉ huy PCTT và TKCN các cấp, các sở ngành","Pơlŏk tông kê̆t, pơtho khan, 'yŏk kinh nghiêm lơ̆m tơdrong pơgơl phong, dơ̆t thiên tai weng chă kưu nan (phong, dơ̆t thiên tai weng chă kưu nan) sơnăm 'băl ơbơ̆u không hriêng minh jĭt tơxĭnh, lơ̆m tơdrong 'noh tơjung pơm tơdrong pơm sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt jê̆ adrĭng tơdrong thưk tê̆, tơdrong đơ̆ng rim đơn vĭ, cham pơlĕi. Kiên toan Khul pơgơl phong dơ̆t thiên tai weng chă kưu nan rim kơ̆p, rim sơ nganh"
"Tổ chức tổng kết, đánh giá, rút kinh nghiệm về công tác chỉ đạo phòng, chống thiên tai và tìm kiếm cứu nạn (PCTT và TKCN) năm 2019, trên cơ sở đấy xây dựng nhiệm vụ năm 2020 trung thành với tình hình thực tế, đặc điểm của ngần đơn vị, địa phương. Kiện toàn Ban Chỉ huy PCTT và TKCN các cấp, các sở ngành","Pơlŏk tông kê̆t, pơtho khan, 'yŏk kinh nghiêm lơ̆m tơdrong pơgơl phong, dơ̆t thiên tai weng chă kưu nan (phong, dơ̆t thiên tai weng chă kưu nan) sơnăm 'băl ơbơ̆u không hriêng minh jĭt tơxĭnh, lơ̆m tơdrong 'noh tơjung pơm tơdrong pơm sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt jê̆ adrĭng tơdrong thưk tê̆, tơdrong đơ̆ng rim đơn vĭ, cham pơlĕi. Kiên toan Khul pơgơl phong dơ̆t thiên tai weng chă kưu nan rim kơ̆p, rim sơ nganh"
"Tổ chức tổng kết, đánh giá, rút kinh nghiệm về công tác chỉ đạo phòng, chống thiên tai và tìm kiếm cứu nạn (PCTT và TKCN) năm 2019, trên cơ sở đấy xây dựng nhiệm vụ năm 2020 sát với tình hình thực tế, đặc thù của từng đơn vị, địa phương. Kiện toàn Ban Chỉ huy PCTT và TKCN các cấp, các sở ngành","Pơlŏk tông kê̆t, pơtho khan, 'yŏk kinh nghiêm lơ̆m tơdrong pơgơl phong, dơ̆t thiên tai weng chă kưu nan (phong, dơ̆t thiên tai weng chă kưu nan) sơnăm 'băl ơbơ̆u không hriêng minh jĭt tơxĭnh, lơ̆m tơdrong 'noh tơjung pơm tơdrong pơm sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt jê̆ adrĭng tơdrong thưk tê̆, tơdrong đơ̆ng rim đơn vĭ, cham pơlĕi. Kiên toan Khul pơgơl phong dơ̆t thiên tai weng chă kưu nan rim kơ̆p, rim sơ nganh"
"Tổ chức tổng kết, đánh giá, rút kinh nghiệm về công tác chỉ đạo phòng, chống thiên tai và tìm kiếm cứu nạn (PCTT và TKCN) năm 2019, trên cơ sở đấy xây dựng nhiệm vụ năm 2020 trung thành với tình hình thực tế, đặc thù của ngần đơn vị, địa phương. Kiện toàn Ban Chỉ huy PCTT và TKCN các cấp, các sở ngành","Pơlŏk tông kê̆t, pơtho khan, 'yŏk kinh nghiêm lơ̆m tơdrong pơgơl phong, dơ̆t thiên tai weng chă kưu nan (phong, dơ̆t thiên tai weng chă kưu nan) sơnăm 'băl ơbơ̆u không hriêng minh jĭt tơxĭnh, lơ̆m tơdrong 'noh tơjung pơm tơdrong pơm sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt jê̆ adrĭng tơdrong thưk tê̆, tơdrong đơ̆ng rim đơn vĭ, cham pơlĕi. Kiên toan Khul pơgơl phong dơ̆t thiên tai weng chă kưu nan rim kơ̆p, rim sơ nganh"
"Tổ chức tổng kết, đánh giá, rút kinh nghiệm về công tác chỉ đạo phòng, chống thiên tai và tìm kiếm cứu nạn (PCTT và TKCN) năm 2019, trên cơ sở đấy xây dựng nhiệm vụ năm 2020 sát với tình hình thực tế, đặc điểm của từng đơn vị, địa phương. Kiện toàn Ban Chỉ huy PCTT và TKCN các cấp, các sở ngành","Pơlŏk tông kê̆t, pơtho khan, 'yŏk kinh nghiêm lơ̆m tơdrong pơgơl phong, dơ̆t thiên tai weng chă kưu nan (phong, dơ̆t thiên tai weng chă kưu nan) sơnăm 'băl ơbơ̆u không hriêng minh jĭt tơxĭnh, lơ̆m tơdrong 'noh tơjung pơm tơdrong pơm sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt jê̆ adrĭng tơdrong thưk tê̆, tơdrong đơ̆ng rim đơn vĭ, cham pơlĕi. Kiên toan Khul pơgơl phong dơ̆t thiên tai weng chă kưu nan rim kơ̆p, rim sơ nganh"
Phân công nhiệm vụ từng thành viên.,Pơjao tơdrong pơm ăn rim nă ma
Cắt cử nhiệm vụ từng thành viên.,Pơjao tơdrong pơm ăn rim nă ma
"Triển khai khắc phục hậu quả thiên tai năm 2019 về nhà ở, khôi phục sản xuất, cơ sở hạ tầng thiết yếu.","Pơnhroh khăk phŭk hiong hiơ̆t thiên lai sơnăm 'băl ơbơ̆u không hriêng minh jĭt tơxĭnh lơ̆m hnam uĕi, khôi phŭk choh jang, kơ sơ ha tâng pơgloh"
"Khai triển khắc phục hậu quả thiên tai năm 2019 về nhà ở, khôi phục sản xuất, cơ sở hạ tầng thiết yếu.","Pơnhroh khăk phŭk hiong hiơ̆t thiên lai sơnăm 'băl ơbơ̆u không hriêng minh jĭt tơxĭnh lơ̆m hnam uĕi, khôi phŭk choh jang, kơ sơ ha tâng pơgloh"
"Khai triển khắc phục hậu quả thiên tai năm 2019 về nhà ở, khôi phục sản xuất, hạ tầng cơ sở thiết yếu.","Pơnhroh khăk phŭk hiong hiơ̆t thiên lai sơnăm 'băl ơbơ̆u không hriêng minh jĭt tơxĭnh lơ̆m hnam uĕi, khôi phŭk choh jang, kơ sơ ha tâng pơgloh"
"Triển khai khắc phục hậu quả thiên tai năm 2019 về nhà ở, khôi phục sản xuất, hạ tầng cơ sở thiết yếu.","Pơnhroh khăk phŭk hiong hiơ̆t thiên lai sơnăm 'băl ơbơ̆u không hriêng minh jĭt tơxĭnh lơ̆m hnam uĕi, khôi phŭk choh jang, kơ sơ ha tâng pơgloh"
Tổ chức tập huấn nâng cao năng lực cho cán bộ làm công tác PCTT và TKCN các cấp.,Pơlŏk pơtho khan pôk xuôn tơdrong băt ăn kang 'bô pơm tơdrong phong dơ̆t thiên tai weng chă kưu nan rim kơ̆p.
"Đẩy nhanh tiến độ nâng cấp tu bổ đê điều, hồ chứa nước, cầu đường, khu neo đậu tàu thuyền và các công trình khác trong kế hoạch năm 2020, bảo đảm hoàn thành vượt lũ trước ngày 31/8/2020.","Jơră ranh tơdrong pôk xuôn tu 'bô đê điêu, klŏng hmŏng đak, kông trong, dơnŏ sư tau thŭn uĕi weng rim kông trinh nai lơ̆m glong pơnhroh sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, tơmăn tơl keh kong blung adrol đak tih 'năr pêng jĭt minh khĕi tơhngam sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt"
"Đẩy nhanh tiến độ nâng cấp tu bổ đê điều, hồ chứa nước, cầu đường, khu neo đỗ tàu thuyền và các công trình khác trong kế hoạch năm 2020, bảo đảm hoàn thành vượt tuồng trước ngày 31/8/2020.","Jơră ranh tơdrong pôk xuôn tu 'bô đê điêu, klŏng hmŏng đak, kông trong, dơnŏ sư tau thŭn uĕi weng rim kông trinh nai lơ̆m glong pơnhroh sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, tơmăn tơl keh kong blung adrol đak tih 'năr pêng jĭt minh khĕi tơhngam sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt"
"Đẩy nhanh tiến độ nâng cấp tu bổ đê điều, hồ chứa nước, cầu đường, khu neo đậu tàu thuyền và các công trình khác trong kế hoạch năm 2020, đảm bảo hoàn thành vượt bầy trước ngày 31/8/2020.","Jơră ranh tơdrong pôk xuôn tu 'bô đê điêu, klŏng hmŏng đak, kông trong, dơnŏ sư tau thŭn uĕi weng rim kông trinh nai lơ̆m glong pơnhroh sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, tơmăn tơl keh kong blung adrol đak tih 'năr pêng jĭt minh khĕi tơhngam sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt"
"Đẩy nhanh tiến độ nâng cấp tu bổ đê điều, hồ chứa nước, cầu đường, khu neo đậu tàu thuyền và các công trình khác trong kế hoạch năm 2020, đảm bảo hoàn thành băng lũ trước ngày 31/8/2020.","Jơră ranh tơdrong pôk xuôn tu 'bô đê điêu, klŏng hmŏng đak, kông trong, dơnŏ sư tau thŭn uĕi weng rim kông trinh nai lơ̆m glong pơnhroh sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, tơmăn tơl keh kong blung adrol đak tih 'năr pêng jĭt minh khĕi tơhngam sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt"
"Đẩy nhanh tiến độ nâng cấp tu bổ đê điều, hồ chứa nước, cầu đường, khu neo đỗ tàu bè và các công trình khác trong kế hoạch năm 2020, bảo đảm hoàn thành vượt bầy trước ngày 31/8/2020.","Jơră ranh tơdrong pôk xuôn tu 'bô đê điêu, klŏng hmŏng đak, kông trong, dơnŏ sư tau thŭn uĕi weng rim kông trinh nai lơ̆m glong pơnhroh sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, tơmăn tơl keh kong blung adrol đak tih 'năr pêng jĭt minh khĕi tơhngam sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt"
"Đẩy nhanh tiến độ nâng cấp tu bổ đê điều, hồ chứa nước, cầu đường, khu neo đậu tàu bè và các công trình khác trong kế hoạch năm 2020, đảm bảo hoàn tất vượt tuồng trước ngày 31/8/2020.","Jơră ranh tơdrong pôk xuôn tu 'bô đê điêu, klŏng hmŏng đak, kông trong, dơnŏ sư tau thŭn uĕi weng rim kông trinh nai lơ̆m glong pơnhroh sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, tơmăn tơl keh kong blung adrol đak tih 'năr pêng jĭt minh khĕi tơhngam sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt"
"Đẩy nhanh tiến độ nâng cấp tu bổ đê điều, hồ chứa nước, cầu đường, khu neo đậu tàu bè và các công trình khác trong kế hoạch năm 2020, bảo đảm hoàn tất băng tuồng trước ngày 31/8/2020.","Jơră ranh tơdrong pôk xuôn tu 'bô đê điêu, klŏng hmŏng đak, kông trong, dơnŏ sư tau thŭn uĕi weng rim kông trinh nai lơ̆m glong pơnhroh sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, tơmăn tơl keh kong blung adrol đak tih 'năr pêng jĭt minh khĕi tơhngam sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt"
"Đẩy nhanh tiến độ nâng cấp tu bổ đê điều, hồ chứa nước, cầu đường, khu neo đỗ tàu bè và các công trình khác trong kế hoạch năm 2020, bảo đảm hoàn thành vượt đàn trước ngày 31/8/2020.","Jơră ranh tơdrong pôk xuôn tu 'bô đê điêu, klŏng hmŏng đak, kông trong, dơnŏ sư tau thŭn uĕi weng rim kông trinh nai lơ̆m glong pơnhroh sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, tơmăn tơl keh kong blung adrol đak tih 'năr pêng jĭt minh khĕi tơhngam sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt"
"Đẩy nhanh tiến độ nâng cấp tu bổ đê điều, hồ chứa nước, cầu đường, khu neo đậu tàu bè và các công trình khác trong kế hoạch năm 2020, bảo đảm hoàn tất vượt tuồng trước ngày 31/8/2020.","Jơră ranh tơdrong pôk xuôn tu 'bô đê điêu, klŏng hmŏng đak, kông trong, dơnŏ sư tau thŭn uĕi weng rim kông trinh nai lơ̆m glong pơnhroh sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, tơmăn tơl keh kong blung adrol đak tih 'năr pêng jĭt minh khĕi tơhngam sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt"
"Đẩy nhanh tiến độ nâng cấp tu bổ đê điều, hồ chứa nước, cầu đường, khu neo đậu tàu thuyền và các công trình khác trong kế hoạch năm 2020, đảm bảo hoàn thành băng phường trước ngày 31/8/2020.","Jơră ranh tơdrong pôk xuôn tu 'bô đê điêu, klŏng hmŏng đak, kông trong, dơnŏ sư tau thŭn uĕi weng rim kông trinh nai lơ̆m glong pơnhroh sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, tơmăn tơl keh kong blung adrol đak tih 'năr pêng jĭt minh khĕi tơhngam sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt"
"Đẩy nhanh tiến độ nâng cấp tu bổ đê điều, hồ chứa nước, cầu đường, khu neo đậu tàu bè và các công trình khác trong kế hoạch năm 2020, bảo đảm hoàn tất băng đàn trước ngày 31/8/2020.","Jơră ranh tơdrong pôk xuôn tu 'bô đê điêu, klŏng hmŏng đak, kông trong, dơnŏ sư tau thŭn uĕi weng rim kông trinh nai lơ̆m glong pơnhroh sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, tơmăn tơl keh kong blung adrol đak tih 'năr pêng jĭt minh khĕi tơhngam sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt"
"Chủ tịch UBND các huyện, thị xã, thành phố có trách nhiệm huy động nguồn lực của địa phương, sử dụng hiệu quả các nguồn hỗ trợ của tỉnh, của Trung ương để khắc phục hậu quả thiên tai năm 2019, ổn định đời sống, sản xuất và triển khai công tác PCTT và TKCN năm 2020, cụ thể như sau","Chu tich UBND rim hŭn, thi Sa, thanh phô̆ ơĭ tơdrong krao nguôn lưk đơ̆ng cham pơlĕi, chă yuô thu 'yŏk rim nguôn tơgŭm đơ̆ng tinh, đơ̆ng Trung ương sư khăk phŭk hiong hiơ̆t thiên tai sơnăm 'băl ơbơ̆u không hriêng minh jĭt tơxĭnh, alưng tơdrong yăl arih, choh jang weng pơnhroh tơdrong phong dơ̆t thiên tai weng chă kưu nan sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, kŭ thê in đưng rŏng ơ̆u"
"Chủ tịch UBND các huyện, thị xã, đô thị có trách nhiệm huy động nguồn lực của địa phương, sử dụng hiệu quả các nguồn tương trợ của tỉnh, của Trung ương để khắc phục hậu quả thiên tai năm 2019, ổn định đời sống, sản xuất và khai triển công tác PCTT và TKCN năm 2020, cụ thể như sau","Chu tich UBND rim hŭn, thi Sa, thanh phô̆ ơĭ tơdrong krao nguôn lưk đơ̆ng cham pơlĕi, chă yuô thu 'yŏk rim nguôn tơgŭm đơ̆ng tinh, đơ̆ng Trung ương sư khăk phŭk hiong hiơ̆t thiên tai sơnăm 'băl ơbơ̆u không hriêng minh jĭt tơxĭnh, alưng tơdrong yăl arih, choh jang weng pơnhroh tơdrong phong dơ̆t thiên tai weng chă kưu nan sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, kŭ thê in đưng rŏng ơ̆u"
"Chủ tịch UBND các huyện, thị xã, thành thị có bổn phận huy động nguồn lực của địa phương, sử dụng hiệu quả các nguồn trợ giúp của tỉnh, của Trung ương để khắc phục hậu quả thiên tai năm 2019, ổn định đời sống, sản xuất và triển khai công tác PCTT và TKCN năm 2020, cụ thể như sau","Chu tich UBND rim hŭn, thi Sa, thanh phô̆ ơĭ tơdrong krao nguôn lưk đơ̆ng cham pơlĕi, chă yuô thu 'yŏk rim nguôn tơgŭm đơ̆ng tinh, đơ̆ng Trung ương sư khăk phŭk hiong hiơ̆t thiên tai sơnăm 'băl ơbơ̆u không hriêng minh jĭt tơxĭnh, alưng tơdrong yăl arih, choh jang weng pơnhroh tơdrong phong dơ̆t thiên tai weng chă kưu nan sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, kŭ thê in đưng rŏng ơ̆u"
"Chủ tịch UBND các huyện, thị xã, thành thị có trách nhiệm huy động nguồn lực của địa phương, sử dụng hiệu quả các nguồn trợ giúp của tỉnh, của Trung ương để khắc phục hậu quả thiên tai năm 2019, ổn định đời sống, sản xuất và triển khai công tác PCTT và TKCN năm 2020, cụ thể như sau","Chu tich UBND rim hŭn, thi Sa, thanh phô̆ ơĭ tơdrong krao nguôn lưk đơ̆ng cham pơlĕi, chă yuô thu 'yŏk rim nguôn tơgŭm đơ̆ng tinh, đơ̆ng Trung ương sư khăk phŭk hiong hiơ̆t thiên tai sơnăm 'băl ơbơ̆u không hriêng minh jĭt tơxĭnh, alưng tơdrong yăl arih, choh jang weng pơnhroh tơdrong phong dơ̆t thiên tai weng chă kưu nan sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, kŭ thê in đưng rŏng ơ̆u"
"Chủ tịch UBND các huyện, thị xã, thành thị có trách nhiệm huy động nguồn lực của địa phương, sử dụng công hiệu các nguồn hỗ trợ của tỉnh, của Trung ương để khắc phục hậu quả thiên tai năm 2019, ổn định đời sống, sản xuất và khai triển công tác PCTT và TKCN năm 2020, cụ thể như sau","Chu tich UBND rim hŭn, thi Sa, thanh phô̆ ơĭ tơdrong krao nguôn lưk đơ̆ng cham pơlĕi, chă yuô thu 'yŏk rim nguôn tơgŭm đơ̆ng tinh, đơ̆ng Trung ương sư khăk phŭk hiong hiơ̆t thiên tai sơnăm 'băl ơbơ̆u không hriêng minh jĭt tơxĭnh, alưng tơdrong yăl arih, choh jang weng pơnhroh tơdrong phong dơ̆t thiên tai weng chă kưu nan sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, kŭ thê in đưng rŏng ơ̆u"
"Chủ tịch UBND các huyện, thị xã, thành phố có trách nhiệm huy động nguồn lực của địa phương, sử dụng hiệu quả các nguồn hỗ trợ của tỉnh, của Trung ương để khắc phục hậu quả thiên tai năm 2019, ổn định đời sống, sản xuất và khai triển công tác PCTT và TKCN năm 2020, cụ thể như sau","Chu tich UBND rim hŭn, thi Sa, thanh phô̆ ơĭ tơdrong krao nguôn lưk đơ̆ng cham pơlĕi, chă yuô thu 'yŏk rim nguôn tơgŭm đơ̆ng tinh, đơ̆ng Trung ương sư khăk phŭk hiong hiơ̆t thiên tai sơnăm 'băl ơbơ̆u không hriêng minh jĭt tơxĭnh, alưng tơdrong yăl arih, choh jang weng pơnhroh tơdrong phong dơ̆t thiên tai weng chă kưu nan sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, kŭ thê in đưng rŏng ơ̆u"
"Chủ tịch UBND các huyện, thị xã, đô thị có trách nhiệm huy động nguồn lực của địa phương, dùng hiệu quả các nguồn hỗ trợ của tỉnh, của Trung ương để khắc phục hậu quả thiên tai năm 2019, ổn định đời sống, sản xuất và triển khai công tác PCTT và TKCN năm 2020, cụ thể như sau","Chu tich UBND rim hŭn, thi Sa, thanh phô̆ ơĭ tơdrong krao nguôn lưk đơ̆ng cham pơlĕi, chă yuô thu 'yŏk rim nguôn tơgŭm đơ̆ng tinh, đơ̆ng Trung ương sư khăk phŭk hiong hiơ̆t thiên tai sơnăm 'băl ơbơ̆u không hriêng minh jĭt tơxĭnh, alưng tơdrong yăl arih, choh jang weng pơnhroh tơdrong phong dơ̆t thiên tai weng chă kưu nan sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, kŭ thê in đưng rŏng ơ̆u"
"Chủ tịch UBND các huyện, thị xã, đô thị có trách nhiệm huy động nguồn lực của địa phương, sử dụng công hiệu các nguồn hỗ trợ của tỉnh, của Trung ương để khắc phục hậu quả thiên tai năm 2019, ổn định đời sống, sản xuất và triển khai công tác PCTT và TKCN năm 2020, cụ thể như sau","Chu tich UBND rim hŭn, thi Sa, thanh phô̆ ơĭ tơdrong krao nguôn lưk đơ̆ng cham pơlĕi, chă yuô thu 'yŏk rim nguôn tơgŭm đơ̆ng tinh, đơ̆ng Trung ương sư khăk phŭk hiong hiơ̆t thiên tai sơnăm 'băl ơbơ̆u không hriêng minh jĭt tơxĭnh, alưng tơdrong yăl arih, choh jang weng pơnhroh tơdrong phong dơ̆t thiên tai weng chă kưu nan sơnăm 'băl ơbơ̆u không hriêng 'băl jĭt, kŭ thê in đưng rŏng ơ̆u"
