ID,Tiếng Việt,Tiếng BaNa
0028,"Thời kỳ ra hoa làm quả thì làm rụng hoa, đục khoét quả làm ảnh hưởng tới năng suất. Có thể dùng một trong các loại thuốc sau: Padan 95SP, Sherpa 25EC, Cyperan 25EC. ","Jônang leêch pôkao pôm pleêi thi pôm hruêh pôkao, kaêp phaê pleêi pôm aênh höông truh naêng suaât. ÔÊi tôdrong chaê yuoâ minh lôêm rim loai bôgang ñôêng rong ôêu: Padan tôxiênh jiêt pôñaêm SP, Sherpa ‘baêl jiêt pôñaêm EC, Cyperan ‘baêl jiêt pôñaêm EC"
0029,"Sâu cuốn lá: Sâu thường tập trung ở trên lá ngọn và nhả tơ cuốn hai mép lá vào nhau để sinh sống, sâu ăn biểu bì làm hỏng lá, ảnh hưởng đến quang hợp của cây, làm giảm năng suất.","Jôroâng kloâm hla: Jôroâng deêch pônhoâm oei lôêm hla weâch oeêng nha tô kloâm ‘baêl tôpanh hla tômöt adriêng söê yaêl arih, jôroâng sa ‘bieâu ‘bi, pôm hö hla, anh höông truh kuang hôêp ñôêng ‘long, pôm tôjul thu ‘yoêk "
0030,"Khi sâu ở mật độ cao, dùng một trong các loại thuốc sau để diệt trừ: Sherpa 25EC, Cyperan 25EC… liều dùng theo khuyến cáo trên nhãn mác.","Jônang jôroâng oei maât ñoâ lö, chaê yuoâ minh lôêm rim loai bôgang ñôêng roêng ôêu söê ‘bet: Sherpa ‘baêl jiêt pôñaêm EC, Cyperan ‘baêl jiêt pôñaêm EC… lieâu chaê yuoâ ‘boi pôtho khan lôêm nhan mak"
0031,"Rệp hại mè: Rệp sống tập trung từng đàn trên thân, lá ở phần ngọn, quả non. ","Arah pôm glaêi lôngôêu: Arah yaêl arih pônhoâm rim tôpul lôêm long, hla oei phaân weâch, pleêi lôp"
0032,"Rệp chích hút nhựa cây làm cho cây kém phát triển, lá ngọn xoắn lại, hoa ít, quả nhỏ ảnh hưởng tới năng suất. ","Arah chich hut kôtaê ‘long pôm aên pleêi kheê pôjing, hla weâch tôtanh, pôkao ‘biêa, pleêi ken anh höông truh thu ‘yoêk"
0033,Chất thải của rệp là môi trường cho nấm bồ hóng phát triển làm đen cây. ,Chaât thai ñôêng arah la moâi tröông aên môêu ‘boâ hoêng pôjing pôm gaêm ‘long
0034,"Rầy xanh: Rầy sống tập trung ở mặt dưới lá nên khó phát hiện, chích hút nhựa làm lá xoăn lại chuyển màu hơi vàng, rìa lá bị cháy và mật số rầy cao sẽ làm cháy lá, cây suy yếu không phát triển, rụng hoa và trái non.","Raây kseê: Raây yaêl arih pônhoâm oei maêt ôla hla kôna khoê ‘boh, chich hut kôtaê pôm hla tôtoanh tôplih môu hôi brôu, ria hla ‘bi chaêy oeêng maât ñoâ raây lö pôm chaêy hla, ‘long kheê biê pôjing, hruh pôkao oeêng pleêi ‘lôêp"
0035,"Rầy xanh cũng là tác nhân truyền bệnh virus cho cây vừng. Có thể dùng một trong các loại thuốc sau: Actara 25EC, Applaud 10 WP,... để phòng trị.","Raây kseê kung la tôdrong trueân jiê virus aên ‘long lôngôêu. ÔÊi tôdrong chaê yuoâ minh lôêm rim loai bôgang ñôêng roêng ôêu: Actara ‘baêl jiêt pôñaêm EC, Applaud minh jiêt WP… söê phong tri"
0036,Bọ trĩ: Bọ trĩ xuất hiện từ lúc mè còn nhỏ (10-15 ngày sau gieo). ,‘Bo tri: ‘Bo tri ôêi leêch ñôêng jônang lôngôêu araê ken (ñôêng minh jiêt truh minh jiêt pôñaêm ‘naêr ñôêng roêng jul adreâÊch)
0037,"Bọ trĩ có kích thước rất nhỏ, còn non màu trắng sữa, di chuyển rất nhanh, thường ở dưới mặt lá non, chích hút nhựa làm lá bị vàng, cây cằn cỗi, kém phát triển.","‘Bo tri ôêi kich thöôêk pôgloh ken, araê ‘lôêp môu ‘bak söa, naêm pôgloh ranh, deêch oei ôla maêt hla ‘lôp, chich hut kôtaê pôm hla ‘bi ‘brôu, ‘long bröê, kheê pôjing."
0038,Một số bệnh thường gặp,Minh ksoâÊ jiê deêch tôjröêm
0039,"Bệnh héo tươi: Do nấm Fusarium sesami gây ra, nấm này thường làm chết cây con. Do đó cần phải xử lý hạt giống bằng thuốc trước khi gieo, nếu trị bệnh dùng Copper-B, Alittle để trị.","Jiê hoênh töôi: Yua môêu Fusarium sesame pôm leêch, môêu anu deêch pôm luoâÊch ‘long ken. Yua ‘noh waê phai xö lyê geêr adreâÊch ñôêng bôgang adrol jônang jul adreâÊch, tôêng tri jiê chaê yuoâ Copper-B, Alittle söê tri"
0040,"Bệnh đốm phấn: Do nấm Oidium sp tấn công, bệnh lan truyền rất nhanh. Phòng trị bệnh bằng Ridomil, Anvil","Jiê ñoâm phaâÊn: Yua môêu Oidium sp taâÊn koâng, jiê apoh pôgloh ranh. Phong tri jiê ñôêng Ridomil, Anvil"
0041,"Bệnh khảm: Bệnh thường gặp khi trồng vừng, do rầy xanh truyền virus gây bệnh xoắn lá. Do đó chú ý phải diệt tác nhân gây bệnh là rầy.","Jiê kham: Jiê deêch tôjröêm jônang pôtaêm lôngôêu, yua raây kseê trueân virus pôm jiê tôtoanh hla. Yua ‘noh ngoê hnheêi phai ‘bet tôdrong pôm jiê la raây."
0042,"Khi cây vừng có 3/4 số lá ngả vàng, quả đã cứng, chuyển màu từ vàng xanh sang vàng thẫm hoặc vàng nâu là thu hoạch được.","Jônang ‘long lôngôêu ôêi peâng phaân puoân ksoâÊ hla brôu, pleêi jôh kheêng, tôplih ñôêng ‘brôu kseê tôkan ‘brôu ‘brôt thoi ‘brôu naâu la thu ‘yoêk ñei"
0043,"Dùng liềm cắt cách gốc 10 cm, đem về ủ 1-2 hôm cho rụng hết lá rồi tãi ra sân phơi có lót màng nilon hoặc nong nia trong 4-5 giờ, sau đó đập, sàng sẩy lấy hạt.","‘Yok seêng lieâm kaêt kach tôm minh jiêt centimet, cheêp söt u ñôêng minh truh ‘baêl maêng aên hruh ñi hla roâi ta leêch saân draê ôêi lot mang nilon thoi kôdoêng lôêm puoân truh pôñaêm jô, ñôêng roêng ‘noh chiêch, sang say ‘yoêk geêr."
0044,Hạt vừng được phơi lại 1-2 nắng nữa cho khô (độ thủy phần khoảng 13%) thì đem tiêu thụ hoặc đưa vào kho bảo quản.,Geêr lôngôêu ñeêi draê pieâu ñôêng minh truh ‘baêl toê pieâu aên srieâng (ñoâ thuy phaân khoang minh jiêt peâng phaân traêm) thoi cheêp tieâu thu thoi aên tômöt kho jö vei.
