ID,Tiếng Việt,Tiếng BaNa
0029,"Việc phòng trừ sâu bệnh hại trên cây ăn quả có múi phải kịp thời, đúng đối tượng và đúng thời điểm.","Tôdrong phong dôt jôroâng jiê pôm glaêi lôêm ‘long sa pleêi ôêi achom phai tôtam, troê ñoâÊi töông oeêng troê jônang"
0030,Tăng cường áp dụng biện pháp sinh học trong phòng chống sâu bệnh hại cây ăn quả có múi.,Kjung tôjung pôm tôdrong sinh hoêk lôêm phong dôt jôroâng jiê pôm glaêi ‘long sa pleêi ôêi achom
0031,"Hỗ trợ nông dân trồng cây ăn quả có múi áp dụng các quy trình kỹ thuật xây dựng vườn cây ăn quả có múi năng suất, chất lượng (ICM): từ trồng mới, bón phân, chăm sóc, tưới nước, thu hoạch, bảo quản, đóng gói sản phẩm","Tôguêm naê ma pôtaêm ‘long sa pleêi ôêi achom tôjung pôm rim tôdrong ky thuaât tôjung pôm vöôn ‘long sa pleêi ôêi achom naêng suaât, tôdrong thu ‘yoêk ñei (ICM): Ñôêng pôtaêm anao, ‘boên phôêng, tôme rong, chruh ñak, thu ‘yoêk, jö vei, ñoêng anung san phaâm"
0032,Một số biện pháp hỗ trợ cho cây ăn quả có múi ra hoa đậu quả tốt,Minh ksoâÊ tôdrong tôguêm aên ‘long sa pleêi ôêi achom leêch pôkao ôêi pleêi hôgeêi
0033,"Trồng xen, cắt trẻ hóa cây ăn quả có múi già cỗi và ghép cải tạo một số giống cây ăn quả có múi khác dòng. ","Pôtaêm xen, kaêt adruh hoêa ‘long sa pleêi ôêi achom kraê oeêng gheêp kai tao minh ksoâÊ adreâÊch ‘long sa pleêi ôêi achom biê adriêng ‘yong"
0034,"Ví dụ như vườn bưởi Diễn thì cần ghép thêm bưởi Diễn trái chum, bưởi đỏ Tân Lạc (Hòa Bình), bưởi Da Xanh (Tiền Giang), bưởi đường Cát Quế (Hà Nội), bưởi Hoàng (Hưng Yên)... trong vườn ","Viê yuê in vöôn ‘boêng Yieân thoi waê gheêp pieâu ‘boêng Yieân pleêi chum, ‘boêng goâh Taân Lak (Hoa ‘Binh), ‘boêng ya kse (Tieân Giang), ‘boêng ñöông Cat QueâÊ (Ha Noâi), ‘boêng Hoang (Höng Yeân)… lôêm teh dal hnam"
0035,"Để làm tăng khả năng thụ phấn chéo, bổ sung phấn trong giai đoạn cây bưởi Diễn ra hoa đậu quả.","Söê pôm kjung tôdrong thu phaâÊn cheêo, tôguêm phaâÊn lôêm jônang ‘long ‘boêng yieân leêch pôkao ôêi pleêi"
0036,"Chặn, đào cắt đứt bớt rễ; vít cành, khoanh thiến thân, cành; tạo khô hạn và ngừng bón phân giai đoạn tháng 10 - 12 (âm lịch) trên các vườn cây ăn quả có múi khỏe.","Gôên, sil kaêt kôteêch ‘bôt rieâÊh; dui gôdai, khoanh thieâÊn ‘long, gôdai, pôm srieâng oeêng thoi ‘boên phôêng jônang kheêi minh jiêt truh kheêi minh jiêt ‘baêl (aâm lich) lôêm rim vöôn ‘long sa pleêi ôêi achom jaêng"
0037,"Vào những ngày có mưa axit, mưa phùn kéo dài có thể dùng máy phun thuốc phun nước lã lên cây ăn quả có múi","Tômöt rim ‘naêr ôêi ami axit, ami phun dui ñunh ôêi tôdrong chaê yuoâ maêy phun bôgang phun ñak ñeêch aên ‘long sa pleêi ôêi achom"
0038,"Rung chùm hoa để hạn chế nấm phấn trắng gây hại trên cánh hoa, làm giảm hàm lượng axit đọng lại trên hoa, quả non. Sau đó phun thuốc bảo vệ thực vật và phân bón lá.","Kôguê chum pôkao söê pôm tôjul môêu phaâÊn ‘bak pôm glaêi lôêm pônal pôkao, pôm tôjul ham löông axit araê lôêm pôkao, pleêi ‘lôêp. Ñôêng roêng ‘noh phun bôgang jö vei ‘long pôtaêm oeêng phôêng ‘boên hla"
0039,"Sử dụng một số chất điều hòa sinh trưởng, phun hoặc tưới cho cây vào thời kỳ trước hoặc sau khi nở hoa, đậu quả.","Chaê yuoâ minh ksoâÊ chaâÊt ñieâu hoa yaêl arih, phun thoi chruh aên ‘long tômöt jônang adrol thoi ñôêng roêng leêch pôkao, ôêi pleêi"
0040,Trước lúc ra hoa 15 - 20 ngày phun phân bón lá Growth 15WP + Flower 94 hoặc phân bón lá cao cấp Feed-DT02 kích bông (theo khuyến cáo của nhà sản xuất).,Adrol jônang leêch pôkao minh jiêt pôñaêm truh ‘baêl jiêt ‘naêr phun phôêng ‘boên hla Growth minh jiêt pôñaêm WP koâng Flower tôxiênh jiêt puoân thoi phôêng ‘boên hla kao kôêp Feed-DT khoâng ‘baêl kiêch pôkao (‘boi pôtho khan ñôêng hnam choh jang)
0041,"Chuẩn bị ra hoa phun phân bón lá Flower 95 (15g/8 lít) + Bo-Lak, Canbo-Lak hoặc Phân bón lá cao cấp Feed-DT02 kích bông ","Chuaân ‘bi leêch pôkao phun phôêng ‘boên hla Flower tôxiênh jiêt pôñaêm (minh jiêt pôñaêm gam lôêm tôhngam lit) koâng Bo-lak, Cambo-lak thoi phôêng ‘boên hla kao kôêp Feed-DT khoâng ‘baêl kiêch pôkao"
0042,Khi hoa nở rộ 50 - 70% phun phân bón lá cao cấp Breed-DT02 đậu trái; Phân bón lá cao cấp Breed-DT02 siêu Bo chống rụng trái cam quýt.,Jônang pôkao leêch lö pôñaêm jiêt truh tôpôêh jiêt phaân traêm phun phôêng ‘boên hla kao kôêp Breed-DT khoâng ‘baêl ñôêu pleêi; phôêng ‘boên hla kao kôêp Breed-DT khoâng ‘baêl sieâu Bo dôt ruh pleêi kruoâÊi cam kuyt.
0043,"Sau khi tắt hoa phun: Phun phân bón lá cao cấp Breed-DT02 trái lớn, phân bón lá Trimix-DT siêu lớn trái, đẹp trái","Ñôêng roêng ñiê pôkao: Phun phôêng ‘boên hla kao kôêp Breed-DT khoâng ‘baêl pleêi groâng, phôêng ‘boên hla Trimex-DT sieâu groâng pleêi, lieâm pleêi."
