ID,Tiếng Việt,Tiếng BaNa
0014,"Làm cỏ, xới đất: Để hạn chế cạnh tranh dinh dưỡng giữa cây nho và cây cỏ, nhằm chủ động phòng trừ sâu, bệnh cần phải làm cỏ thường xuyên và xới đất làm cho đất tơi, thoáng khí.","Pôm ‘nhaêt, pôm teh: Söê pôm tôjul kanh tranh yinh yöông tôêk pôêk ‘long nho oeêng ‘long ‘nhaêt, sö chu ñoâng phong dôt jôroâng ji waê phai pôm ‘nhaêt deêch oeêng pôm teh aên lômön, thoang khiê"
0015,Cắm cọc và buộc cây: Sau khi trồng để giúp cây giai đoạn đầu phát triển thẳng và khi lớn phân bố đều trên giàn cần phải cắm cọc buộc cây ngay. Dùng loại dây mềm có thể tự hủy hoặc dây vải mềm để buộc.,Kaêm koêk oeêng choâÊ tôleêi: Ñôêng roêng jônang pôtaêm söê tôguêm ‘long jônang pôtôm pôjing oeêng tôpaêt oeêng jônang groâng phaân ‘boâÊ hôdôi lôêm pra waê phai kaêm koêk choâÊ tôleêi ling. Chaê yuoâ loai tôleêi lômön ôêi tôdrong kôdih hiong thoi tôleêi brai lômön söê choâÊ
0016,"Bấm ngọn, tỉa chồi nách, tạo cành: Để làm chậm quá trình phát triển về chiều cao của cây, tập trung chất dinh dưỡng nuôi thân và lá, cần bấm ngọn, tỉa chồi nách, tạo cành cho cây.","Kaêt weâch, kaêt hôbu nach, pôm gôdai: Söê pôm ñunh jônang pôjing lôêm trong ñuoâÊi ñôêng ‘long, pônhoâm ñoâ yinh yöông rong ôkôêu oeêng hla, waê kaêt weâch, kaêt hôbu nach, pôm gôdai aên ‘long"
0017,"Sau khi cây con mọc mầm, chọn ngọn mới, to khỏe để lại, ngắt bỏ hết các nhánh khác. Khi cây cao khoảng 70 - 90cm thì ngắt ngọn. ","Ñôêng roêng ‘long kon leêch boâp, chaê weâch anao, groâng jaêng söê kah, kaêt tuêk ñiê rim gôdai nai. Jônang ‘long ñuoâÊi khoang tôpôh jiêt truh tôxiênh jiêt centimet thoi kaêt weâch "
0018,"Chọn 2 cành cấp 1 khỏe để lại và chia theo hai hướng ngược nhau, để nho leo và phân bố đều lên giàn.","Chaê ‘baêl gôdai kôêp minh jaêng söê kah oeêng asong ‘boi ‘baêl trong dôdiê adriêng, söê nho hao oeêng phôêng ‘boâÊ hôdôi kjung pra"
0019,Khi cành cấp 1 có 4 - 5 lá bấm thì tiếp tục ngắt ngọn.,Jônang gôdai kôêp minh ôêi puoân truh pôñaêm hla ‘bôêm thoi ling lang kaêt weâch
0020,Chọn 2 cành cấp 2 khỏe để lại các mầm khác tỉa hết. Khi cành cấp 2 được 3 - 4 lá thì ngắt ngọn.,Chaê ‘baêl gôdai kôêp ‘baêl jaêng söê kah rim boâp nai kaêt ñiê. Jônang gôdai kôêp ‘baêl ñei peâng truh puoân hla thoi kaêt weâch
0021,"Các cành để lại được buộc chặt vào giàn để tránh gió lay làm rách lá, rụng mắt và tránh để cành đè lẫn lên nhau.","Rim gôdai söê kah ñei choâÊ kôjaêp tômöt pra söê hli kyal pôm hyaêh hla, ruh apaêng oeêng hli söê gôdai tôkôn adriêng"
0022,Dây để buộc cố định cành vào giàn sử dụng những loại dây mềm có khả năng tự phân hủy.,Tôleêi söê choâÊ kôjaêp gôdai tômöt pra chaê yuoâ rim loai tôleêi lômön ôêi tôdrong kôdih hiong
0023,"Làm giàn cho nho leo: Nho là cây thân gỗ dạng dây leo, do vậy trong quá trình chăm sóc nho cần phải làm giàn cho nho leo. ","Pôm pra aên nho hao: Nho la ‘long thaân goâ yang tôleêi, yua ‘noh lôêm jônang tôme rong nho waê phai pôm pra aên nho haêu"
0024,"Làm giàn nho có nhiều cách như: Giàn hình chữ T; chữ V. Các cột giàn được làm bằng cột bêtông, đầu cột có 2 thanh ngang để căng dây cho nho leo.","Pôm pra ôêi lö kô kach in: Pra hinh chö T; chö V. Rim ‘long pra ñei pôm ñôêng ‘long ‘beâ toâng, kôl ‘long ôêi ‘baêl ‘long ngang söê dui tôleêi aên nho haêu"
0025,"Có 3 tầng dây thép được buộc vào cột và các thanh ngang, mỗi thanh ngang được căng 3 dây cách đều nhau.","ÔÊi peâng taâng tôleêi thep ñei choâÊ tômöt ‘long oeêng rim thanh ngang, minh thanh ngang ñei dui peâng tôleêi kach hôdôi adriêng"
0026,"Cắt tỉa cành: Khi các cành đã hóa gỗ, cần phải cắt tỉa cành, nhằm đảm bảo cho cây ra cành quả tập trung và khỏe mạnh.","Kaêt tia gôdai: Jônang rim gôdai jôh hoêa ‘long, waê phai kaêt tia gôdai, söê tômaên tôl aên ‘long leêch gôdai pleêi pônhoâm oeêng jaêng deâh"
0027,"Thời kỳ cắt tỉa: Tiến hành cắt tỉa cành từ tháng 1 - 2, khi nhiệt độ ổn định 120C trong 4 -5 ngày.","Jônang kaêt tia: Pôm kaêt tia gôdai ñôêng kheêi minh truh kheêi ‘baêl, jônang nhieât ñoâ alöng minh hrieâng ‘baêl jit ñoâ C lôêm puoân – pôñaêm ‘naêr"
0028,"Chọn các cành để lại phải đạt tiêu chuẩn có đường kính ≥0,7 cm, cành có màu nâu, gióng ngắn, mắt mầm cao, mẩy, cành tròn, không có sâu bệnh.","Chaê rim gôdai söê kah phai ñat tôdrong ôêi ñöông kiênh groâng loi thoi dang dang khoâng pheêi tôpôh centimet, gôdai ôêi môu naâu, gioêng kôñeh, apaêng boâp ñuoâÊi, maây, gôdai tron, biê ôêi jôroâng jiê"
0029,"Cành đã chọn để lại cắt ở vị trí mắt 4 - 5, vết cắt cách mắt mầm 1 - 1,5 cm. ","Gôdai jôh ‘yoêk söê kah kaêt oei viê triê puoân - pôñaêm, veât kaêt kach apaêng boâp minh truh minh pheêi pôdaêm centimet"
0030,"Cắt bỏ các cành không đạt tiêu chuẩn. Sau khi hoàn tất việc cắt tỉa, buộc giữ các cành ở tầng dây thép thứ nhất, mặt trên giàn. ","Kaêt tuêk rim gôdai biê ñat tôdrong. Ñôêng roêng keh kong tôdrong kaêt tia, choâÊ jö rim gôdai oei taâng tôleêi thep maê minh, maêt kôpöng pra"
0031,Sử dụng chế phẩm điều tiết sinh trưởng chấm các mầm hữu hiệu trên cành nho. Chú ý chấm đủ cho thuốc ngấm vào mầm nho.,Chaê yuoâ cheâÊ phaâm ñieâu tieâÊt tôdrong yaêl arih chôêm rim boâp pôgloh lôêm gôdai nho. Ngoê hnheêi chôêm duh aên bôgang naêm tômöt boâp nho
0032,"Khi cây ra cành quả, ở mỗi vị trí mầm mọc ra 2 - 3 nhánh, tỉa bỏ cách nhánh yếu, sâu bệnh giữ lại cành khỏe. Các cành quả giữ lại được ngắt ngọn để lại 8 - 9 lá.","Jônang ‘long leêch gôdai pleêi, oei minh viê triê boâp hon leêch ‘baêl truh peâng tôköng, kaêt tuêk rim tôköng kheê, jôroâng jiê jö kah gôdai jaêng. Rim gôdai pleêi jö kah ñei kaêt weâch söê kah tôhngam truh tôxiênh hla"
0033,"Trước khi ra hoa, tỉa mầm ở những cành cho quả, giữ lại 8 lá. Các mầm phụ mọc ở nách lá chỉ để lại 1 mầm ở đỉnh cành, các mầm còn lại tỉa hết, chỉ giữ lại 2 - 3 lá.","Adrol jônang leêch pôkao, tia boâp oei rim gôdai aên pleêi, jö kah tôhngam hla. Rim boâp phu hon oei nach hla söê kah minh boâp oei ñinh gôdai, rim boâp araê kaêt ñiê, jö kah ‘baêl truh peâng hla"
0034,Bón phân: Lượng phân thay đổi tuỳ theo từng giai đoạn sinh trưởng của cây để bổ sung cho phù hợp.,‘Boên phôêng: Löông phôêng tôplih tuy ‘boi jônang yaêl arih ñôêng ‘long söê tôguêm aên trô troê
0035,"Năm thứ nhất: Bón lót: Trước khi trồng đào hố bón 15 - 20 kg phân chuồng hoai + 0,3 – 0,5 kg Supe lân lấp đất trước khi trồng 15 ngày",Sônaêm maê minh: ‘Boên lot: Adrol jônang pôtaêm sil troâm ‘boên minh jiêt pôñaêm truh ‘baêl jiêt kiloâgam phôêng chuoâng hoai koâng khoâng pheêi peâng truh khoâng phei pôñaêm kiloâgam Supe laân ‘buê teh adrol jônang pôtaêm minh jiêt pôñaêm ‘naêr
0036,"Bón thúc: Giai đoạn cây còn nhỏ bón định kỳ 10 ngày/lần trong khoảng thời gian 3 tháng, lượng phân cho mỗi cây 10g Ure + 10g NPK loại (12:5:10).","‘Boên thuêk: Jônang ‘long araê ken ‘boên ñinh ky minh jiêt ‘naêr minh maêng lôêm khoang jônang peâng kheêi, löông phôêng aên minh ‘long: minh jiêt gam Ure koâng minh jiêt gam NPK loai (minh jit ‘baêl: pôñaêm: minh jiêt)"
0037,"Sau 3 tháng định kỳ bón phân 12-15 ngày/lần. Sử dụng phân Ure và K2SO4 hoặc KCl, pha nước tưới với nồng độ 0,2%, lượng phân mỗi loại/cây từ 20 - 40g.","Ñôêng roêng peâng kheêi ñinh ky ‘boên phôêng minh jiêt ‘baêl truh minh jiêt pôñaêm ‘naêr minh maêng. Chaê yuoâ phôêng Ure oeêng Kbaêl SO puoân thoi KCL, pha ñak chruh adriêng noâng ñoâ khoâng pheêi ‘baêl löông phôêng minh loai minh ‘long ñôêng ‘baêl jiêt truh puoân jiêt gam"
0038,Lượng phân cũng thay đổi tuỳ theo từng giai đoạn sinh trưởng của cây để bổ sung cho phù hợp.,Löông phôêng kung tôplih tuy rim jônang yaêl arih ñôêng ‘long söê tôguêm aên trô troê
0039,"Năm thứ hai và năm thứ ba: (Giai đoạn cây cho quả) sử dụng phân chuồng, Ure, Supe Lân, KCl, hoặc K2SO4 bón vào các đợt","Sônaêm maê ‘baêl oeêng sônaêm maê peâng: (Jônang ‘long aên pleêi) chaê yuoâ phôêng chuoâng, Ure, Supe laân, KCL thoi Kbaêl SOpuoân ‘boên tômöt rim maêng"
0040,"Sau khi thu hoạch xong, trước khi cắt cành 1 tháng và bón định kỳ 10 – 15 ngày/lần khi cây ra hoa và nuôi quả.","Ñôêng roêng thu ‘yoêk keh, adrol jônang kaêt gôdai minh kheêi oeêng ‘boên ñinh ky minh jiêt truh minh jiêt pôñaêm ‘naêr minh maêng jônang ‘long leêch pôkao oeêng rong pleêi"
0041,"Phân Supe Lân và phân chuồng được chia làm 2 lần bón trong năm ở thời kỳ sau khi thu hoạch xong và trước khi cắt cành 1 tháng, bón theo hàng hoặc theo hốc.","Phôêng Supe laân oeêng phôêng chuoâng ñei asong pôm ‘baêl maêng ‘boên lôêm sônaêm oei jônang ñôêng roêng thu ‘yoêk keh oeêng adrol jônang kaêt gôdai minh kheêi, ‘boên ‘boi hang thoi ‘boi troâm"
0042,"Phân Ure và Kali pha nước tưới với nông độ 0,3%, lượng bón 50 - 70 g/cây.","Phôêng Ure oeêng kali pha ñak chruh adriêng noâng ñoâ khoâng pheêi peâng, löông ‘boên pôñaêm jiêt truh tôpôh jiêt gam lôêm minh ‘long"
0043,"Trong thời kỳ cây nuôi quả bón bổ sung thêm một số loại phân khoáng như: Be, MgSO4, Ca2H2PO4","Lôêm jônang ‘long rong pleêi ‘boên tôguêm pieâu minh ksoâÊ loai phôêng khoang in: Be, MgSOpuoân, Cabaêl H‘baêl POpuoân"
0044,"Lượng phân bón trong năm cho 1 cây: Ure 0,8kg, Supe Lân 1kg, KCl hoặc K2SO4 0,6 kg, phân chuồng 25kg.","Löông phôêng ‘boên lôêm sônaêm aên minh ‘long: Ure khoâng pheêi tôhngam kiloâgam, Supe laân minh kiloâgam, KCL thoi K’baêl SO puoân khoâng pheêi drôêu kiloâgam, phôêng chuoâng ‘baêl jiêt pôñaêm kiloâgam"
0045,"Tỉa hoa, nhúng thuốc đậu quả, tỉa quả","Tia pôkao, ‘nhuêng bôgang ñei pleêi, tia pleêi"
0046,Tỉa hoa: Tiến hành tỉa hoa khi bắt đầu nở để cho phù hợp với sức chịu của cành và khả năng của cây.,Tia pôkao: Pôm tia pôkao jônang pôtôm leêch söê aên trô troê adriêng tôdrong chiu ñôêng gôdai oeêng kha naêng ñôêng ‘long
0047,"Tùy khả năng sinh trưởng của mỗi cành và cây mà tỉa chùm hoa chỉ để lại 1 - 2 chùm hoa/cành, đối với cành quả có đường kính ≥1cm thì có thể để 2 chùm hoa.","Tuy tôdrong yaêl arih ñôêng minh gôdai oeêng ‘long maê tia chum pôkao anao söê kah minh truh ‘baêl chum pôkao minh gôdai, adriêng gôdai pleêi ôêi ñöông kiênh groâng loi thoi dang dang minh centimet thoi ôêi tôdrong söê ‘baêl chum pôkao"
0048,Trên mỗi chùm hoa tỉa 1 - 2 nhánh gốc và các nhánh ngọn chỉ để lại 12 - 15 nhánh hoa.,Lôêm minh chum pôkao tia minh truh ‘baêl tôköng tôm oeêng rim tôköng weâch anao söê kah minh jiêt ‘baêl truh minh jiêt pôñaêm tôköng pôkao
0049,"Nhúng, phun thuốc đậu quả: Sau khi tỉa hoa xong nhúng hoặc phun thuốc đậu quả ngay để tăng khả năng đậu quả. sử dụng thuốc:  Sistep VN.","‘Nhuêng, phun bôgang ñei pleêi: Ñôêng rong tia pôkao keh ‘nhuêng thoi phun bôgang ñei pleêi ling söê kjung tôdrong ñei pleêi. Chaê yuoâ bôgang: Sistep VN"
0050,Tỉa quả: Cần tỉa quả sớm để tập trung dinh dưỡng nuôi quả.,Tia pleêi: Waê tia pleêi sruoâÊih söê pônhoâm yinh yöông rong pleêi
0051,"Khi quả có đường kính khoảng 0,5 - 1cm thì tiến hành tỉa quả để tạo khoảng không, và tập trung dinh dưỡng cho quả phát triển to đều, chùm nho thông thoáng hạn chế sâu bệnh.","Jônang pleêi ôêi ñöông kiênh khoang khoâng pheêi pôñaêm truh minh centimet thoi pôm tia pleêi söê pôm khoang khoâng oeêng pônhoâm yinh yöông aên pleêi pôjing groâng hôdôi, chum nho thoâng thoang tôjul jôroâng jiê"
0052,Chú ý tỉa đều 4 phía chùm quả. Sau khi tỉa quả tiến hành nhúng thuốc thúc quả và thuốc phòng bệnh để hạn chế bệnh tấn công chùm nho.,Ngoê hnheêi tia hôdôi puoân pah chum pleêi. Ñôêng roêng tia pleêi pôm ‘nhuêng bôgang thuêk pleêi oeêng bôgang phong jiê söê tôjung jiê taâÊn koâng chum nho
0053,"Dùng gáo hoặc bình đựng chế phẩm, nhúng từng chùm quả vào thuốc, yêu cầu nhúng ướt đều chùm quả.","Chaê yuoâ kloêk thoi ‘binh söê cheâÊ phaâm, ‘nhuêng rim chum pleêi tômöt bôgang, kô waê ‘nhuêng yoâm hôdôi chum plei"
0054,Sử dụng thuốc: Sistep VN + Linsuannerqingjia + Karen.,Chaê yuoâ bôgang: Sistep VN koâng Linsuannerqingjia koâng Karen
0055,"Bao quả nho: Việc bao quả nho rất quan trọng nhằm hạn chế côn trùng và sâu, bệnh hại quả nho, làm đẹp mã quả, hạn chế rám quả.","Jö vei nho: Tôdrong jö vei nho la pôgloh söê pôm tôjul koân trung oeêng jôroâng, jiê pôm glaêi pleêi nho, pôm lieâm ma pleêi, tôjul ram pleêi"
0056,Yêu cầu có túi chuyên dụng có khả năng thấm nước và trao đổi khí.,Kô waê ôêi gôdung chueân jung ôêi tôdrong thaâÊm ñak oeêng trao ñoâi khiê
0057,"Mỗi chùm được bao một túi chuyên dụng, chú ý thắt miệng túi vừa đủ chặt để tránh côn trùng, song không ảnh hưởng đến cuống chùm nho.","Minh chum ñei ‘bao minh gôdung chueân jung, ngoê hnheêi choâÊ ‘bôl gôdung böa duh kôjaêp söê hli koân trung maêleêi biê anh höông truh atoêng chum nho"
0058,Phòng trừ sâu bệnh hại,Phong dôt jôroâng jiê pôm glaêi
0059,"Sâu hại: Phòng trừ sâu hại chính như: sâu xám ở giai đoạn cây con, nhện đỏ, sâu xanh, sâu đục thân, bọ cánh cứng… sớm và kịp thời. Yêu cầu phun thuốc phòng trừ bảo đảm an toàn cho người sử dụng.","Jôroâng glaêi: Phong dôt jôroâng glaêi chiênh in: jôroâng xam oei jônang ‘long kon, wai goâh, jôroâng kseê, jôroâng phaê ‘long, ‘bo pônal kheêng… sruoâÊih oeêng tôtam. Kô waê phun bôgang phong dôt tômaên tôl an toan aên bôngai chaê yuoâ"
0060,"Bệnh hại: Bệnh chủ yếu là bệnh mốc sương (sương mai) và gỉ sắt. Bệnh gây hại nhiều nhất vào mùa mưa, trời ẩm, giai đoạn cuối tháng 7, tháng 8, 9 hàng năm. ","Jiê glaêi: Jiê pôgloh la jiê moâk söông (söông mai) oeêng gi pôseêi. Jiê pôm glaêi lö pôgloh tômöt jan ami, pleênh lôngôp, jônang atuêch kheêi tôpôh, kheêi tôhngam, tôxiênh rim sônaêm"
0061,"Bệnh rất nguy hiểm và đáng sợ nhất là bệnh sương mai, bệnh lây lan nhanh, rất khó trị ","Jiê pôgloh glaêi oeêng kô ‘yuê pôgloh la jiê söông mai, jiê apoh ranh, pôgloh khoê triê"
0062,"Nếu không phát hiện sớm, phun thuốc đúng lúc và điều trị triệt để thì nấm có thể làm tàn lụi giàn lá, đọt non trước khi cắt cành, làm giảm diện tích quang hợp ảnh hưởng đến năng suất vụ tới.","Tôêng biê ‘boh sruoâÊih, phun bôgang troê jônang oeêng ñieâu triê ñiê thoi môêu ôêi tôdrong pôm jruh pra hla, weâch ‘lôêp adrol jônang kaêt gôdai, pôm tôjul yieân tiêch kuang hôp anh höông truh thu ‘yoêk vuê truh"
0063,"Bệnh Mốc Sương (sương mai): Áp dụng biện pháp phòng trừ tổng hợp (IPM), Ngắt bỏ lá bệnh đem đi tiêu hủy, Sử dụng một số loại thuốc như sau: Đồng oxi, Đồng sun phát.","Jiê moâÊk söông (söông mai): Tôjung pôm tôdrong phong dôt toâng hôêp (IPM), ngaêt tuêk hla jiê cheêp naêm tieâu huy, chaê yuoâ minh ksoâÊ loai bôgang iên ñôêng roêng ôêu: Ñoâng oxi, Ñoâng sun phat"
0064,"Bệnh gỉ sắt: Áp dụng biện pháp phòng trừ tổng hợp (IPM), sử dụng một số loại thuốc như sau: Anvil 5SC; Topsin M 70 WP, đồng oxi, Carzate","Jiê gi pôseêi: Tôjung pôm rim tôdrong phong dôt toâng hôêp (IPM) chaê yuoâ minh ksoâÊ loai bôgang in ñôêng roêng ôêu: Anvil pôñaêm SC; Topsin M tôpôh jiêt WP, ñoâng oxi, Carzate"
0065,"Bệnh thối quả: Bệnh xuất hiện khi quả gần thu hoạch, mức độ hại không nhiều, cần loại bỏ cả chùm tránh lây lan.","Jiê oâm pleêi: Jiê ‘boh leêch jônang pleêi waê thu ‘yoêk, möêk ñoâ pôm glaêi biê lö, waê loai tuêk ñiê chum hli apoh"
0066,"Nứt quả: Hiện tượng nứt quả nho xuất hiện trong thời gian quả lớn và sắp chín, ảnh hưởng lớn tới năng suất và phẩm chất nho.","Chôñah pleêi: Tôdrong chôñah pleêi nho ‘boh leêch lôêm jônang pleêi groâng oeêng waê ñum, anh höông groâng truh thu ‘yoêk oeêng tôdrong thu ‘yoêk ñei nho"
0067,Giống nho Tảo Hồng mẫn cảm với hiện tượng nứt quả mạnh hơn giống nho Cự Phong.,AdreâÊch nho Tao Hoâng maân kam adriêng tôdrong chôñah pleêi deâh loi adreâÊch nho Kö Phong
0068,"Chùm nho bị nứt quả cần tháo túi bao quả để tỉa bỏ các quả bị nứt, rồi bao chùm quả lại.","Chum nho ‘bi chôñah pleêi waê pôloêk gôdung ‘bao pleêi söê tia tuêk rim pleêi ‘bi chôñah, roâi ‘bao chum pleêi pieâu"
0069,"Thời gian thu hoạch: Vào khoảng tuần cuối của tháng 6 đến trung tuần tháng 7 dương lịch, khi kiểm tra thấy chùm quả đã đạt độ chín (có màu tím).","Jônang thu ‘yoêk: Tômöt khoang tuoân atuêch ñôêng kheêi drôêu truh trung tuoân kheêi tôpôh yöông lich, jônang ngoê hnheêi ‘boh chum pleêi jôh ñat ñoâ ñum (ôêi môu tiêm)"
0070,"Trước khi thu hoạch cần ngừng tưới nước khoảng 1 tuần, thu hái khi trời nắng ráo, tháo túi bao quả đối với những chùm quả đã đạt độ chín, dùng kéo cắt cành cắt cuống chùm quả sát với chùm quả để tránh tổn thương cho chùm quả khác.","Adrol jônang thu ‘yoêk waê thoâi chruh ñak khoang minh tuoân, thu hleh jônang pleênh toê, pôloêk gôdung ‘bao pleêi adriêng rim chum pleêi jôh ñat ñoâ ñum, ‘yoêk keêo kaêt gôdai kaêt atoêng chum pleêi jeâÊ adriêng chum pleêi söê hli toân thöông aên chum pleêi nai"
0071,"Bảo quản: Loại bỏ những quả quả nứt, thối hỏng sẽ làm hạn chế sự lây nhiễm sang các đơn vị sản phẩm khác.","Jö vei: Loai tuêk rim pleêi chôñah, oâm hö pôm tôjul tôdrong apoh tôkan rim ñôn viê san phaâm nai"
0072,Chùm quả được rửa sạch trước khi tiến hành đóng gói. ,Chum pleêi ñei ‘nhao sach adrol jônang pôm ñoêng gôdung
0073,"Nho được đóng gói vào túi ny lon có lỗ thoát khí hoặc khay xốp có bao màng dẻo, yêu cầu thao tác cẩn thận, nhẹ nhàng đảm bảo quả nho không bị dập và thâm.","Nho ñei ñoêng gôdung tômöt tuêi nilon ôêi troâm thoat khiê thoi khay xoâp ôêi ‘bao mang tô‘baêl, kô waê pôm kaân thaân, dal dal, tômaên tôl nho biê ‘bi daâp oeêng oâm."
