ID,Tiếng Việt,Tiếng BaNa
0017,"Sử dụng cuốc, các dụng cụ chuyên dùng khác để tạo hốc đặt bầu theo kiểu nanh sấu, tạo luống đơn hoặc luống đôi","Chaê yuoâ kuoâk, rim juêng kuê chueân juêng nai söê pôm troâm söê ‘bôu ‘boi kô kach kônieâng saâÊu, pôm luoâÊng ñôn thoi luoâÊng ñoâi"
0018,"Luống đôi nên có bề rộng 90-120 cm và trồng 2 hàng ngô với khoảng cách 50-60 cm, bầu cách bầu 25-30cm. ","LuoâÊng ñoâi waê ôêi tôdrong saê tôxiênh jiêt truh minh hrieâng ‘baêl jiêt centimet oeêng pôtaêm ‘baêl hang hôbo adriêng khoang kach pôñaêm jiêt truh drôêu jiêt centimet, ‘bôu kach ‘bôu ‘baêl jiêt pôñaêm truh peâng jiêt centimet"
0019,"Khi bề mặt ruộng không bằng phẳng cần phải có biện pháp làm phẳng bề mặt ruộng, tạo điều kiện thuận lợi cho tiêu thoát nước. ","Jônang ‘beâ maêt bal biê tômaên waê ôêi tôdrong pôm tômaên ‘beâ maêt bal, pôm tôdrong alöng aên tieâu thoat ñak"
0020,Với ruộng không chủ động tưới tiêu thì cứ 5-7 hàng tạo 1 rãnh thoát nước.,Adriêng bal biê chu ñoâng chruh ñak thi köê pôñaêm truh tôpôêh hang pôm minh trong thoat ñak
0021,Kỹ thuật làm bầu ngô,Kô kach pôm ‘bôu hôbo
0022,Nguyên vật liệu cần cho 1 ha là bùn ao và 1.000 kg phân chuồng hoai mục hoặc 250 kg phân hữu cơ vi sinh.,Ñoâ waê aên minh hecta la troâk ao oeêng minh ôbôêu kiloâgam phôêng chuoâng hoai buk thoi ‘baêl hrieâng pôñaêm jiêt kiloâgam phôêng höu kô vi sinh
0023,"Cách làm: Trộn bùn với trấu xay, phân chuồng hoai mục theo tỷ lệ 1:1. San phẳng lớp bùn trên nền đất cứng đã được rắc trấu hoặc lót lá chuối, độ dày lớp bùn từ 5-7cm","Kach pôm: Jrôêu troâk adriêng hnuh xay, phôêng chuoâng hoai buk ‘boi ty leâ minh:minh. Pôm tômaên lôêp troâk lôêm neân teh kheêng jôh ñei raêk hnuh thoi lot hla pit, ñoâ hô‘bôl lôêp troâk ñôêng pôñaêm truh tôpôêh centimet"
0024,"Khi mặt đất bầu se lại, dùng que rạch theo kích thước định trước sau lấy ngón tay trỏ chọc 1 lỗ giữa bầu, đặt hạt giống đã ủ nứt nhanh đảm bảo mầm hạt hướng lên trên và phủ kín hạt bằng một lớp đất bột nhỏ, đất cát hoặc trấu.","Jônang maêt teh ‘bôu srieâng, ‘yoêk ‘long kaêt ‘boi kiêch thöôÊk ñinh adrol ñôêng roêng ‘noh ‘yoêk ti taêm minh troâm tôêk pôêk ‘bôu, söê geêr adreâÊch jôh u leêch ranh tômaên tôl boâp geêr höôêng kôpöng oeêng athu geêr ñôêng minh lôêp teh ‘boât ken, teh chuêah thoi hnuh "
0025,"Thường xuyên tưới đủ ẩm, khi mưa to phải che đậy, thời gian cây sống trong bầu tốt nhất là 5 – 7 ngày, tối đa không quá 10 ngày, nếu thời gian cây ngô ở trong bầu dài hơn cần phải tưới bổ sung dinh dưỡng cho cây bằng NPK pha loãng.","Deêch chruh duh lôngôp, jônang ami groâng phai athu, jônang ‘long yaêl arih lôêm ‘bôu hôgeêi pôgloh la pôñaêm truh tôpôêh ‘naêr, pôgloh ‘bi loi minh jiêt ‘naêr, tôêng jônang ‘long hôbo oei lôêm ‘bôu ñunh loi waê chruh tôguêm yinh yöông aên ‘long ñôêng NPK pha loang"
0026,Kỹ thuật trồng,Kô kach pôtaêm
0027,"Trồng với mật độ 57.000-61.000 cây/ha, khoảng cách hàng cách hàng 65cm, cây cách cây 25-30cm.","Pôtaêm adriêng maât ñoâ pôñaêm jiêt tôpôêh ôbôu truh drôêu jiêt minh ôbôêu ‘long minh hecta, khoang kach hang kach hang drôêu jiêt pôñaêm centimet, ‘long kach ‘long ‘baêl jiêt pôñaêm truh peâng jiêt centimet"
0028,"Đối với gieo hạt trực tiếp: Tra hạt theo các hốc trên rạch cách nhau 7-12 cm, mỗi hốc 1-2 hạt. Hoặc có thể cày một đường dọc theo luống để tạo rãnh và tra hạt dọc theo rãnh.","Adriêng jul adreâÊch tröêk tieâÊp: Jômul geêr ‘boi rim troâm lôêm rach kach adriêng tôpôêh truh minh jiêt ‘baêl centimet, minh troâm minh truh ‘baêl geêr. Thoi ôêi tôdrong kaêi minh trong yok ‘boi luoâÊng söê pôm ranh oeêng jômul yok ‘boi ranh"
0029,Kỹ thuật đặt bầu: Đất ruộng phải đảm bảo độ ẩm từ 85-90%.,Kô kach söê ‘bôu: Teh tômaên phai tômaên tôl ñoâ lôngôp ñôêng tôhngam jiêt pôñaêm truh tôxiênh jiêt phaân traêm
0030,"Trước khi đặt bầu bón lót 8-10 tấn phân chuồng hoai mục hoặc 2.500 kg phân hữu cơ vi sinh và 500-600 kg lân supe, nếu ruộng chua thì cần bón thêm 500 kg vôi bột.","Adrol jônang söê ‘bôu ‘boên lot tôhngam truh minh jiêt taâÊn phôêng chuoâng hoai buk thoi ‘baêl ôbôêu pôñaêm hrieâng kiloâgam phôêng höu kô vi sinh oeêng pôñaêm hrieâng truh drôêu hrieâng kiloâgam laân supe, tôêng tômaên ‘nhuê waê ‘boên pieâu pôñaêm hrieâng kiloâgam sra ‘boât"
0031,"Đặt bầu ngô theo hướng lá xòe ra 2 bên hàng và vuông góc với chiều dài luống, trồng ra ruộng khi ngô đạt 2-3 lá thật.","Söê ‘bôu hôbo ‘boi höôêng hla xoe leêch ‘baêl pah hang oeêng vuoâng goêk adriêng trong ñuoâÊi luoâÊng, pôtaêm leêch tômaên jônang hôbo ñat ‘baêl truh peâng hla tôpaê"
0032,Kỹ thuật bón phân kết hợp chăm sóc,Kô kach ‘boên phôêng adriêng tôdrong tôme rong
0033,Lượng phân bón/ha: 8-10 tấn phân chuồng hoai mục hoặc 2.500 kg phân + 600 kg lân supe + 420-450 kg đạm ure + 180-200 kg kaliclorua + 500 kg vôi bột.,Löông phôêng ‘boên lôêm minh hecta: Tôhngam truh minh jiêt taâÊn phôêng chuoâng hoai buk thoi ‘baêl ôbôêu pôñaêm hrieâng kiloâgam phôêng koâng drôêu hrieâng kiloâgam laân supe koâng puoân hrieâng ‘baêl jiêt truh puoân hrieâng pôñaêm jiêt kiloâgam ñam ure koâng minh hrieâng tôhngam jiêt truh ‘baêl hrieâng kiloâgam kaliclorua koâng pôñaêm hrieâng sra ‘boât
0034,"Bón lót trước khi trồng: Bón toàn bộ phân chuồng, lân và vôi bột.","‘Boên lot adrol jônang pôtaêm: ‘Boên ñiê phôêng chuoâng, laân oeêng sra ‘boât"
0035,"Bón thúc lần 1: Khi ngô bén rễ, hồi xanh (từ 3-5 ngày sau khi đưa bầu ra ruộng)","Boên thuêk maêng maê minh: Jônang hôbo leêch rieâÊh, hoâi kseê (ñôêng peâng truh pôñaêm ‘naêr ñôêng roêng jônang aên ‘bôu leêch bal)"
0036,"Bón cách gốc 10 cm với lượng 140-150 kg đạm urê + 60-65 kg kali clorua, kết hợp với tưới nước","‘Boên kach tôêm minh jiêt centimet adriêng löông minh hrieâng puoân jiêt truh minh hrieâng pôñaêm jiêt kiloâgam ñam ureâ koâng drôêu jiêt truh drôêu jiêt pôñaêm kiloâgam kali clorua, keâÊt hôêp adriêng chruh ñak"
0037,"Hoặc có thể hòa tan đạm, kali với nước để tưới kết hợp với vun vừa và làm cỏ. ","Thoi ôêi tôdrong hoa tan ñam, kali adriêng ñak söê chruh keâÊt hôêp adriêng khul tôm oeêng pôm nhaêt"
0038,"Bón thúc lần 2: Khi ngô được 5-6 lá, bón với lượng 140-150 kg đạm urê + 60-65 kg kali clorua, kết hợp với tưới nước, làm cỏ và vun cao. ","‘Boên thuk maêng maê ‘baêl: Jônang hôbo ñei pôñaêm truh drôêu hla, ‘boên adriêng löông minh hrieâng puoân jiêt truh minh hrieâng pôñaêm jiêt kiloâgam ñam ureâ koâng drôêu jiêt truh drôêu jiêt pôñaêm kiloâgam kali clorua, keâÊt hôêp adriêng chruh ñak, pôm nhaêt oeêng khul ñuoâÊi"
0039,"Bón thúc lần 3: Khi ngô được 10-11 lá, bón với lượng 140-150 kg đạm urê + 60-70 kg kali clorua, kết hợp với tưới nước, làm cỏ và vun cao để hạn chế đổ ngã.","‘Boên thuêk maêng maê peâng: Jônang hôbo ñei minh jiêt truh minh jiêt minh hla, ‘boên adriêng löông minh hrieâng puoân jiêt truh minh hrieâng pôñaêm jiêt kiloâgam ñam ureâ koâng drôêu jiêt truh tôpôêh jiêt kiloâgam kali clorua, keâÊt hôêp adriêng chruh ñak, pôm nhaêt oeêng khul ñuoâÊi söê han cheâ ‘long paêk"
0040,Độ ẩm đất thích hợp đối với ngô là 70-80%. Khi đất khô nếu không mưa thì phải tưới nước cho ngô.,Ñoâ lôngôp trô troê adriêng hôbo la tôpôêh jiêt truh tôhngam jiêt phaân traêm. Jônang teh khoâ tôêng biê ami thi phai chruh ñak aên hôbo
0041,"Cách tốt nhất là tưới theo rãnh, theo băng để ngâm qua một đêm rồi rút cạn nước. Không được để nước đọng gây ngập úng, rễ ngô sẽ bị thối, lá héo vàng.","Kô kach hôgeêi pôgloh la chruh ‘boi ranh, ‘boi ‘baêng söê ngaâm kua minh maêng roâi ruêt ñiê ñak. ‘Biê ñei söê ñak araê pôm hlôp, rieâÊh hôbo ‘bi hö, hla srieâng hoênh brôêu"
0042,"Những giai đoạn ngô rất cần nước là 3-4 lá, 7-10 lá, xoáy loa kèn, tung phấn phun râu và chín sữa.","Rim jônang hôbo pôgloh waê ñak la peâng truh puoân hla, tôpôêh truh minh jiêt hla, xoaêy loa ken, tung phaân phun soêk oeêng ñum söa"
0043,"Kỹ thuật phòng trừ sâu bệnh: Phòng trừ cỏ dại và sâu bệnh hại sớm, đặc biệt là: Sâu keo mùa thu, sâu đục thân, bệnh đốm lá, các bệnh sinh lý do thời tiết","Kô kach phong dôêt jôroâng ji: Phong dôt nhaêt oeêng jôroâng jiê glaêi sruoâÊih, pôgloh la: Jôroâng keo mua thu, jôroâng phaê ‘long, jiê ñoâm hla, rim jiê sinh lyê yua pleênh"
0044,"Đối với các bệnh sinh lý do rét, hạn như huyết dụ, vàng lá… cần chú ý giữ ẩm, bón phân cân đối đặc biệt là lân và kaly để tăng tính chống chịu của cây.","Adriêng rim jiê sinh lyê yua tônghieât, toê in hueât yuê, brôêu hla… waê ngoê hnhei jö lôngôp, ‘boên phôêng kaân ñoâÊi pôgloh la laân oeêng kali söê kjung tôdrong dôt chiu ñôêng ‘long"
0045,"Đối với sâu keo mùa thu: Tăng cường kiểm tra đồng ruộng, khi mật độ sâu cao sử dụng một trong các loại thuốc như: Lufen extra 100 EC, Enasin 32WP, Ratoin 5WG, Karuba WP, Bitadin WP.... để phun trừ, phun theo hàng, ướt đều cả hai mặt lá và nách lá.","Adriêng jôroâng keo mua thu: Kjung naêm ngoê hnhei bal, jônang maât ñoâ jôroâng lö chaê yuoâ minh lôêm rim loai bôgang in: Lufen extra minh hrieâng EC; Enasin peâng jiêt ‘baêl WP; Ratoin pôñaêm WG; Karuba WP; Bitadin WP… söê phun ‘bet, phun ‘boi hang, yoâm hôdôi ñiê ‘baêl maêt hla oeêng nach hla"
0046,Đối với sâu đục thân: Chọn và trồng giống ngô chống chịu sâu đục thân. Gieo trồng đúng thời vụ. ,Adriêng jôroâng phaê ‘long: ‘Yoêk oeêng pôtaêm adreâÊch hôbo dôt chiu jôroâng phaê ‘long. Jul adreâÊch trô troê thôi vuê
0047,"Không trồng rải rác tạo nguồn thức ăn cho sâu tồn tại từ vụ này sang vụ khác. Bắt sâu bằng tay, ngắt ổ trứng đem tiêu hủy. ","Biê pôtaêm rai rak pôm nguoân ñoâ sa aên jôroâng yaêl arih ñôêng vuê ôêu tôkan vuê nai. Roâp jôroâng ñôêng ti, köê tôpu kôtaêp naêm tieâu huy"
0048,"Khi mật độ sâu cao, dùng một trong các loại thuốc để phun hoặc rắc vào gốc cây ngô.","Jônang maât ñoâ jôroâng lö, chaê yuoâ minh lôêm rim loai bôgang söê phun thoi ‘bieât tômöt tôêm ‘long hôbo"
0049,"Đối với bệnh đốm lá: Ngắt bỏ lá bệnh khi mới xuất hiện, khi tỷ bệnh hại cao có thể sử dụng một trong các loại thuốc","Adring jiê ñoâÊm hla: Köê tuêk hla jiê jônang anao ‘boh ôêi leêch, jônang ty leâ jiê glaêi deâh ôêi tôdrong chaê yuoâ minh lôêm rim loai bôgang"
0050,Thu hoạch và bảo quản: Thu hoạch khi ngô chín hoàn toàn hoặc chín sinh lý (dấu hiệu chín sinh lý khi chân hạt có vết đen hoặc 70% số cây có lá bị khô hoặc độ ẩm đạt 28-30%).,Thu ‘yoêk oeêng jö vei: Thu ‘yoêk hôbo jônang hôbo ñum ñiê thoi ñum sinh lyê (jôêu hieâu ñum sinh lyê jônang jöng geêr ôêi veâÊt gaêm thoi tôpôêh jiêt phaân traêm ksoâÊ ‘long ôêi hla ‘bi srieâng thoi ñoâ lôngôp ñat ‘baêl jiêt tôhngam truh peâng jiêt phaân traêm)
0051,"Phơi khô, cất trữ ở nơi thoáng mát, khô ráo","draê srieâng, jö vei oei dônoê thoang mat, srieâng"
0052,"Phơi nắng hoặc sấy đến khi ẩm độ hạt đạt 14% thì đóng bao cất trữ hoặc treo ở nơi thoáng mát, khô ráo.","Draê toê thoi saâÊy truh jônang ñoâ lôngôp geêr ñat minh jiêt puoân phaân traêm thoi ‘bieât lôêm ‘bao jö vei thoi atol oei dônoê thoang mat, srieâng."
