ID,Tiếng Việt,Tiếng BaNa
0011,"Lượng mưa từ 1.000-2.000 mm/năm là thích hợp nhất. Sự phân bố mưa trong năm lại ảnh hưởng đến quá trình ra hoa đậu quả hơn là tổng lượng mưa. Mùa điều ra hoa kết trái thường kéo dài khoảng 2 tháng, vào giai đoạn này yêu cầu thời tiết phải thật khô ráo. ","Löông ami ñôêng minh ôbôêu truh ‘baêl ôbôêu milimet lôêm minh sônaêm la trô troê pôgloh. Tôdrong phaân ‘boâÊ ami lôêm sônaêm pôm anh höông truh tôdrong leêch pôkao ôêi pleêi loi la pôting löông ami. Mua ñieâu leêch pôkao ôêi pleêi deêch dui ñunh khoang ‘baêl kheêi, tômöt jônang anu kô waê pleênh phai tôpaê srieâng hoênh"
0012,"Nếu ở giai đoạn này nhất là vào thời kỳ cây trổ hoa nếu gặp mưa, dẫu chỉ là mưa nhỏ cũng đủ làm phấn hoa bết lại, khó bám dính vào côn trùng truyền phấn khiến cho quá trình thụ phấn bị ngưng trệ, sự thụ tinh không xảy ra được.","Tôêng oei jônang anu pôgloh la tômöt jônang ‘long leêch pôkao tôêng tôjröêm ami, aên la ami ken kung duh pôm phaâÊn pôkao ajin adriêng, kho ‘bam ajin tômöt koân trung trueân phaâÊn pôm aên jônang thu phaâÊn biê ñei, tôdrong thu tinh biê ñei ôêi leêch"
0013,"Mặt khác, hoa điều chứa nhiều mật ngọt, gặp điều kiện ẩm ướt sẽ là môi trường thuận lợi cho nấm bệnh phát triển gây hư hỏng các chùm hoa và cho các quả non đang hình thành. ","Tôdrong nai, pôkao ñieâu ôêi lö maât ‘ngam, tôjröêm tôdrong lôngôêp la moâi tröông alöng aên môêu jiê pôjing pôm hö rim chum pôkao oeêng rim pleêi ‘lôp atung hinh thanh"
0014,"Vì vậy chế độ mưa thích hợp cho cây điều ra hoa đậu quả là có hai mùa, mùa mưa và mùa khô phân biệt rõ rệt và khô kéo dài 4-5 tháng. Trong mùa mưa cây điều sinh trưởng, tích lũy chất dinh dưỡng để khi bước vào mùa khô sẽ ra hoa đậu quả thuận lợi.","Yua ‘noh tôdrong ami trô troê aên ‘long ñieâu leêch pôkao ôêi pleêi la ôêi ‘baêl mua, mua ami oeêng mua toê phaân ‘bieât ro reât oeêng toê dui ñunh puoân truh pôñaêm kheêi. Lôêm mua ami ‘long ñieâu yaêl arih, tiêch luy chaât yinh yöông söê jônang tômöt mua toê la leêch pôkao ôêi pleêi alöng"
0015,"Đất đai: Cây điều mọc được trên nhiều loại đất khác nhau. Tuy nhiên, cây điều chỉ sinh trưởng và cho năng suất cao ở những vùng có tầng đất sâu, thành phần cơ giới nhẹ, thoát nước tốt. Cây phát triển tốt trên đất sét pha cát không có tầng đất cái, với mực nước ngầm ở độ sâu từ 3-6m.","Teh: ‘Long ñieâu hon ñei lôêm lö loai teh nai. Maêleêi, ‘long ñieâu anao yaêl arih oeêng aên thu ‘yoêk deâh oei rim apung ôêi taâng teh jôruê, thanh phaân kô giôêi dal, thoat ñak hôgeêi. ‘Long pôjing hôgeêi lôêm teh kôtaê pha chuoâh biê ôêi taâng teh kaêi, adriêng möêk ñak ngaâm oei trong jôruê ñôêng peâng truh drôêu met"
0016,"Cây điều cũng có thể phát triển tốt trên đất cát pha, vì đặc tính thoát nước tốt, mặc dù loại đất này có độ màu mỡ không cao. Đất đỏ cũng thích hợp cho cây điều sinh trưởng và phát triển tốt.","‘Long ñieâu kung ôêi tôdrong pôjing hôgeêi lôêm teh chuoâh pha, yua tôdrong thoat ñak hôgeêi,  thoi loai teh anu ôêi tôdrong lieâm biê lö. Teh goâh kung alöng aên ‘long ñieâu yaêl arih oeêng pôjing hôgeêi"
0017,"Trồng điều trên các loại đất sét nặng, bí chặt, đất feralit vùng đồi có tầng đá nổi hoặc tầng sỏi kết gần trên mặt; đất cát rời rạc có tầng nước ngầm ở quá sâu thì cây vẫn sống nhưng không phát triển được và cho cho năng suất rất thấp.","Pôtaêm ñieâu lôêm rim loai teh kôtaê deâh, ‘biê kôjaêp, teh feralit apung groi ôêi taâng tamo noâi thoi taâng tamo keâÊt jeâÊ kôpöng maêt; teh chuoâh rôi ôêi taâng ñak ngaâm oei pôgloh jôruê thoi ‘long araê arih maêleêi biê pôjing ñei oeêng aên thu ‘yoêk pôgloh ‘biêa"
0018,"Đặc điểm một số giống điều chọn lọc: Giống điều phải đạt các tiêu chuẩn sau: Năng suất cao và ổn định (1,5-2 tấn/ha); Tỷ lệ nhân lớn hơn 28%; Kích cỡ hạt ít hơn 170 hạt/kg; Số trái/chùm từ 5-10 trái. Tỷ lệ chồi ra hoa lớn hơn 75%, cây sinh trưởng khỏe, phát tán đều và ít sâu bệnh.","Ñaêk ñieâm minh ksoâÊ adreâÊch ñieâu chon loêk: AdreâÊch ñieâu phai ñat rim tôdrong ñôêng roêng ôêu: Thu ‘yoêk deâh oeêng alöng (minh pheêi pôñaêm truh ‘baêl tôêng minh hecta); Ty leâ nhaân groâng loi ‘baêl jiêt tôhngam phông traêm; kiêch kô geêr ‘bia loi minh hrieâng tôpôêh jiêt geêr lôêm minh kiloâgam; ksoâÊ pleêi lôêm minh chum ñôêng pôñaêm truh minh jiêt toê. Ty leâ hô‘bu leêch pôkao groâng loi tôpôêh jiêt phaân traêm, ‘long yaêl arih jaêng, phat gôdai hôdôi oeêng ‘biêa jôroâng jiê"
0019,"Các giống điều ghép được trồng phổ biến ở Lâm Đồng là BO1, PN1, MH4/5, MH 5/4","Rim adreâÊch ñieâu gheêp ñeêi pôtaêm phoâ ‘bieâÊn oei Laâm Ñoâng la BO minh, PN minh, MH puoân lôêm pôñaêm, MH pôñaêm lôêm puoân"
0020,Tiêu chuẩn cây giống điều ghép: Tuổi cây làm gốc ghép từ 3-4 tháng tuổi; tuổi cây xuất vườn kể từ khi ghép > 45 ngày tuổi; Chiều cao cây tính từ mặt bầu 20-25cm; Số tầng lá đã phát triển hoàn chỉnh đạt 1-2 tầng; đường kính gốc > 8mm; chiều cao chồi ghép > 10cm ,Tieâu chuaân ‘long adreâÊch ñieâu gheêp: Tuoâi ‘long pôm tôm gheêp ñôêng peâng truh puoân kheêi; sônaêm ‘long leêch vöôn khan ñôêng jônang gheêp groâng loi puoân jiêt pôñaêm ‘naêr; trong ñuoâÊi ‘long tiênh ñôêng maêt ‘bôu ‘baêl jiêt truh ‘baêl jiêt pôñaêm centimet; KsoâÊ taâng hla jôh pôjing keh kong ñat minh truh ‘baêl taâng; ñöông kinh tôm groâng loi tôhngam milimet; trong ñuoâÊi hô‘bu gheêp groâng loi minh jiêt centimet
0021,"Thân mọc thẳng, vết ghép tiếp hợp tốt; cây giống không bị nhiễm sâu bệnh, dị hình; kích thước bầu đất 15 x 33cm hoặc 15 x 25cm; được huấn luyện ngoài ánh sáng hoàn toàn từ 10-15 ngày.","‘Long hon tôpaêt, veâÊt gheêp tieâÊt hôêp hôgeêi; ‘long adreâÊch biê ‘bi nhieâm jôroâng jiê, yi hinh; kiêch thöôêk ‘bôu teh minh jiêt pôñaêm nhông peâng jiêt peâng centimet thoi minh jiêt pôñaêm nhông ‘baêl jiêt pôñaêm centimet; ñei huaâÊn lueân ôgah rôdah ñôêng minh jiêt truh minh jiêt pôñaêm ‘naêr"
0022,"Chuẩn bị đất trồng: Sau khi kiểm tra thổ nhưỡng loại trừ những chỗ có lớp đất mặt quá mỏng hoặc có quá nhiều đá, đất thoát nước kém hoặc đất có những yếu tố bất lợi khác và tiến hành dọn sạch thực bì hoang dại trên toàn bộ lô đất của vườn điều. ","Chuaân ‘bi teh pôtaêm: Ñôêng roêng ngoê hnheêi jing teh loai tuêk rim dônoê teh ôêi lôêp maêt pôgloh ateêng thoi ôêi pôgloh lö tamo, teh thoat ñak kheê thoi teh ôêi rim tôdrong bröê nai oeêng pôm don sach thöêk ‘bi pôkueê lôêm loâ teh ñôêng vöôn ñieâu"
0023,"Các loại cây bụi ưa sáng, mắc cỡ, cỏ tranh là những loài cây hoang dại phát triển rất mạnh trong mùa mưa và chết đồng loạt vào mùa khô lại có thể tái sinh mạnh hơn vào năm sau vừa làm đất bạc màu thêm vừa gây nguy cơ cháy là nhân tố bất lợi cho vườn điều. ","Rim loai ‘long tônôm waê rôdah, ‘breên, ja la rim loai ‘long pôkueê pôjng pôgloh deâh lôêm jan ami oeêng luoâÊch ñiê lôêm jan toê phang ôêi tôdrong yaêl arih pieâu deâh loi tômöt sônaêm roêng böa pôm teh bröê pieâu böa ôêi tôdrong uênh sa la tôdrong pôm glaêi aên vöôn ñieâu"
0024,"Đối với loại cây bụi lớn có hệ rễ ăn sâu dùng máy ủi sạch sau đó cày tơi lại 1 lần và bừa 1 lần, đối với cây bụi nhỏ và cỏ dại có thể cày 1 lần và bừa 1 lần. ","Adriêng loai ‘long tônôm groâng ôêi heâ rieâÊh sa ñuoâÊi chaê yuoâ maêy ui sach ñôêng roêng ‘noh kaêi lômön pieâu minh maêng oeêng ‘böa minh maêng, adriêng ‘long tônôm ken oeêng nhaêt pôkueê ôêi tôdrong kaêi minh maêng oeêng ‘böa minh maêng"
0025,"Công việc làm sạch thực bì phải được tiến hành vào đầu mùa mưa khi phần lớn các loại cây, cỏ dại mới tái sinh đồng loạt và chưa kịp ra hoa, kết hạt.","Tôdrong pôm sach thöêk ‘bi phai ñei pôm tômöt kôl jan ami jônang trong groâng rim loai ‘long, nhaêt pôkueê anao yaêl arih pieâu oeêng ñim tôtam leêch pôkao, ôêi pleêi"
0026,Đối với đất đồi núi không cày bừa được phải chặt cây đánh gốc rồi mới cuốc hố trồng theo bậc thang tại chỗ để hạn chế tình trạng xói mòn rửa trôi đất trong mùa mưa.,Adriêng teh groi koâng biê kaêi ‘böa ñei phai koh ‘long sil tôm roâi anao boêk troâm pôtaêm ‘boi ‘bôêk thang lôêm minh dônoê söê pôm tôdrong tôdrong hlih teh pôm ñôêng teh lôêm jan ami
0027,"Việc làm đất kỹ lưỡng và kịp thời vụ chi phí có thể hơi cao, song tính toán lâu dài thực ra lại có hiệu quả cao vì giảm được công chăm sóc sau này đồng thời tạo điều kiện cho vườn điều sinh trưởng thuận lợi và sớm được thu hoạch.","Tôdrong pôm teh ky oeêng tôtam thôi vuê jeân ôêi tôdrong khaê lö, maêleêi tôêng tiênh ñunh ôêi thu ‘yoêk deâh yua pôm tôjul ñei koâng tôme rong ñôêng roêng ôêi thoi ‘noh pôm tôdrong aên vöôn ñieâu yaêl arih alöng oeêng suoâÊih ñei thu ‘yoêk"
0028,"Xây dựng vườn điều: Để bảo đảm việc chăm sóc và bảo vệ đất, vườn cây cần được được thiết kế, xây dựng trước khi trồng.","Tôjung pôm vöôn ñieâu: Söê tômaên tôl tôdrong tôme rong oeêng jö vei teh, vöôn ‘long waê ñei thieâÊt keÊâ, tôjung pôm adrol jônang pôtaêm"
0029,Trong quá trình phân chia lô trên vườn điều phải chú ý đến đường vận chuyển. Việc chuẩn bị hố trồng phải được đánh dấu trước để bảo đảm khoảng cách trồng đúng như dự kiến.,Lôêm jônang asong loâ lôêm vöôn ñieâu phai ngoê hnheêi truh tôdrong vaân chueân. Tôdrong chuaân ‘bi troâm pôtaêm phai ñei ñaênh jôêu adrol söê tômaên tôl khoang kach pôtaêm trô troê adriêng tôdrong pôtho khan
0030,"Thiết kế băng chống xói mòn: Trên những vùng đồi, có độ dốc lớn cần tiến hành làm bậc thang cho từng gốc điều. Tốt nhất là tiến hành làm bậc thang tại chỗ bằng cách lấy phần đất ở phần dốc phía trên gốc cây (a) đem đắp vào gốc cây phía dốc bên dưới (b) bán kính vòng bậc thang rộng khoảng 1,5 m.","ThieâÊt keâÊ ‘baêng dôêt hlih teh: Lôêm rim apung groi, ôêi ñoâ tôgeêl groâng waê pôm ‘bôêk thang aên rim tôm ñieâu. Hôgeêi pôgloh la pôm ‘bôêk thang oei minh nôi ñôêng kô kach ‘yoêk phaân teh oei phaân tôgeêl pah kôpöng tôm ‘long (a) ‘yoêk ‘buê tômöt tôm ‘long pah tôgeêl ôla (b) ‘ban kiênh vong ‘bôêk thang saê khoang minh pheêi pôñaêm met"
0031,"Thiết kế hàng cây chắn gió: Nhìn chung ở những vùng có gió mạnh làm gãy cành, gây ảnh hưởng xấu khi cây ra hoa đậu quả cần thiết lập hàng cây chắn gió kết hợp dùng làm băng cản lửa.","ThieâÊt keâÊ hang ‘long gôên kyal: Ngoê adriêng oei rim apung ôêi kyal deâh pôm tôköê tô‘bra, pôm anh höông bröê jônang ‘long leêch pôkao ôêi pleêi waê pôm hang ‘long gôên kyal adriêng chaê yuoâ pôm ‘baêng gôên uênh"
0032,"Hàng cây chắn gió nên thiết lập thẳng góc với hướng gió hại chính hay nghiêng một góc 600. Cây chắn gió nên chọn những cây có sức chịu dựng cao như muồng đen, keo tai tượng","Hang ‘long gôên kyal waê pôm tôpaêt goêk adriêng höôêng kyal chiênh thoi nghieâng minh goêk drôêu hrieâng. ‘Long gôên kyal waê chaê rim ‘long ôêi tôdrong chiu deâh in muoâng gaêm, keo tai töông"
0033,"Thời vụ trồng: Trồng vào đầu mùa mưa, ngay khi đất được hưởng lượng nước mưa đầu vụ trở nên mềm, dễ làm. Như vậy cây sẽ có điều kiện sinh trưởng thuận lợi suốt cả mùa mưa. ","Jônang pôtaêm: Pôtaêm tômöt kôl jan ami, jônang teh ñei höông löông ñak ami kôl vuê ñei lômön, hlaêu pôm. In ‘noh ‘long ôêi tôdrong yaêl arih alöng lôêm ñiê jan ami"
0034,"Ở Lâm Đồng, thời vụ trồng điều thích hợp nhất là khi mùa mưa ổn định, thường bắt đầu trồng vào tháng 6 đến 15 tháng 8 dương lịch. ","Oei Laâm Ñoâng, jônang pôtaêm trô troê pôgloh la jônang jan ami oân ñinh, deêch pôtaêm tômöt kheêi drôêu truh minh jiêt pôñaêm kheêi tôhngam yöông liêch"
0035,"Mật độ và khoảng cách trồng: Thực tế sản xuất điều cho thấy nhiều vườn điều trồng dày, sau khi tỉa thưa năng suất vẫn không cao bởi vì điều là cây ưa sáng, tán lá phát triển mạnh trong những năm đầu, khi trồng quá dày cây sẽ bị vống cao với bộ tán lá hẹp, thưa thớt cho dù đã tỉa bỏ bớt cây thì tán lá vẫn không phát triển rộng được.","Maât ñoâ oeêng khoang kach pôtaêm: Thöêk teâÊ choh jang ñieâu aên ‘boh lö vöôn ñieâu pôtaêm hô‘bôl, ñôêng roêng tia thöa thu ‘yoêk araê biê lö yua ñieâu la ‘long waê rôdah, gôdai pôjing deâh lôêm rim sônaêm pôtôm, jônang pôtaêm pôgloh hô‘bôl ‘long ‘bi voâÊng ñuoâÊi adriêng ‘boâ gôdai ken, thöa thôt aên ôêi jôh tia tuêk ‘bôt ‘long thoi gôdai araê biê pôjing saê ñei"
0036,"Kết quả là năng suất vẫn không được cải thiện. Mật độ trồng khuyến cáo là 178 cây/ha, khoảng cách 7x8m.","KeâÊt qua la thu ‘yoêk araê biê ñei alöng, maât ñoâ pôtaêm pôtho khan la minh hrieâng tôpôêh jiêt tôhngam ‘long lôêm minh hecta, khoang kach tôpôêh nhông tôhngam met"
0037,"Đào và chuẩn bị hố trồng: Trước khi trồng nên thiết kế để định hướng và định cự ly trồng cho chính xác. Nếu trồng theo hàng, cần thiết kế các hàng theo hướng Bắc - Nam để cây tận dụng tối đa điều kiện ánh sáng cho sự phát triển bộ tán lá và sự ra hoa kết quả sau này.","Sil oeêng chuaân ‘bi troâm pôtaêm: Adrol jônang pôtaêm waê thieâÊt keâÊ söê ñinh höôêng oeêng ñinh köê ly pôtaêm aên trô troê. Tôêng pôtaêm ‘boi hang, waê thieâÊt keâÊ rim hang ‘boi kôpah Baêk – Nam söê ‘long taân juêng pôgloh tôdrong rôdah aên tôdrong pôjing ‘boâ gôdai oeêng tôdrong leêch pôkao ôêi pleêi ñôêng roêng ôêu"
0038,"Đào hố theo hình hộp có kích thước 50x50x50cm hoặc 60x60x60cm. Khi đào hố cần chú ý để lớp đất mặt tơi xốp, nhiều mùn sang một bên miệng hố, phần đất dưới sâu để riêng ở miệng hố bên kia.","Sil troâm ‘boi hinh hoâp ôêi kiêch thöôêk pôñaêm jiêt nhôêng pôñaêm jiêt nhông pôñaêm jiêt centimet thoi drôêu jiêt nhông drôêu jiêt nhông drôêu jiêt centimet. Jônang sil troâm waê ngoê hnheêi söê lôêp teh maêt lômön, lö buk minh kôpah troâm, phaân teh oei jôruê söê kôdih oei ‘bôl troâm kôpah to"
0039,"Đào hố xong, trộn lớp đất mặt đã để riêng với 10-20kg phân chuồng hoai + 0,5kg phân lân để bón lót. Sau khi đã trộn đều, kéo xuống lòng hố. Việc trộn phân lấp hố phải hoàn tất trước khi trồng ít nhất từ 20 -25 ngày.","Sil troâm keh, jrôêu lôêp teh maêt jôh söê kôdih adriêng minh jiêt truh ‘baêl jiêt kiloâgam phôêng chuoâng hoai koâng khoâng pheêi pôñaêm kiloâgam phôêng söê tuh lot. Ñôêng roêng jônang jôh jrôêu hôdôi, aên tômöt troâm. Tôdrong jrôêu phôêng ‘buê troâm phai keh kong adrol jônang pôtaêm ‘biêa pôgloh ñôêng ‘baêl jiêt truh ‘baêl jiêt pôñaêm ‘naêr"
0040,"Kỹ thuật trồng: Khi mưa ổn định, đem cây con đã đủ tiêu chuẩn xuất vườn ra trồng.  Đối với đất xám hàm lượng sét cao, thoát nước kém phải vun đất đắp gốc để nước không đọng trong hố trồng sau những cơn mưa lớn.","Kô kach pôtaêm: Jônang ami oân ñinh, cheêp ‘long kon jôh duh tôdrong leêch vöôn naêm pôtaêm. Adriêng teh xam ham löông kôtaê lö, thoat ñak kheê phai khôl teh ‘buê tôm söê ñak biê töng lôêm troâm pôtaêm ñôêng roêng rim maêng ami groâng"
0041,"Khi trồng, rải 10-20g Furadan/hố (để hạn chế kiến mối phá hoại cây con), tiến hành móc trộn lại hố, đặt bầu cây xuống cạnh hố dùng dao sắc cắt bỏ đi khoảng 2-3cm dưới đáy bầu, đặt bầu cây xuống chính giữa hố, rạch 1 đường theo chiều dọc của bầu và kéo bầu nilon ra, nén chặt đất quanh gốc cây.","Jônang pôtaêm, ta minh jiêt truh ‘baêl jiêt gam Furadan lôêm minh troâm (söê pôm tôjul hmuoâÊch, kôtieâl phaê ‘long kon), pôm jrôêu pieâu troâm, söê ‘bôu ‘long jul jeâÊ troâm ‘yoêk seêng kaêt tuêk khoang ‘baêl truh peâng centimet ôla ñaêy ‘bôu, söê ‘bôu ‘long jul tôêk pôêk troâm, rach minh trong ‘boi chieâu ‘yoêk ñôêng ‘bôu oeêng dui ‘bôu nilon leêch, ‘buê kôjaêp teh taêp dal tôm ‘long."
0042,"Trồng xong nếu không gặp mưa, cần tiến hành tưới nước cho điều với lượng tưới ít khoảng 20 - 30 lít/hố để rễ và đất trong bầu liên kết với đất trong hố và cung cấp đủ nước cho cây con phòng khi gặp hạn trong những ngày đầu.","Pôtaêm keh tôêng biê tôjröm ami, waê chruêh ñak aên ñieâu adriêng löông chruêh ‘biêa khoang ‘baêl jiêt truh peâng jiêt lit lôêm minh troâm söê rieâÊh oeêng teh lôêm ‘bôêu lieân keâÊt adriêng teh lôêm troâm oeêng tôguêm duh ñak aên ‘long kon phong jônang tôjröêm toê phang lôêm rim ‘naêr pôtôm"
0043,"Trồng dặm ngay khi thấy cây con chết để đảm bảo mật độ trồng và sinh trưởng đồng đều của vườn cây. Trong 2 năm đầu, cây còn nhỏ dễ bị gió mạnh làm long gốc, nghiêng cây và gãy cành, nên trồng các loại cây chắn gió tạm thời như cây muồng hoa vàng vào giữa 2 hàng điều.","Pôtaêm pieâu lôêm jônang ‘boh ‘long kon luoâÊch söê tômaên tôl maât ñoâ pôtaêm oeêng yaêl arih hôdôi ñôêng vöôn ‘long. Lôêm ‘baêl sônaêm pôtôm, ‘long araê ken hlaêu ‘biê kyal deâh pôm rôêu tôm, nghieâng ‘long oeêng tôköê tô‘bra, waê pôtaêm rim loai ‘long gôên kyal tam thôi in ‘long muoâng pôkao brôêu tômöt tôêk pôêk ‘baêl hang ñieâu"
0044,"Làm cỏ: Việc trừ cỏ ở những vườn điều mới trồng trong những năm đầu tiên là rất quan trọng vì cỏ dại sẽ cạnh tranh chất dinh dưỡng, ánh sáng và nước với điều. ","Pôm nhaêt: Tôdrong ‘beêt nhaêt oei rim vöôn ñieâu anao pôtaêm lôêm rim sônaêm pôtôm la pôgloh yua nhaêt kanh tranh chaât yinh yöông, rôdah oeêng ñak adriêng ñieâu"
0045,"Trong thời gian cây còn nhỏ cần làm sạch cỏ ngay trong gốc và cách mép tán từ 30-50 cm, thường làm sạch cỏ 3 đến 4 đợt/năm. ","Lôêm jônang ‘long araê ken waê pôm sach nhaêt lôêm tôm oeêng kach tôpanh gôdai ñôêng peâng jiêt truh pôñaêm jiêt centimet, deêch pôm sach nhaêt peâng truh puoân maêng lôêm minh sônaêm"
0046,"Vào cuối mùa mưa nên phát dọn sạch cỏ và đốt hoặc cày chống cháy ngay để hạn chế cháy vườn vào mùa khô. Trong vườn điều kinh doanh đã khép tán, làm cỏ 1 năm 2-3 lần vào đầu, giữa và cuối mùa mưa. ","Tômöt atuêch jan ami waê möêih sach nhaêt oeêng soh thoi kaêi dôêt uênh sa söê pôm tôjul uênh sa vöôn tômöt jan toê phang. Lôêm vöôn ñieâu teêch bôdro jôh kheêp gôdai, pôm nhaêt minh sônaêm ‘baêl truh peâng maêng tômöt pôtôm, tôêk pôêk oeêng atuêch jan ami"
0047,Việc làm cỏ và dọn sạch vườn vào cuối mùa mưa có tác dụng giúp cho việc thu hoạch sản phẩm được thuận lợi.,Tôdrong pôm nhaêt oeêng don sach vöôn tômöt atuêch jan ami oeêng tôdrong tôguêm aên tôdrong thu ‘yoêk san phaâm ñei alöng
