ID,Tiếng Việt,Tiếng BaNa
0023,"Sau giâm 15 - 20 ngày, tưới bổ sung dinh dưỡng bằng nước phân lân (hoặc NPK) loãng (5kg /1 sào 360 m2). Ngừng bón phân vô cơ trước khi bứng cây con ra trồng khoảng 10 ngày.","Ñôêng roêng giaâm minh jiêt pôñaêm truh ‘baêl jiêt ‘naêr, chruh tôguêm yinh yöông ñôêng ñak phôêng laân (thoi NPK) loang (pôñaêm kiloâgam lôêm minh sao peâng hrieâng drôêu jiêt met vuoâng). Thoâi ‘boên phôêng höu kô adrol jônang grôê ‘long kon leêch pôtaêm khoang minh jiêt ‘naêr"
0024,Kỹ thuật chăm cây trưởng thành ,Kô kach tôme rong ‘long groâng
0025,Sau 15-20 ngày các hom cây non sẽ ra rễ và phát triển bình thường. ,Ñôêng roêng minh jiêt pôñaêm truh ‘baêl jiêt ‘naêr rim hom ‘long ken jôh leêch rieâÊh oeêng pôjing ‘binh thöông
0026,"Trong thời kỳ này ta chỉ cần chăm sóc cây non bình thường, kết hợp các yếu tố cung cấp nước đầy đủ để giữ độ ẩm cho cây phát triển.","Lôêm jônang anu, bôên waê tôme rong ‘long kon ‘binh thöông, adriêng rim tôdrong tôguêm ñak duh söê jöê ñoâ lôngôp aên ‘long pôjing"
0027,"Ngoài ra ta có thể kết hợp làm cỏ, xới đất nhẹ trên bề mặt cho đất tơi xốp để cây trồng nhanh bén rễ, phát triển nhanh hơn. Kết hợp làm diệt sâu bọ cho cây và bón phân để cung cấp chất dinh dưỡng cho cây phát triển.","Minh kôpah bôên ôêi tôdrong adriêng pôm nhaêt, khôl teh dal lôêm trong maêt aên teh lômön söê pôtaêm ‘long ranh leêch rieâÊh, pôjing ranh loi. Adriêng pôm ‘bet jôroâng aên ‘long oeêng ‘boên phôêng söê tôguêm yinh yöông aên ‘long pôjing"
0028,Kỹ thuật thu hoạch cây,Kô kach thu ‘yoêk ‘long
0029,Cây Giảo cổ lam sau 4 - 5 tháng kể từ ngày trồng (tuỳ theo tốc độ sinh trưởng và phát triển về khối lượng dược liệu của cây trên từng thửa ruộng) có thể tiến hành thu hoạch dược liệu.,‘Long jao koâ lam ñôêng rong puoân truh pôñaêm kheêi khan ñôêng ‘naêr pôtaêm (tuy ‘boi tôdrong yaêl arih oeêng pôjing lôêm khoâÊi löông yöôêk lieâu ñôêng ‘long lôêm rim toê bal) ôêi tôdrong pôm thu ‘yoêk yöôêk lieâu
0030,Một số lưu ý về kĩ thuật thu hoạch,Minh ksoÊâ ngoê hnheêi lôêm kô kach thu ‘yoêk
0031,"Không thu hoạch sau những đợt mưa dài, khi đó hàm lượng hoạt chất thấp và tỷ lệ dược liệu tươi/khô rất cao, phơi lâu khô. Nên thu hoạch vào những ngày nắng to, để đảm bảo dược liệu có màu xanh đẹp.","Biê thu ‘yoêk ñôêng roêng rim maêng ami ñunh, jônang ‘noh ham löông hoat chaâÊt ‘biêa oeêng ty leâ yöôêk lieâu arih/srieâng pôgloh deâh, draê ñunh srieâng. Waê thu ‘yoêk tômöt rim ‘naêr toê deâh, söê tômaên tôl yöôêk lieâu ôêi môu kseê lieâm"
0032,"Nên thu hoạch sau khi bón phân ít nhất 3 tuần. Không được thu hoạch sau khi bón phân vì như vậy sẽ còn tồn dư đạm nitrat trong dược liệu, ảnh hưởng đến chất lượng dược liệu.","Waê thu ‘yoêk ñôêng roêng jônang ‘boên phôêng ‘biêa pôgloh peâng tuoân. Biê ñei thu ‘yoêk ñôêng roêng ‘boên phôêng yua in ‘noh araê lôkah ñam nitrat lôêm yöôêk lieâu, anh höông truh tôdrong thu ‘yoêk ñei yöôêk lieâu"
0033,"Thu hoạch: Cắt toàn bộ cây, chỉ để lại phần gốc cây cách mặt đất khoảng 20 - 30 cm để cây có điều kiện tiếp tục tái sinh cho thu hoạch lứa sau.","Thu ‘yoêk: Kaêt ñi ‘long, araê söê phaân tôm ‘long kach maêt teh khoang ‘baêl jiêt truh peâng jiêt centimet söê ‘long ôêi tôdrong ling lang yaêl arih aên thu ‘yoêk maêng ñôêng roêng"
0034,"Năng suất trung bình đạt 82,8 - 120 kg dược liệu khô/sào bắc bộ (360 m2)/lứa cắt, tương đương 2.300 - 3.000 kg dược liệu khô/ha/lứa cắt.","Naêng suaât tiênh jônuêm ñat tôhngam jiêt ‘baêl pheêi tôhngam truh minh hrieâng ‘baêl jiêt kiloâgam yöôêk lieâu srieâng lôêm minh sao ‘baêk ‘boâ (peâng hrieâng drôêu jiêt met vuoâng) minh maêng kaêt, dang dang ‘baêl ôbôêu peâng hrieâng truh peâng ôbôêu kiloâgam yöôêk lieâu srieâng minh hecta minh maêng kaêt"
0035,"Cây thu hoạch về rửa sạch hết đất, nhặt sạch cỏ dại và các chất lẫn tạp, để ráo nước, băm khúc dài khoảng 3 - 3,5 cm","‘Long thu ‘yoêk söt ‘nhao sach ñiê teh, ‘yoêk sach ‘nhaêt oeêng rim ñoâ pô kueê, söê srieâng ñak, koh khuk ñuoâÊi khoang peâng truh peâng pheêi pôñaêm centimet"
0036,"Rãi mỏng trên bạt sạch, phơi dưới nắng to, thường xuyên đảo đều đến khi dược liệu khô đạt độ ẩm khoảng ≤ 12% là được.","Ta ateêng lôêm ‘bat sach, draê leêch toê deâh, deêch jôdrôêu hôdôêi truh jônang yöôêk lieâu srieâng ñat ñoâ lôngôp khoang ken loi thoi dang dang minh jiêt ‘baêl phaân traêm la ñei"
0037,Hiện tại việc nghiên cứu và trồng cây giảo cổ lam rất phát triển và cũng rất thành công một số quy mô ở các vùng miền khác nhau.,Ahreêi tôdrong nghieân köêu oeêng pôtaêm ‘long jiao koâ lam pôgloh pôjing oeêng kung pôgloh keh kong minh ksoÊâ kuy moâ oei rim apung nai
0038,Trồng cây giảo cổ lam cho người trồng năng suất khá cao.,Pôtaêm ‘long jao koâ lam aên bôngai pôtaêm thu ‘yoêk khaê lö
0039,"Thống kê năng suất trung bình của trồng cây giảo cổ lam (2,3 kg/m2 cây giảo cổ lam) với giá bán là 14.000 đ/kg, thì mỗi ha (chỉ thực trồng 6.000 m2) cho thu nhập 210 triệu đồng","Pôtho khan thu ‘yoêk tiênh jônuêm ñôêng pôtaêm jao koâ lam (‘baêl pheêi peâng kiloâgam lôêm minh met vuoâng ‘long jao koâ lam) adriêng giaê teêch la minh jiêt puoân ôbôêu minh kiloâgam, thoi minh hecta (chi tôpaê pôtaêm drôêu ôbôêu met vuoâng) aên thu ‘yoêk ‘baêl hrieâng minh jiêt trieâu ñoâng"
0040,"Giá trị này tạo ra cao hơn so với việc trồng các loại cây: ngô, khoai, lúa… tương ứng trên diện tích và khâu chăm sóc giống thế.","Giaê tri anu pôm leêch deâh loi pôting adriêng tôdrong pôtaêm rim loai ‘long: hôbo, ‘bum, ‘ba… töông öêng lôêm chñeh teh oeêng tôdrong tôme rong in ‘noh"
0041,Rõ ràng cây giảo cổ lam không những đem lại cho chúng ta rất nhiều về tính năng dược học mà nó còn đem lại giá trị kinh tế rất cao cho con người.,Ro rang ‘long jao koâ lam biê thoâi cheêp aên bôên pôgloh lö lôm tôdrong yöôêk hoêk maê hô araê cheêp aên giaê tri kinh teÊâ pôgloh lö aên bôngai.
