ID,Tiếng Việt,Tiếng BaNa
0016,"Đóng túi: Nhồi giá thể vào túi, khi cách miệng túi 10 cm thì dùng ống nhựa tròn có đường kính 2 cm dài 3 cm luồn vào rồi gập nilon xuống, lấy dây chun nịt chặt, dùng bông sạch nút chặt miệng túi, đậy nắp nhựa tránh nút bông bị ướt khi hấp thanh trùng.","Sĭt 'bơ̆l atŭm: kơ'nhĕt 'nhă 'long mư̆t lơ̆m atŭm, tơkơh đơ̆ng 'noh truh tơ'bơ̆l atŭm  la minh jĭt cm 'nao 'yok kơlok nhưa să dang 'bar cm  đuô̆i 'pêng cm chơrŏh mư̆t  đơ̆ng rong ĕi tơjăt mơlung jul, 'yŏk tơlĕi tơhyot chô̆ 'yăp, 'yŏk kơpaih uôl kơ'nhĕt 'yăp 'bơ̆l atŭm, 'yŏk tơnglơ̆p nhưa wiêl dơnŏ chô̆ kơpaih bĭ ăn 'yôm kơpaih 'nao sư̆ dơnŏ âl âl ăn luôch giŏng quê̆."
0017,"Thanh trùng: Có 2 cách hấp thanh trùng: Hấp bằng nồi áp suất và hấp cách thủy ở nhiệt độ 95 - 1000C, duy trì thời gian đun từ 15 - 18 giờ. ","sư̆ pơm ăn giŏng luôch: ơ̆i 'bar tơdrong sư̆ pơm ăn giŏng luôch: sư̆ lơ̆m gŏ khĭt kơ'nglŭp ăn lĕch  đak chơuôt  dang sĭn jĭt đăm truh minh ơ'bơ̆u đô C, sư̆ đunh dang minh jĭt đăm truh minh jĭt tơhngam giơ.   "
0018,"Hết thời gian hấp, mở cửa lò cho nguội bớt rồi chuyển bịch ra ngoài tránh để lâu sẽ ướt nút bông, tháo bỏ chụp nilon, chuyển túi vào phòng cấy.","jơh aleh ơ̆p, pơlok 'măng sơlung ăn lơngưp đơ̆ng rŏng ĕi 'yok đĭ atŭm jơh đĕi ơ̆p chĕp lĕch agah bĭ ăn sư̆ đunh 'jŭ yôm dơnŏ chô kơpaih, 'dư̆ng tôk dơnŏ sŭp mơlung chĕp đĭ atŭm mư̆t lơ̆m phong sư̆ cay"
0019,Từ khi trộn giá thể tới lúc thanh trùng túi giá thể không quá 6 giờ.,đơ̆ng drơ̆u 'nhă 'long truh ơ̆p ăn giŏng luôch bĭ ăn sư̆ atŭm 'nhă 'long gloh dơdrơ̆u giơ
0020,Khi cấy giống cần chuẩn bị,jơ nang wă pơtăm bơ̆n phai choro adrol minh sô đô.
0021,"Phòng cấy giống rộng 2 - 4 m2, dọn sạch sẽ, có 1 bàn cấy, nếu phòng rộng dùng nilon hoặc bạt ngăn hẹp lại.","phong sư̆ pơtăm adrĕch să dang 'bar truh puôn m2, chơpuih ăn uôh iêl, ơ̆i minh tŏ bang sư̆ pơtăm,tơ̆ng phong să 'yŏk hlah mơlung weng 'yŏk minh chơđeh chơkot să kơdơ̆t ăn kơchiê̆.  "
0022,"Dụng cụ cấy gồm: dùi gỗ, que cấy, cồn 700. ","đô sư̆ vă pơtăm ơ̆i : kơnho sư̆ cheu 'long, 'long sư̆ chơtăp pơtăm , côn pơjĭt đô."
0023,"Khi túi giá thể nguội hẳn thì cấy giống bằng cách dùng dùi gỗ chọc 1 lỗ giữa túi sâu 12 - 15 cm, lấy que cời giống từ túi giống sang cho đầy lỗ, đậy lại nắp bông.","Hla như atŭm 'nhă 'long lơngơp 'nao pơtăm 'yŏk kơnho cheu minh pơlôh tŏpŏk atŭm jrŭ minh jĭt 'bar truh minh jĭt đăm cm, 'yŏk 'long chơquel adrĕch đơ̆ng atŭm adrĕch ăn 'bĕnh lơ̆m blôh, 'yŏk tơnglơ̆p kơpaih kơchăt pơlôh.    "
0024,"Thao tác cấy giống cần nhanh, thường xuyên thanh trùng dụng cụ cấy bằng cồn.","jơnang pơtăm adrĕch phai pơm mă kuăng, đô sư̆ pơtăm hla như kŭng phai tong lơ̆m đak côn."
0025,"Nuôi sợi: Xếp túi nấm đã cấy giống vào giá để ươm sợi, không để các túi chạm vào nhau. Nơi ươm sợi không cần ánh sáng. ","Rong tơlĕi  mơmơ̆u: ơdon atŭm mơmơ̆u yơh pơtăm sư̆ vă tơmư̆t tơlĕi mơmơ̆u, bĭ ăn atŭm 'bom dĭh bơ̆n.Tơnŏ pơtăm tơlĕi mơmơ̆u khĭ vă ơ̆i Măt 'năr."
0026,"Sau 20 - 30 ngày, sợi nấm mọc lan xung quanh và tới đáy túi thành màu trắng, rắn chắc thì tháo nút bông, buộc chặt cổ túi","đơ̆ng rong 'bar jĭt truh pêng jĭt 'nar, tơlĕi mơmơ̆u hon tăp dal gih agah truh kơnĭt atŭm jing mâu kok, hla như 'yăp dêh 'nao dŏng tơnglơ̆p kơpaih, chôh 'yăp hơlŏng atŭm."
0027,"Dùng dao sắc rạch 6 - 8 vết dài 1,5 - 2 cm quanh thành túi, treo các túi thành từng dây, theo hàng trong nhà trồng nấm, các túi phải cách nhau từ 25 - 30 cm.","yok săng han roch dơdrơ̆u truh tơhngam điêl đuô̆i minh phay pơđăm truh 'bar cm pơdal jih atŭm, ơtol atŭm lơ̆m tơlĕi pơm jing minh trong lơ̆m hnam pơtăm mơmơ̆u, rim atŭm phai ơtol hloh dih bơ̆l dang 'bar jĭt đăm truh pêng jĭt cm. "
0028,"Chăm sóc nấm: Hàng ngày phun nước 2 - 3 lần, sau 1 tuần sẽ hình thành mộc nhĩ, cần tăng lượng nước tưới đảm bảo luôn đọng bụi nước trên cánh mộc nhĩ.","Tơme rong mơmơ̆u: rim 'năt chruh đak 'bar truh pêng 'măng, đơ̆ng rŏng minh tuâ̆n 'nao jinh mơmơ̆u, chruh đak mă lư piêu pơm ăn kơpưng mơmơ̆u hla như kŭng ơ̆i đak. "
0029,Thu hái và bảo quản,hlêh mơmơ̆u weng hmiêt wĕi 
0030,"Từ lúc xuất hiện quả thể đến thời điểm thu hái khoảng 10 - 15 ngày, lúc này cánh mộc nhĩ có đường kính 3 - 5 cm. Có thể hái tỉa từng cánh hoặc hái cả cụm.","đơ̆ng pơtơm lĕch truh jơnang hlêh dang minh jĭt truh minh jĭt pơđăm 'nar, nang 'noh mơmơ̆u đĕi dang pêng truh pơđăm cm. Ơ̆i 'noh hlêh minh hlak weng hlêh đĭ minh tơhdum."
0031,"Sau 3 - 4 lứa thấy cánh mộc nhĩ mỏng, bé thì ngừng tưới 2 - 3 tuần để khô gỗ rồi chăm sóc tiếp như lúc đầu ra giàn.","đơ̆ng rŏng pêng truh puôn 'măng hlêh 'boh mơmơ̆u hon hui hui, mơmơ̆u ơ̆i ră jê̆ bơ̆n nĕ pă chruh đak 'bar truh pêng tuâ̆n sư̆ ăn 'long sriêng đơ̆ng rŏng tơme piêu in pơtơm chĕp lĕch agah. "
0032,"Thao tác hái nhẹ nhàng, tránh làm nát tai nấm. Phơi tai mộc nhĩ dưới nắng cho tới khi khô giòn. Bảo quản mộc nhĩ khô trong túi nilon, buộc chặt và để nơi khô ráo.","bơ̆n hlêh phai pơm dal dal, bĭ ăn hach mơmơ̆u. Dră mơmơ̆u dơnŏ tŏ truh sriêng krĕnh. Wĕi hmiêt mơmơ̆u jơh sriêng lơ̆m atŭm mơlung, chô̆ 'yăp weng sư̆ dơnŏ sriêng."
