Viet,Bahnar
"Hom giống phải sạch sâu bệnh và có từ 3 đến 4 chích (mắt), có 3 – 4 lá, dài khoảng 20 – 30 cm.","Hom adrêch phai sach jơrông jĭ weng ơĭ đơ̆ng pêng truh puôn apăng, ơĭ pêng truh puôn hla, đuuôĭ khoang 'băl jĭt truh pêng jĭt centimet"
"Hom giống phải sạch sâu bệnh và có từ 3 đến 4 thắp (mắt), có 3 – 4 lá, dài khoảng 20 – 30 cm.","Hom adrêch phai sach jơrông jĭ weng ơĭ đơ̆ng pêng truh puôn apăng, ơĭ pêng truh puôn hla, đuuôĭ khoang 'băl jĭt truh pêng jĭt centimet"
"Hom giống phải sạch sâu bệnh và có từ 3 đến 4 đốt (mắt), có 3 – 4 lá, dài khoảng 20 – 30 cm.","Hom adrêch phai sach jơrông jĭ weng ơĭ đơ̆ng pêng truh puôn apăng, ơĭ pêng truh puôn hla, đuuôĭ khoang 'băl jĭt truh pêng jĭt centimet"
"Hom cắt không bị dập nát, sây sát. Vết cắt hai đầu hom giâm cách mắt 4 - 5 cm.","Hom kăt 'bi jâp, kơlot. Dơnŏ kăt 'băl pah kơl hom pơtăm kach apăng puôn truh pơđăm centimet"
Chọn đất ươm trồng,Chă teh ươm pơtăm
Lựa đất ươm trồng,Chă teh ươm pơtăm
Đất dùng để ươm trồng cây Giảo cổ lam phải đảm bảo các điều kiện sau,Teh sư ươm pơtăm 'long jao kô lam phai tơmăn tơl rim tơdrong đưng rŏng ơ̆u
Đất dùng để ươm trồng cây Giảo cổ lam phải bảo đảm các điều kiện sau,Teh sư ươm pơtăm 'long jao kô lam phai tơmăn tơl rim tơdrong đưng rŏng ơ̆u
Đất sử dụng để ươm trồng cây Giảo cổ lam phải đảm bảo các điều kiện sau,Teh sư ươm pơtăm 'long jao kô lam phai tơmăn tơl rim tơdrong đưng rŏng ơ̆u
Đất sử dụng để ươm trồng cây Giảo cổ lam phải bảo đảm các điều kiện sau,Teh sư ươm pơtăm 'long jao kô lam phai tơmăn tơl rim tơdrong đưng rŏng ơ̆u
Chọn đất cát pha hoặc thịt nhẹ.,Chă teh chŭah pha thoi asêch 'bĭa
Lựa đất cát pha hoặc thịt nhẹ.,Chă teh chŭah pha thoi asêch 'bĭa
"Đất không bị ô nhiễm môi trường, không chứa các chất tồn dư độc hại, kim loại nặng hoặc gần nguồn nước thải khu công nghiệp, bệnh viện","Teh bĭ 'bi ô nhiêm môi trương, bĭ ơĭ rim đô ară đôk hai, kim loai dêh thoi jê̆ nguôn đak thai apung kông nghiep, 'bênh viên"
"Đất không bị ô nhiễm môi trường, không chứa các chất tồn dư độc hại, kim loại nặng hoặc cận nguồn nước thải khu công nghiệp, bệnh viện","Teh bĭ 'bi ô nhiêm môi trương, bĭ ơĭ rim đô ară đôk hai, kim loai dêh thoi jê̆ nguôn đak thai apung kông nghiep, 'bênh viên"
"Đất phải sạch sâu bệnh, cở dại, tàn dư cây trồng cũ, tơi xốp, giữ ẩm và thoát nước tốt, chủ động tưới tiêu và bảo vệ cây giống.","Teh phai sach jơrông jĭ, nhăt, bĭ ară 'long pơtăm đunh, lơmưn, jư lơngơp weng thoat đak hơgĕi, chu đông chruh đak weng jư vĕi 'long adrêch"
"Đất phải sạch sâu bệnh, cở điên, tàn dư cây trồng cũ, tơi xốp, giữ ẩm và thoát nước tốt, chủ động tưới tiêu và bảo vệ cây giống.","Teh phai sach jơrông jĭ, nhăt, bĭ ară 'long pơtăm đunh, lơmưn, jư lơngơp weng thoat đak hơgĕi, chu đông chruh đak weng jư vĕi 'long adrêch"
"Đất phải sạch sâu bệnh, cở khờ, tàn dư cây trồng xưa, tơi xốp, giữ ẩm và thoát nước tốt, chủ động tưới tiêu và bảo vệ cây giống.","Teh phai sach jơrông jĭ, nhăt, bĭ ară 'long pơtăm đunh, lơmưn, jư lơngơp weng thoat đak hơgĕi, chu đông chruh đak weng jư vĕi 'long adrêch"
"Đất phải sạch sâu bệnh, cở khờ, tàn dư cây trồng cũ, tơi xốp, giữ ẩm và thoát nước tốt, chủ động tưới tiêu và bảo vệ cây giống.","Teh phai sach jơrông jĭ, nhăt, bĭ ară 'long pơtăm đunh, lơmưn, jư lơngơp weng thoat đak hơgĕi, chu đông chruh đak weng jư vĕi 'long adrêch"
"Đất phải sạch sâu bệnh, cở điên, tàn dư cây trồng xưa, tơi xốp, giữ ẩm và thoát nước tốt, chủ động tưới tiêu và bảo vệ cây giống.","Teh phai sach jơrông jĭ, nhăt, bĭ ară 'long pơtăm đunh, lơmưn, jư lơngơp weng thoat đak hơgĕi, chu đông chruh đak weng jư vĕi 'long adrêch"
"Đất phải sạch sâu bệnh, cở dại, tàn dư cây trồng xưa, tơi xốp, giữ ẩm và thoát nước tốt, chủ động tưới tiêu và bảo vệ cây giống.","Teh phai sach jơrông jĭ, nhăt, bĭ ară 'long pơtăm đunh, lơmưn, jư lơngơp weng thoat đak hơgĕi, chu đông chruh đak weng jư vĕi 'long adrêch"
Thời vụ ươm trồng giảo cổ lam cho tỷ lệ sống cao nhất là từ tháng 2 đến tháng 4 hàng năm.,Jơnang ươm pơtăm jao kô lam ăn ty lê yăl arih dêh pơgloh la đơ̆ng khĕi 'băl truh khĕi puôn rim sơnăm
"Thời gian này thường có mưa xuân, độ ẩm cao, đảm bảo tỷ lệ hom sống, đồng thời giảm công tưới trên diện tích lớn.","Jơnang anu dêch ơĭ ami xuân, đô lơngơp lư, tơmăn tơl ty lê hom yăl arih, thoi 'noh tơjul kông chruh đak lơ̆m chđeh teh grông"
"Thời kì này thường có mưa xuân, độ ẩm cao, đảm bảo tỷ lệ hom sống, đồng thời giảm công tưới trên diện tích lớn.","Jơnang anu dêch ơĭ ami xuân, đô lơngơp lư, tơmăn tơl ty lê hom yăl arih, thoi 'noh tơjul kông chruh đak lơ̆m chđeh teh grông"
"Thời kì này thường có mưa xuân, độ ẩm cao, bảo đảm tỷ lệ hom sống, đồng thời giảm công tưới trên diện tích to.","Jơnang anu dêch ơĭ ami xuân, đô lơngơp lư, tơmăn tơl ty lê hom yăl arih, thoi 'noh tơjul kông chruh đak lơ̆m chđeh teh grông"
"Thời gian này thường có mưa xuân, độ ẩm cao, bảo đảm tỷ lệ hom sống, đồng thời giảm công tưới trên diện tích to.","Jơnang anu dêch ơĭ ami xuân, đô lơngơp lư, tơmăn tơl ty lê hom yăl arih, thoi 'noh tơjul kông chruh đak lơ̆m chđeh teh grông"
"Thời kì này thường có mưa xuân, độ ẩm cao, đảm bảo tỷ lệ hom sống, đồng thời giảm công tưới trên diện tích to.","Jơnang anu dêch ơĭ ami xuân, đô lơngơp lư, tơmăn tơl ty lê hom yăl arih, thoi 'noh tơjul kông chruh đak lơ̆m chđeh teh grông"
"Thời gian này thường có mưa xuân, độ ẩm cao, bảo đảm tỷ lệ hom sống, đồng thời giảm công tưới trên diện tích lớn.","Jơnang anu dêch ơĭ ami xuân, đô lơngơp lư, tơmăn tơl ty lê hom yăl arih, thoi 'noh tơjul kông chruh đak lơ̆m chđeh teh grông"
"Thời kì này thường có mưa xuân, độ ẩm cao, bảo đảm tỷ lệ hom sống, đồng thời giảm công tưới trên diện tích lớn.","Jơnang anu dêch ơĭ ami xuân, đô lơngơp lư, tơmăn tơl ty lê hom yăl arih, thoi 'noh tơjul kông chruh đak lơ̆m chđeh teh grông"
"Thời gian này thường có mưa xuân, độ ẩm cao, đảm bảo tỷ lệ hom sống, đồng thời giảm công tưới trên diện tích to.","Jơnang anu dêch ơĭ ami xuân, đô lơngơp lư, tơmăn tơl ty lê hom yăl arih, thoi 'noh tơjul kông chruh đak lơ̆m chđeh teh grông"
Nếu nhân giống đúng thời vụ có thể đạt tỷ lệ sống là 91% và thời gian ra rễ/mầm là 11 ngày.,Tơ̆ng nhân adrêch trŏ jơnang ơĭ tơdrong đat ty lê yăl arih la tơxĭnh jĭt minh phân trăm weng jơnang lêch riê̆h/ bôp la minh jĭt minh 'năr
Nếu nhân giống đúng thời vụ có thể đạt tỷ lệ sống là 91% và thời kì ra rễ/mầm là 11 ngày.,Tơ̆ng nhân adrêch trŏ jơnang ơĭ tơdrong đat ty lê yăl arih la tơxĭnh jĭt minh phân trăm weng jơnang lêch riê̆h/ bôp la minh jĭt minh 'năr
Nếu nhân giống đúng thời vụ có thể đạt tỷ lệ sống là 91% và thời kì ra rễ/mống là 11 ngày.,Tơ̆ng nhân adrêch trŏ jơnang ơĭ tơdrong đat ty lê yăl arih la tơxĭnh jĭt minh phân trăm weng jơnang lêch riê̆h/ bôp la minh jĭt minh 'năr
Nếu nhân giống đúng thời vụ có thể đạt tỷ lệ sống là 91% và thời gian ra rễ/mống là 11 ngày.,Tơ̆ng nhân adrêch trŏ jơnang ơĭ tơdrong đat ty lê yăl arih la tơxĭnh jĭt minh phân trăm weng jơnang lêch riê̆h/ bôp la minh jĭt minh 'năr
Nếu nhân giống đúng thời vụ có thể đạt tỷ lệ sống là 91% và thời kì ra rễ/mậm là 11 ngày.,Tơ̆ng nhân adrêch trŏ jơnang ơĭ tơdrong đat ty lê yăl arih la tơxĭnh jĭt minh phân trăm weng jơnang lêch riê̆h/ bôp la minh jĭt minh 'năr
Nếu nhân giống đúng thời vụ có thể đạt tỷ lệ sống là 91% và thời gian ra rễ/mậm là 11 ngày.,Tơ̆ng nhân adrêch trŏ jơnang ơĭ tơdrong đat ty lê yăl arih la tơxĭnh jĭt minh phân trăm weng jơnang lêch riê̆h/ bôp la minh jĭt minh 'năr
Kỹ thuật ươm trồng,Kơ kach ươm pơtăm
"Đất được cày ải sớm, để ải 20 – 30 ngày sau đó đập nhỏ, nhặt sạch cỏ dại, tạp chất.","Teh đĕi kăi ai sruôih, sư ai 'băl jĭt truh pêng jĭt 'năr đưng rŏng 'noh srah ken, 'yŏk đĭ nhăt, tap châÊt"
"Đất được cày ải sớm, để ải 20 – 30 ngày sau đó đập nhỏ, lượm sạch cỏ dại, tạp chất.","Teh đĕi kăi ai sruôih, sư ai 'băl jĭt truh pêng jĭt 'năr đưng rŏng 'noh srah ken, 'yŏk đĭ nhăt, tap châÊt"
"Đất được cày ải sớm, để ải 20 – 30 ngày sau đó đập bé, lượm sạch cỏ dại, tạp chất.","Teh đĕi kăi ai sruôih, sư ai 'băl jĭt truh pêng jĭt 'năr đưng rŏng 'noh srah ken, 'yŏk đĭ nhăt, tap châÊt"
"Đất được cày ải sớm, để ải 20 – 30 ngày sau đấy đập nhỏ, lượm sạch cỏ dại, tạp chất.","Teh đĕi kăi ai sruôih, sư ai 'băl jĭt truh pêng jĭt 'năr đưng rŏng 'noh srah ken, 'yŏk đĭ nhăt, tap châÊt"
"Lên luống cao 25 – 30 cm, rộng 1 – 1,2 m, có rãnh luống để thuận tiện đi lại chăm sóc, đào bứng cây con và thoát nước tốt.","Pơm luô̆ng đuuôĭ 'băl jĭt pơđăm truh pêng jĭt centimet, să minh truh minh phĕi 'băl met, ơĭ chơnok luô̆ng sư alưng năm tơme rong, sil grơ̆ 'long kon weng thoat đak hơgĕi"
"Lên liếp cao 25 – 30 cm, rộng 1 – 1,2 m, có rãnh liếp để thuận tiện đi lại chăm chút, đào bứng cây con và thoát nước tốt.","Pơm luô̆ng đuuôĭ 'băl jĭt pơđăm truh pêng jĭt centimet, să minh truh minh phĕi 'băl met, ơĭ chơnok luô̆ng sư alưng năm tơme rong, sil grơ̆ 'long kon weng thoat đak hơgĕi"
"Lên liếp cao 25 – 30 cm, rộng 1 – 1,2 m, có rãnh luống để thuận tiện đi lại chăm chút, đào bứng cây con và thoát nước tốt.","Pơm luô̆ng đuuôĭ 'băl jĭt pơđăm truh pêng jĭt centimet, să minh truh minh phĕi 'băl met, ơĭ chơnok luô̆ng sư alưng năm tơme rong, sil grơ̆ 'long kon weng thoat đak hơgĕi"
"Lên liếp cao 25 – 30 cm, rộng 1 – 1,2 m, có rãnh liếp để thuận tiện đi lại chăm sóc, đào bứng cây con và thoát nước tốt.","Pơm luô̆ng đuuôĭ 'băl jĭt pơđăm truh pêng jĭt centimet, să minh truh minh phĕi 'băl met, ơĭ chơnok luô̆ng sư alưng năm tơme rong, sil grơ̆ 'long kon weng thoat đak hơgĕi"
"Lên luống cao 25 – 30 cm, rộng 1 – 1,2 m, có rãnh luống để thuận tiện đi lại chăm nom, đào bứng cây con và thoát nước tốt.","Pơm luô̆ng đuuôĭ 'băl jĭt pơđăm truh pêng jĭt centimet, să minh truh minh phĕi 'băl met, ơĭ chơnok luô̆ng sư alưng năm tơme rong, sil grơ̆ 'long kon weng thoat đak hơgĕi"
"Lên liếp cao 25 – 30 cm, rộng 1 – 1,2 m, có rãnh luống để thuận tiện đi lại chăm sóc, đào bứng cây con và thoát nước tốt.","Pơm luô̆ng đuuôĭ 'băl jĭt pơđăm truh pêng jĭt centimet, să minh truh minh phĕi 'băl met, ơĭ chơnok luô̆ng sư alưng năm tơme rong, sil grơ̆ 'long kon weng thoat đak hơgĕi"
"Lên liếp cao 25 – 30 cm, rộng 1 – 1,2 m, có rãnh liếp để thuận tiện đi lại coi sóc, đào bứng cây con và thoát nước tốt.","Pơm luô̆ng đuuôĭ 'băl jĭt pơđăm truh pêng jĭt centimet, să minh truh minh phĕi 'băl met, ơĭ chơnok luô̆ng sư alưng năm tơme rong, sil grơ̆ 'long kon weng thoat đak hơgĕi"
"Lên luống cao 25 – 30 cm, rộng 1 – 1,2 m, có rãnh liếp để thuận tiện đi lại chăm chút, đào bứng cây con và thoát nước tốt.","Pơm luô̆ng đuuôĭ 'băl jĭt pơđăm truh pêng jĭt centimet, să minh truh minh phĕi 'băl met, ơĭ chơnok luô̆ng sư alưng năm tơme rong, sil grơ̆ 'long kon weng thoat đak hơgĕi"
"Lên liếp cao 25 – 30 cm, rộng 1 – 1,2 m, có rãnh luống để thuận tiện đi lại chăm nom, đào bứng cây con và thoát nước tốt.","Pơm luô̆ng đuuôĭ 'băl jĭt pơđăm truh pêng jĭt centimet, să minh truh minh phĕi 'băl met, ơĭ chơnok luô̆ng sư alưng năm tơme rong, sil grơ̆ 'long kon weng thoat đak hơgĕi"
"Lên liếp cao 25 – 30 cm, rộng 1 – 1,2 m, có rãnh luống để thuận tiện đi lại coi sóc, đào bứng cây con và thoát nước tốt.","Pơm luô̆ng đuuôĭ 'băl jĭt pơđăm truh pêng jĭt centimet, să minh truh minh phĕi 'băl met, ơĭ chơnok luô̆ng sư alưng năm tơme rong, sil grơ̆ 'long kon weng thoat đak hơgĕi"
"Sau khi cắt xong hom giâm, tiến hành rạch hàng rộng 10 cm theo chiều ngang luống. Đặt hom giâm sát nhau (tương ứng mật độ 500 – 1000 hom/m2). Rạch hàng thứ 2 lấp đất cho hàng 1. Lấp đất kín 2 đốt của hom giâm.","Đưng rŏng kăt keh hom giâm, pơm rach hang să minh jĭt centimet 'boi trong ngang luô̆ng. Sư hom giâm jê̆ adrĭng (tương ưng mât đô pơđăm hriêng truh minh ơbơ̆u hom lơ̆m minh met vuông). Rach hang mă 'băl 'bŭ teh ăn hang minh. 'Bŭ teh sil 'băl apăng đơ̆ng hom giâm"
"Sau lúc cắt xong hom giâm, tiến hành rạch quán rộng 10cm theo chiều bướng liếp. Để hom giâm sát sao nhau (ứng mật độ 500 – 1000 hom/m2). Rạch hàng thứ 2 phủ đất cho hàng 1. Phủ đất kín 2 đốt của hom giâm.","Đưng rŏng kăt keh hom giâm, pơm rach hang să minh jĭt centimet 'boi trong ngang luô̆ng. Sư hom giâm jê̆ adrĭng (tương ưng mât đô pơđăm hriêng truh minh ơbơ̆u hom lơ̆m minh met vuông). Rach hang mă 'băl 'bŭ teh ăn hang minh. 'Bŭ teh sil 'băl apăng đơ̆ng hom giâm"
"Sau lúc cắt xong hom giâm, tiến hành rạch quán rộng 10cm theo chiều bướng liếp. Để hom giâm sát sao nhau (ứng mật độ 500 – 1000 hom/m2). Rạch hàng thứ 2 phủ đất cho hàng 1. Lấp đất kín 2 chích của hom giâm.","Đưng rŏng kăt keh hom giâm, pơm rach hang să minh jĭt centimet 'boi trong ngang luô̆ng. Sư hom giâm jê̆ adrĭng (tương ưng mât đô pơđăm hriêng truh minh ơbơ̆u hom lơ̆m minh met vuông). Rach hang mă 'băl 'bŭ teh ăn hang minh. 'Bŭ teh sil 'băl apăng đơ̆ng hom giâm"
"Sau lúc cắt xong hom giâm, tiến hành rạch dãy rộng 10cm theo chiều bướng liếp. Đặt hom giâm sát nhau (tương ứng mật độ 500 – 1000 hom/m2). Rạch hàng thứ 2 che đất cho hàng 1. Lấp đất kín 2 thắp của hom giâm.","Đưng rŏng kăt keh hom giâm, pơm rach hang să minh jĭt centimet 'boi trong ngang luô̆ng. Sư hom giâm jê̆ adrĭng (tương ưng mât đô pơđăm hriêng truh minh ơbơ̆u hom lơ̆m minh met vuông). Rach hang mă 'băl 'bŭ teh ăn hang minh. 'Bŭ teh sil 'băl apăng đơ̆ng hom giâm"
"Sau lúc cắt xong hom giâm, tiến hành rạch quán rộng 10cm theo chiều bướng liếp. Để hom giâm sát sao nhau (ứng mật độ 500 – 1000 hom/m2). Rạch hàng thứ 2 đậy đất cho hàng 1. Phủ đất kín 2 đốt của hom giâm.","Đưng rŏng kăt keh hom giâm, pơm rach hang să minh jĭt centimet 'boi trong ngang luô̆ng. Sư hom giâm jê̆ adrĭng (tương ưng mât đô pơđăm hriêng truh minh ơbơ̆u hom lơ̆m minh met vuông). Rach hang mă 'băl 'bŭ teh ăn hang minh. 'Bŭ teh sil 'băl apăng đơ̆ng hom giâm"
"Sau lúc cắt xong hom giâm, tiến hành rạch quán rộng 10cm theo chiều bướng liếp. Để hom giâm sát sao nhau (ứng mật độ 500 – 1000 hom/m2). Rạch hàng thứ 2 đậy đất cho hàng 1. Đậy đất kín 2 chích của hom giâm.","Đưng rŏng kăt keh hom giâm, pơm rach hang să minh jĭt centimet 'boi trong ngang luô̆ng. Sư hom giâm jê̆ adrĭng (tương ưng mât đô pơđăm hriêng truh minh ơbơ̆u hom lơ̆m minh met vuông). Rach hang mă 'băl 'bŭ teh ăn hang minh. 'Bŭ teh sil 'băl apăng đơ̆ng hom giâm"
"Sau lúc cắt xong hom giâm, tiến hành rạch quán rộng 10cm theo chiều bướng liếp. Để hom giâm sát sao nhau (ứng mật độ 500 – 1000 hom/m2). Rạch hàng thứ 2 phủ đất cho hàng 1. Lấp đất kín 2 thắp của hom giâm.","Đưng rŏng kăt keh hom giâm, pơm rach hang să minh jĭt centimet 'boi trong ngang luô̆ng. Sư hom giâm jê̆ adrĭng (tương ưng mât đô pơđăm hriêng truh minh ơbơ̆u hom lơ̆m minh met vuông). Rach hang mă 'băl 'bŭ teh ăn hang minh. 'Bŭ teh sil 'băl apăng đơ̆ng hom giâm"
"Sau lúc cắt xong hom giâm, tiến hành rạch dãy rộng 10cm theo chiều bướng liếp. Đặt hom giâm sát nhau (tương ứng mật độ 500 – 1000 hom/m2). Rạch hàng thứ 2 che đất cho hàng 1. Che đất kín 2 chích của hom giâm.","Đưng rŏng kăt keh hom giâm, pơm rach hang să minh jĭt centimet 'boi trong ngang luô̆ng. Sư hom giâm jê̆ adrĭng (tương ưng mât đô pơđăm hriêng truh minh ơbơ̆u hom lơ̆m minh met vuông). Rach hang mă 'băl 'bŭ teh ăn hang minh. 'Bŭ teh sil 'băl apăng đơ̆ng hom giâm"
"Sau lúc cắt xong hom giâm, tiến hành rạch dãy rộng 10cm theo chiều bướng liếp. Đặt hom giâm sát nhau (tương ứng mật độ 500 – 1000 hom/m2). Rạch hàng thứ 2 lấp đất cho hàng 1. Lấp đất kín 2 thắp của hom giâm.","Đưng rŏng kăt keh hom giâm, pơm rach hang să minh jĭt centimet 'boi trong ngang luô̆ng. Sư hom giâm jê̆ adrĭng (tương ưng mât đô pơđăm hriêng truh minh ơbơ̆u hom lơ̆m minh met vuông). Rach hang mă 'băl 'bŭ teh ăn hang minh. 'Bŭ teh sil 'băl apăng đơ̆ng hom giâm"
"Sau lúc cắt xong hom giâm, tiến hành rạch dãy rộng 10cm theo chiều bướng liếp. Đặt hom giâm sát nhau (tương ứng mật độ 500 – 1000 hom/m2). Rạch hàng thứ 2 che đất cho hàng 1. Che đất kín 2 thắp của hom giâm.","Đưng rŏng kăt keh hom giâm, pơm rach hang să minh jĭt centimet 'boi trong ngang luô̆ng. Sư hom giâm jê̆ adrĭng (tương ưng mât đô pơđăm hriêng truh minh ơbơ̆u hom lơ̆m minh met vuông). Rach hang mă 'băl 'bŭ teh ăn hang minh. 'Bŭ teh sil 'băl apăng đơ̆ng hom giâm"
"Khi giâm xong, dùng bình ô doa tưới nước đều mặt luống. Lượng nước tưới chỉ vừa đủ cho đất ẩm trong suốt quá trình ươm cây.","Jơnang giâm keh, 'yŏk 'binh ô yoa chruh đak hơdơĭ măt luô̆ng. Lương đak chruh anao bưa duh ăn teh lơngơp lơ̆m đi jơnang ươm 'long"
"Lúc giâm xong xuôi, sử dụng bình ô doa tưới nước đều mặt luống. Lượng nước tưới chỉ vừa đủ cho đất ẩm trong suốt quá trình ươm cây.","Jơnang giâm keh, 'yŏk 'binh ô yoa chruh đak hơdơĭ măt luô̆ng. Lương đak chruh anao bưa duh ăn teh lơngơp lơ̆m đi jơnang ươm 'long"
"Khi giâm xong, sử dụng bình ô doa tưới nước đều mặt luống. Lượng nước tưới chỉ vừa đủ cho đất ẩm trong suốt quá trình ươm cây.","Jơnang giâm keh, 'yŏk 'binh ô yoa chruh đak hơdơĭ măt luô̆ng. Lương đak chruh anao bưa duh ăn teh lơngơp lơ̆m đi jơnang ươm 'long"
"Lúc giâm xong, dùng bình ô doa tưới nước đều mặt luống. Lượng nước tưới chỉ vừa đủ cho đất ẩm trong suốt quá trình ươm cây.","Jơnang giâm keh, 'yŏk 'binh ô yoa chruh đak hơdơĭ măt luô̆ng. Lương đak chruh anao bưa duh ăn teh lơngơp lơ̆m đi jơnang ươm 'long"
"Lúc giâm xong, sử dụng bình ô doa tưới nước đều mặt luống. Lượng nước tưới chỉ vừa đủ cho đất ẩm trong suốt quá trình ươm cây.","Jơnang giâm keh, 'yŏk 'binh ô yoa chruh đak hơdơĭ măt luô̆ng. Lương đak chruh anao bưa duh ăn teh lơngơp lơ̆m đi jơnang ươm 'long"
"Lúc giâm xong xuôi, dùng bình ô doa tưới nước đều mặt luống. Lượng nước tưới chỉ vừa đủ cho đất ẩm trong suốt quá trình ươm cây.","Jơnang giâm keh, 'yŏk 'binh ô yoa chruh đak hơdơĭ măt luô̆ng. Lương đak chruh anao bưa duh ăn teh lơngơp lơ̆m đi jơnang ươm 'long"
"Khi giâm xong xuôi, dùng bình ô doa tưới nước đều mặt luống. Lượng nước tưới chỉ vừa đủ cho đất ẩm trong suốt quá trình ươm cây.","Jơnang giâm keh, 'yŏk 'binh ô yoa chruh đak hơdơĭ măt luô̆ng. Lương đak chruh anao bưa duh ăn teh lơngơp lơ̆m đi jơnang ươm 'long"
"Khi giâm xong xuôi, sử dụng bình ô doa tưới nước đều mặt luống. Lượng nước tưới chỉ vừa đủ cho đất ẩm trong suốt quá trình ươm cây.","Jơnang giâm keh, 'yŏk 'binh ô yoa chruh đak hơdơĭ măt luô̆ng. Lương đak chruh anao bưa duh ăn teh lơngơp lơ̆m đi jơnang ươm 'long"
Kỹ thuật chăm cây non,Kơ kach tơme rong 'long kon
Kỹ thuật chăm cây đuối,Kơ kach tơme rong 'long kon
"Sau khi giâm xong, dùng bình ô doa tưới nước đều mặt luống. Lượng nước tưới cho đất ẩm (ngày 2 lần sáng sớm và chiều mát), làm giàn mái che để tránh ánh nắng trực tiếp và mưa to làm cây bị thối.","Đưng rŏng giâm keh, 'yŏk 'binh ô yoa chruh đak hơdơĭ măt luô̆ng. Lương đak chruh ăn teh lơngơp ('năr 'băl măng bơgê sruôih weng ksơ̆ mat), pơm pra athu sư hli tŏ trưk tiêp weng ami grông pơm 'long 'bi ôm"
"Sau lúc giâm xong xuôi, sử dụng bình ô doa tưới nước đều mặt luống. Lượng nước tưới cho đất ẩm (ngày 2 lượt sáng sớm và chiều mát), làm giàn mái che để tránh ánh nắng trực tiếp và mưa lớn làm cây bị thối.","Đưng rŏng giâm keh, 'yŏk 'binh ô yoa chruh đak hơdơĭ măt luô̆ng. Lương đak chruh ăn teh lơngơp ('năr 'băl măng bơgê sruôih weng ksơ̆ mat), pơm pra athu sư hli tŏ trưk tiêp weng ami grông pơm 'long 'bi ôm"
"Sau lúc giâm xong, sử dụng bình ô doa tưới nước đều mặt luống. Lượng nước tưới cho đất ẩm (ngày 2 bận sáng sớm và chiều mát), làm giàn mái che để né ánh nắng trực tiếp và mưa lớn làm cây bị thối.","Đưng rŏng giâm keh, 'yŏk 'binh ô yoa chruh đak hơdơĭ măt luô̆ng. Lương đak chruh ăn teh lơngơp ('năr 'băl măng bơgê sruôih weng ksơ̆ mat), pơm pra athu sư hli tŏ trưk tiêp weng ami grông pơm 'long 'bi ôm"
